sample	gene Abundance	Group	sample	Genus Abundance	Group	sample	Kos Abundance	Group
PD42d_CeC3	9.784752735	Duck	SDQCeC1L	5.604084138	Duck	PD42d_CeC3	9.784752735	Duck
PD42d_CeC4	9.811012563	Duck	SDQCeC1R	5.594959143	Duck	PD42d_CeC4	9.811012563	Duck
PD42d_CeC5	9.810758618	Duck	SDQCeC2L	5.205135502	Duck	PD42d_CeC5	9.810758618	Duck
PD42d_CeC6	9.833045268	Duck	SDQCeC3L	5.588956712	Duck	PD42d_CeC6	9.833045268	Duck
PD42d_CeC7	9.778518805	Duck	SDQCeC4L	5.537114345	Duck	PD42d_CeC7	9.778518805	Duck
PD42d_CeC8	9.786284842	Duck	SDQCeC4R	5.458187203	Duck	PD42d_CeC8	9.786284842	Duck
PD70d_CeC1	9.816650041	Duck	SDQCeC5L	4.132635297	Duck	PD70d_CeC1	9.816650041	Duck
PD70dCeC1	9.778066943	Duck	SDQCeC7R	4.345965099	Duck	PD70dCeC1	9.778066943	Duck
PD70d_CeC2	9.817647267	Duck	SDQCeC8L	5.473422642	Duck	PD70d_CeC2	9.817647267	Duck
PD70dCeC2	9.776901023	Duck	SDQCeC8R	4.723133511	Duck	PD70dCeC2	9.776901023	Duck
PD70d_CeC3	9.822573124	Duck	SDQCeC9L	5.463567927	Duck	PD70d_CeC3	9.822573124	Duck
PD70dCeC3	9.785209741	Duck	SDQCeC9R	5.168017623	Duck	PD70dCeC3	9.785209741	Duck
PD70d_CeC4	9.835102935	Duck	SDQCoC1	6.891437057	Duck	PD70d_CeC4	9.835102935	Duck
PD70dCeC4	9.78043327	Duck	SDQCoC3	5.884829419	Duck	PD70dCeC4	9.78043327	Duck
PD70d_CeC5	9.816401382	Duck	SDQCoC4	6.191492205	Duck	PD70d_CeC5	9.816401382	Duck
PD70dCeC5	9.778265477	Duck	SDQCoC5	5.328379772	Duck	PD70dCeC5	9.778265477	Duck
PD70d_CeC6	9.815330077	Duck	SDQCoC7	6.47489152	Duck	PD70d_CeC6	9.815330077	Duck
PD70dCeC6	9.801528235	Duck	SDQCoC8	6.441695926	Duck	PD70dCeC6	9.801528235	Duck
PD70d_CeC7	9.823591622	Duck	SDQDuC1	6.389792492	Duck	PD70d_CeC7	9.823591622	Duck
PD70d_CeC8	9.833946364	Duck	SDQDuC2	5.856653004	Duck	PD70d_CeC8	9.833946364	Duck
PD7d_CeC_1	10.62005002	Duck	SDQDuC3	6.307366022	Duck	PD7d_CeC_1	10.62005002	Duck
PD7d_CeC_2	10.66370014	Duck	SDQDuC4	6.306642215	Duck	PD7d_CeC_2	10.66370014	Duck
PD7d_CeC_3	10.6692333	Duck	SDQDuC5	6.252990206	Duck	PD7d_CeC_3	10.6692333	Duck
PD7d_CeC_4	10.56829259	Duck	SDQDuC7	6.513317207	Duck	PD7d_CeC_4	10.56829259	Duck
PD7d_CeC_5	10.66717786	Duck	SDQILC1	6.721640805	Duck	PD7d_CeC_5	10.66717786	Duck
PD7d_CeC_6	10.63989613	Duck	SDQILC2	1.797639476	Duck	PD7d_CeC_6	10.63989613	Duck
PD7d_CeC_7	10.66110076	Duck	SDQILC4	4.834325817	Duck	PD7d_CeC_7	10.66110076	Duck
PD7d_CeC_8	10.64223624	Duck	SDQILC5	5.585987036	Duck	PD7d_CeC_8	10.64223624	Duck
QDCoC14	9.692685879	Duck	SDQILC8	6.564860013	Duck	QDCoC14	9.692685879	Duck
QDCoC15	9.890274277	Duck	SDQILC9	4.172141983	Duck	QDCoC15	9.890274277	Duck
QDCoC19	9.415320871	Duck	SDQJeC1	6.993706355	Duck	QDCoC19	9.415320871	Duck
QDCoC1	9.742503525	Duck	SDQJeC2	6.198612702	Duck	QDCoC1	9.742503525	Duck
QDCoC22	9.829746825	Duck	SDQJeC4	6.691206962	Duck	QDCoC22	9.829746825	Duck
QDCoC29	9.910412221	Duck	SDQJeC5	6.532896968	Duck	QDCoC29	9.910412221	Duck
QDCoC2	9.751981846	Duck	SDQJeC7	6.407715723	Duck	QDCoC2	9.751981846	Duck
QDCoC30	9.771100429	Duck	SDQJeC9	5.512071524	Duck	QDCoC30	9.771100429	Duck
QDCoC31	9.509256038	Duck	SHCeC1	6.01689891	Duck	QDCoC31	9.509256038	Duck
QDCoC35	9.346448111	Duck	SHCeC12	5.788657846	Duck	QDCoC35	9.346448111	Duck
QDCoC3	9.827164279	Duck	SHCeC15	5.978000061	Duck	QDCoC3	9.827164279	Duck
SDCeC1	10.00382509	Duck	SHCeC16	5.998231359	Duck	SDCeC1	10.00382509	Duck
SDCeC2	9.959743663	Duck	SHCeC17	5.750889031	Duck	SDCeC2	9.959743663	Duck
SDCeC3	9.987388537	Duck	SHCeC18	5.902767551	Duck	SDCeC3	9.987388537	Duck
SDCeC4	9.935521184	Duck	SHCeC24	5.896044546	Duck	SDCeC4	9.935521184	Duck
SDCeC5	9.867418903	Duck	SHCeC26	5.994605683	Duck	SDCeC5	9.867418903	Duck
SDCeC6	9.856213873	Duck	SHCeC27	5.891543977	Duck	SDCeC6	9.856213873	Duck
SDQCeC10L	9.818357791	Duck	SHCeC28	5.731316926	Duck	SDQCeC10L	9.818357791	Duck
SDQCeC11L	9.933137543	Duck	SHCeC4	6.012360992	Duck	SDQCeC11L	9.933137543	Duck
SDQCeC1L	9.774322593	Duck	SHCeC7	5.667852671	Duck	SDQCeC1L	9.774322593	Duck
SDQCeC1R	9.856291489	Duck	SSCeC-1	5.58689661	Duck	SDQCeC1R	9.856291489	Duck
SDQCeC2L	9.814245138	Duck	SSCeC-10	5.796759751	Duck	SDQCeC2L	9.814245138	Duck
SDQCeC3L	9.753403837	Duck	SSCeC-2	5.710489478	Duck	SDQCeC3L	9.753403837	Duck
SDQCeC4L	9.78981428	Duck	SSCeC-3	4.734245119	Duck	SDQCeC4L	9.78981428	Duck
SDQCeC4R	9.880700857	Duck	SSCeC-4	4.775981099	Duck	SDQCeC4R	9.880700857	Duck
SDQCeC5L	9.781558052	Duck	SSCeC-5	5.599455347	Duck	SDQCeC5L	9.781558052	Duck
SDQCeC7R	9.740129062	Duck	SSCeC-6	5.433439233	Duck	SDQCeC7R	9.740129062	Duck
SDQCeC8L	9.819094759	Duck	SSCeC-7	6.207468794	Duck	SDQCeC8L	9.819094759	Duck
SDQCeC8R	9.805324735	Duck	SSCeC-8	5.073779482	Duck	SDQCeC8R	9.805324735	Duck
SDQCeC9L	9.781301567	Duck	SSCeC-9	6.288038518	Duck	SDQCeC9L	9.781301567	Duck
SDQCeC9R	9.832413411	Duck	SXCeC1	6.211713969	Duck	SDQCeC9R	9.832413411	Duck
SHCeC12	9.832420137	Duck	SXCeC2	6.190918107	Duck	SHCeC12	9.832420137	Duck
SHCeC15	9.805181633	Duck	SXCeC3	6.238208953	Duck	SHCeC15	9.805181633	Duck
SHCeC16	9.818573037	Duck	SXCeC4	6.044456137	Duck	SHCeC16	9.818573037	Duck
SHCeC17	9.773490374	Duck	SXCeC5	6.140603695	Duck	SHCeC17	9.773490374	Duck
SHCeC18	9.793131272	Duck	SXCeC6	6.171873204	Duck	SHCeC18	9.793131272	Duck
SHCeC1	9.840542534	Duck	WFHCeC11L	5.147376241	Duck	SHCeC1	9.840542534	Duck
SHCeC24	9.821170776	Duck	WFHCeC12L	5.073774806	Duck	SHCeC24	9.821170776	Duck
SHCeC26	9.818691197	Duck	WFHCeC13L	5.055240128	Duck	SHCeC26	9.818691197	Duck
SHCeC27	9.82326172	Duck	WFHCeC14L	5.438519028	Duck	SHCeC27	9.82326172	Duck
SHCeC28	9.837456265	Duck	WFHCeC16L	5.970021019	Duck	SHCeC28	9.837456265	Duck
SHCeC4	9.801645297	Duck	WFHCeC1L	5.142130313	Duck	SHCeC4	9.801645297	Duck
SHCeC7	9.785444541	Duck	WFHCeC21L	5.123170059	Duck	SHCeC7	9.785444541	Duck
SSCeC-10	9.752809802	Duck	WFHCeC22L	5.469734909	Duck	SSCeC-10	9.752809802	Duck
SSCeC-1	9.846407822	Duck	WFHCeC23L	4.774854567	Duck	SSCeC-1	9.846407822	Duck
SSCeC-2	9.85498023	Duck	WFHCeC24L	5.733112087	Duck	SSCeC-2	9.85498023	Duck
SSCeC-3	9.825940081	Duck	WFHCeC25L	5.315925721	Duck	SSCeC-3	9.825940081	Duck
SSCeC-4	9.82319764	Duck	WFHCeC2L	5.69189336	Duck	SSCeC-4	9.82319764	Duck
SSCeC-5	9.869334926	Duck	WFHCeC3L	5.510406783	Duck	SSCeC-5	9.869334926	Duck
SSCeC-6	9.938901799	Duck	WFHCeC4L	4.867071436	Duck	SSCeC-6	9.938901799	Duck
SSCeC-7	9.851629849	Duck	WFHCeC6L	5.193449175	Duck	SSCeC-7	9.851629849	Duck
SSCeC-8	9.856968857	Duck	WHYCeC1L	4.169899484	Duck	SSCeC-8	9.856968857	Duck
SSCeC-9	9.761072413	Duck	WHYCeC1R	5.533254258	Duck	SSCeC-9	9.761072413	Duck
SXCeC1	9.971812297	Duck	WHYCeC2L	4.332854562	Duck	SXCeC1	9.971812297	Duck
SXCeC2	9.959613017	Duck	WHYCeC2R	4.708932579	Duck	SXCeC2	9.959613017	Duck
SXCeC3	9.988021532	Duck	WHYCeC3L	5.204779906	Duck	SXCeC3	9.988021532	Duck
SXCeC4	9.944725744	Duck	WHYCeC3R	5.053288567	Duck	SXCeC4	9.944725744	Duck
SXCeC5	9.967322159	Duck	WHYCeC4L	3.726772202	Duck	SXCeC5	9.967322159	Duck
SXCeC6	9.970336253	Duck	WHYCeC4R	4.266820113	Duck	SXCeC6	9.970336253	Duck
WFHCeC11L	9.840369145	Duck	WHYCeC5L	3.576991831	Duck	WFHCeC11L	9.840369145	Duck
WFHCeC12L	9.85357199	Duck	WHYCeC5R	3.910565241	Duck	WFHCeC12L	9.85357199	Duck
WFHCeC13L	9.827629292	Duck	WHYCeC6L	4.041557581	Duck	WFHCeC13L	9.827629292	Duck
WFHCeC14L	9.822209888	Duck	WHYCeC6R	3.980758066	Duck	WFHCeC14L	9.822209888	Duck
WFHCeC16L	9.932110741	Duck	WHYCeC7L	4.112645178	Duck	WFHCeC16L	9.932110741	Duck
WFHCeC1L	9.818037337	Duck	WHYCeC7R	4.47467932	Duck	WFHCeC1L	9.818037337	Duck
WFHCeC21L	9.831379418	Duck	WHYCeC8	3.40891611	Duck	WFHCeC21L	9.831379418	Duck
WFHCeC22L	9.832868658	Duck	WHYCoC1	4.26567184	Duck	WFHCeC22L	9.832868658	Duck
WFHCeC23L	9.87278051	Duck	WHYCoC2	4.0660496	Duck	WFHCeC23L	9.87278051	Duck
WFHCeC24L	9.869377887	Duck	WHYCoC3	6.029884652	Duck	WFHCeC24L	9.869377887	Duck
WFHCeC25L	9.822987529	Duck	WHYCoC5	2.929109074	Duck	WFHCeC25L	9.822987529	Duck
WFHCeC2L	9.88215748	Duck	WHYCoC6	4.910757948	Duck	WFHCeC2L	9.88215748	Duck
WFHCeC3L	9.864328632	Duck	WHYCoC7	5.750672092	Duck	WFHCeC3L	9.864328632	Duck
WFHCeC4L	9.80728066	Duck	WHYDuC1	6.188633665	Duck	WFHCeC4L	9.80728066	Duck
WFHCeC6L	9.844457677	Duck	WHYDuC2	5.962470219	Duck	WFHCeC6L	9.844457677	Duck
WHYCeC1L	9.658002481	Duck	WHYDuC6	5.264178888	Duck	WHYCeC1L	9.658002481	Duck
WHYCeC1R	9.862746277	Duck	WHYDuC7	5.953671897	Duck	WHYCeC1R	9.862746277	Duck
WHYCeC2L	9.711132786	Duck	WHYDuC8	4.463508022	Duck	WHYCeC2L	9.711132786	Duck
WHYCeC2R	9.817779318	Duck	WHYILC1	6.227551144	Duck	WHYCeC2R	9.817779318	Duck
WHYCeC3L	9.741660373	Duck	WHYILC3	4.805077168	Duck	WHYCeC3L	9.741660373	Duck
WHYCeC3R	9.848204745	Duck	WHYILC4	4.297920627	Duck	WHYCeC3R	9.848204745	Duck
WHYCeC4L	9.626400984	Duck	WHYILC5	3.826326637	Duck	WHYCeC4L	9.626400984	Duck
WHYCeC4R	9.831052442	Duck	WHYILC6	4.115030482	Duck	WHYCeC4R	9.831052442	Duck
WHYCeC5L	9.671198345	Duck	WHYILC8	4.420234638	Duck	WHYCeC5L	9.671198345	Duck
WHYCeC5R	9.80314788	Duck	WHYJeC1	6.386377057	Duck	WHYCeC5R	9.80314788	Duck
WHYCeC6L	9.676800251	Duck	WHYJeC2	6.067760935	Duck	WHYCeC6L	9.676800251	Duck
WHYCeC6R	9.743759443	Duck	WHYJeC3	6.240034083	Duck	WHYCeC6R	9.743759443	Duck
WHYCeC7L	9.703689389	Duck	WHYJeC5	4.901062393	Duck	WHYCeC7L	9.703689389	Duck
WHYCeC7R	9.85801816	Duck	WHYJeC7	6.524854519	Duck	WHYCeC7R	9.85801816	Duck
WHYCeC8	9.635095861	Duck	WHYJeC8	6.483435306	Duck	WHYCeC8	9.635095861	Duck
WNCeC1L	9.723263367	Duck	WNCeC1L	4.432231567	Duck	WNCeC1L	9.723263367	Duck
WNCeC2L	9.890179194	Duck	WNCeC2L	5.034308948	Duck	WNCeC2L	9.890179194	Duck
WNFCeC1L	9.730844468	Duck	WNFCeC1L	4.13941805	Duck	WNFCeC1L	9.730844468	Duck
WNFCeC2L	10.37477598	Duck	WNFCeC2L	4.048504702	Duck	WNFCeC2L	10.37477598	Duck
WNFCeC3L	9.826141678	Duck	WNFCeC3L	4.296049707	Duck	WNFCeC3L	9.826141678	Duck
WNFCeC4L	9.704326244	Duck	WNFCeC4L	4.158827511	Duck	WNFCeC4L	9.704326244	Duck
Human	11.70483784	Human	Human	1.237156842	Human	Human	7.238377482	Human
Human	12.16928089	Human	Human	1.603197393	Human	Human	7.336684641	Human
Human	12.06636705	Human	Human	1.455207893	Human	Human	7.30843737	Human
Human	11.61748269	Human	Human	1.061607952	Human	Human	7.235786464	Human
Human	11.5136607	Human	Human	0.966745074	Human	Human	7.254516801	Human
Human	12.43149921	Human	Human	2.00820662	Human	Human	7.339695477	Human
Human	11.98847906	Human	Human	1.902502033	Human	Human	7.297652657	Human
Human	11.49211647	Human	Human	1.021202294	Human	Human	7.23489693	Human
Human	11.52769811	Human	Human	1.621363848	Human	Human	7.210198162	Human
Human	11.91738461	Human	Human	1.657719245	Human	Human	7.268807712	Human
Human	9.913578465	Human	Human	0.125480483	Human	Human	6.892705232	Human
Human	10.31071076	Human	Human	0.235693727	Human	Human	6.931610496	Human
Human	10.97899692	Human	Human	1.950797921	Human	Human	7.213837553	Human
Human	11.25076109	Human	Human	1.092506485	Human	Human	7.238694973	Human
Human	11.16847776	Human	Human	0.571830261	Human	Human	7.019464148	Human
Human	10.70100574	Human	Human	0.44243615	Human	Human	6.911355537	Human
Human	11.33817788	Human	Human	1.411316145	Human	Human	7.159154291	Human
Human	12.05157108	Human	Human	1.612691603	Human	Human	7.2827647	Human
Human	12.32007295	Human	Human	2.030070508	Human	Human	7.343659933	Human
Human	10.88788617	Human	Human	1.199398449	Human	Human	7.088214932	Human
Human	11.87339427	Human	Human	1.572159209	Human	Human	7.224200959	Human
Human	11.3490408	Human	Human	1.613164637	Human	Human	7.195171285	Human
Human	10.82851608	Human	Human	0.570915358	Human	Human	6.995778633	Human
Human	11.00241273	Human	Human	0.734441038	Human	Human	7.058347252	Human
Human	11.57649631	Human	Human	1.819081758	Human	Human	7.287598507	Human
Human	11.42102469	Human	Human	2.178021646	Human	Human	7.342036631	Human
Human	10.22187779	Human	Human	0.341818469	Human	Human	6.924000308	Human
Human	10.28489622	Human	Human	0.376643988	Human	Human	6.905550341	Human
Human	10.9432209	Human	Human	0.516195551	Human	Human	7.111601293	Human
Human	11.03999219	Human	Human	0.705985677	Human	Human	7.11424681	Human
Human	10.82813971	Human	Human	0.432187803	Human	Human	6.874456145	Human
Human	10.98873096	Human	Human	0.698136675	Human	Human	7.089496471	Human
Human	11.68948498	Human	Human	1.164858601	Human	Human	7.226778598	Human
Human	11.69480676	Human	Human	0.956273019	Human	Human	7.200216325	Human
Human	11.6706983	Human	Human	1.042420456	Human	Human	7.051471576	Human
Human	12.13520902	Human	Human	1.561557679	Human	Human	7.304196641	Human
Human	10.04131649	Human	Human	0.204181962	Human	Human	6.786786365	Human
Human	10.51725737	Human	Human	0.530863944	Human	Human	7.079279015	Human
Human	11.61122429	Human	Human	0.999580166	Human	Human	7.130918447	Human
Human	11.24085592	Human	Human	0.635795806	Human	Human	7.064538701	Human
Human	11.17815932	Human	Human	1.538097101	Human	Human	7.178305309	Human
Human	10.74347399	Human	Human	0.422698943	Human	Human	6.953758368	Human
Human	11.47622628	Human	Human	1.511735527	Human	Human	7.231348308	Human
Human	10.38732519	Human	Human	2.162711004	Human	Human	7.11896584	Human
Human	10.99825927	Human	Human	1.067695746	Human	Human	7.122837396	Human
Human	11.11623856	Human	Human	0.707999976	Human	Human	7.097898143	Human
Human	10.95670357	Human	Human	0.805304432	Human	Human	7.084541878	Human
Human	9.101592604	Human	Human	0.390686702	Human	Human	7.729171866	Human
Human	10.89076589	Human	Human	0.745860325	Human	Human	6.988018256	Human
Human	11.32918118	Human	Human	0.975385372	Human	Human	7.092541145	Human
Human	11.60399948	Human	Human	1.141055558	Human	Human	7.230996582	Human
Human	11.65298937	Human	Human	1.121104395	Human	Human	7.246724125	Human
Human	11.06835789	Human	Human	0.893834568	Human	Human	7.105015935	Human
Human	12.35896972	Human	Human	1.363597477	Human	Human	7.274009633	Human
Human	10.62061371	Human	Human	0.745988459	Human	Human	6.956156488	Human
Human	11.80318838	Human	Human	1.417743773	Human	Human	7.308618484	Human
Human	11.41434784	Human	Human	0.953747941	Human	Human	7.052211893	Human
Human	11.78048624	Human	Human	1.04684277	Human	Human	7.185890367	Human
Human	11.34698979	Human	Human	1.343237949	Human	Human	7.151211216	Human
Human	11.98561964	Human	Human	2.072644881	Human	Human	7.356575961	Human
Human	12.07119437	Human	Human	1.148080983	Human	Human	7.311609851	Human
Human	10.54111538	Human	Human	0.388260258	Human	Human	6.887831782	Human
Human	10.52571887	Human	Human	0.413020495	Human	Human	6.936270906	Human
Human	10.29418836	Human	Human	0.669884827	Human	Human	6.968945974	Human
Human	11.32639333	Human	Human	1.245058159	Human	Human	7.064022198	Human
Human	11.07179547	Human	Human	0.985981255	Human	Human	7.174862939	Human
Human	10.98458071	Human	Human	0.427091053	Human	Human	6.967425821	Human
Human	11.40412035	Human	Human	1.018542167	Human	Human	7.099533976	Human
Human	11.49784835	Human	Human	0.893916127	Human	Human	7.08308647	Human
Human	11.27182321	Human	Human	0.829361354	Human	Human	7.138937003	Human
Human	11.18065047	Human	Human	0.838943868	Human	Human	7.117179351	Human
Human	11.73104789	Human	Human	1.636906468	Human	Human	7.213165805	Human
Human	10.39332968	Human	Human	0.515026116	Human	Human	7.019082165	Human
Human	10.68956105	Human	Human	0.654651129	Human	Human	7.062938801	Human
Human	12.28980776	Human	Human	1.525579104	Human	Human	7.29879166	Human
Human	10.96558619	Human	Human	1.00522201	Human	Human	7.204641207	Human
Human	11.29711649	Human	Human	1.106315408	Human	Human	7.070819095	Human
Human	11.73626103	Human	Human	2.085306629	Human	Human	7.285085104	Human
Human	12.14485096	Human	Human	1.358902526	Human	Human	7.222445264	Human
Human	10.08556686	Human	Human	1.725164473	Human	Human	7.192134185	Human
Human	12.00664792	Human	Human	2.048533412	Human	Human	7.426544864	Human
Human	9.426567229	Human	Human	0.948113436	Human	Human	6.893139476	Human
Human	12.30098624	Human	Human	1.714197111	Human	Human	7.313540092	Human
Human	12.2535077	Human	Human	1.739851014	Human	Human	7.340170765	Human
Human	12.25124288	Human	Human	1.958657151	Human	Human	7.346232728	Human
Human	12.27987615	Human	Human	1.540484965	Human	Human	7.320844526	Human
Human	11.90809445	Human	Human	1.127092861	Human	Human	7.249567919	Human
Human	10.8844224	Human	Human	0.4729278	Human	Human	7.023889134	Human
Human	11.478305	Human	Human	0.900941357	Human	Human	7.183841806	Human
Human	10.36273675	Human	Human	0.690719048	Human	Human	7.146203542	Human
Human	10.26030195	Human	Human	0.393421653	Human	Human	6.968675291	Human
Human	11.52533927	Human	Human	0.931781271	Human	Human	7.117210062	Human
Human	12.15739291	Human	Human	1.934959856	Human	Human	7.341384517	Human
Human	11.83687863	Human	Human	2.226909299	Human	Human	7.323000835	Human
Human	11.74671845	Human	Human	1.461774814	Human	Human	7.244031201	Human
Human	12.09324623	Human	Human	2.121320989	Human	Human	7.305782263	Human
Human	11.71123439	Human	Human	1.623816381	Human	Human	7.278846862	Human
Human	11.3288059	Human	Human	1.000720707	Human	Human	7.141011361	Human
Human	11.45856825	Human	Human	0.958993518	Human	Human	7.138593738	Human
Human	11.32759001	Human	Human	1.085132245	Human	Human	7.21399272	Human
Human	11.10366614	Human	Human	0.597815929	Human	Human	6.986479994	Human
Human	11.40358988	Human	Human	1.237885962	Human	Human	7.203183882	Human
Human	10.80609534	Human	Human	0.412259123	Human	Human	6.9240253	Human
Human	11.06774424	Human	Human	0.546668826	Human	Human	6.997092308	Human
Human	11.47649005	Human	Human	2.139682784	Human	Human	7.314153473	Human
Human	11.87431252	Human	Human	1.173483504	Human	Human	7.218817443	Human
Human	11.54786983	Human	Human	2.242320363	Human	Human	7.34631908	Human
Human	11.53485175	Human	Human	1.182191504	Human	Human	7.154194918	Human
Human	11.60720533	Human	Human	1.069718576	Human	Human	7.224682695	Human
Human	12.19288853	Human	Human	2.023100457	Human	Human	7.367026151	Human
Human	10.45179666	Human	Human	1.126831552	Human	Human	7.016918764	Human
Human	11.39381712	Human	Human	1.004454342	Human	Human	7.228026682	Human
Human	11.52140923	Human	Human	0.798659895	Human	Human	7.056559123	Human
Human	11.55096179	Human	Human	0.663399291	Human	Human	7.07300105	Human
Human	11.4347443	Human	Human	1.07734156	Human	Human	7.159821226	Human
Human	11.48758918	Human	Human	2.132727461	Human	Human	7.208577841	Human
Human	12.09110757	Human	Human	1.786791011	Human	Human	7.303838721	Human
Human	11.88308997	Human	Human	1.271893761	Human	Human	7.309145082	Human
Human	10.72548975	Human	Human	0.424401696	Human	Human	7.044379166	Human
Human	11.73422267	Human	Human	1.273545355	Human	Human	7.327512065	Human
Human	11.8146442	Human	Human	1.337418549	Human	Human	7.236161399	Human
Human	10.85195228	Human	Human	0.41535013	Human	Human	7.006179928	Human
Human	11.12310854	Human	Human	0.717819589	Human	Human	7.003358381	Human
Human	10.74952776	Human	Human	0.590977581	Human	Human	7.039689418	Human
Human	11.34948341	Human	Human	1.252994913	Human	Human	7.161488804	Human
Human	10.5737726	Human	Human	1.826065355	Human	Human	7.240149255	Human
Human	10.54131292	Human	Human	0.461755847	Human	Human	6.996916492	Human
Human	11.43111674	Human	Human	1.278890851	Human	Human	7.283966519	Human
Human	11.85778109	Human	Human	1.253921265	Human	Human	7.26104467	Human
Human	10.94841131	Human	Human	0.528546245	Human	Human	6.972400475	Human
Human	11.01843513	Human	Human	0.568435407	Human	Human	7.081576465	Human
Human	11.47033563	Human	Human	0.686105146	Human	Human	7.074348705	Human
Human	10.68161331	Human	Human	0.832395462	Human	Human	7.124270777	Human
Human	11.4394858	Human	Human	1.242661678	Human	Human	7.201220664	Human
Human	11.73648524	Human	Human	1.750258227	Human	Human	7.324990218	Human
Human	12.3433256	Human	Human	2.263174716	Human	Human	7.343627789	Human
Human	12.08961427	Human	Human	1.330690159	Human	Human	7.29130403	Human
Human	10.37497346	Human	Human	1.248657762	Human	Human	7.074012344	Human
Human	11.63534051	Human	Human	1.19830586	Human	Human	7.249874107	Human
Human	10.79081771	Human	Human	1.379593842	Human	Human	7.361972557	Human
Human	12.16108875	Human	Human	1.256644463	Human	Human	7.353408053	Human
Human	12.24572223	Human	Human	1.7050299	Human	Human	7.406850544	Human
Human	11.73145636	Human	Human	0.989483432	Human	Human	7.28860323	Human
Human	12.04298067	Human	Human	1.679022724	Human	Human	7.392814787	Human
Human	11.40367577	Human	Human	2.199502886	Human	Human	7.42355522	Human
Human	12.06544072	Human	Human	1.347717533	Human	Human	7.353613729	Human
Human	10.36145938	Human	Human	1.0498792	Human	Human	7.127795176	Human
Human	12.38934445	Human	Human	2.080675095	Human	Human	7.403219209	Human
Human	11.68821906	Human	Human	1.652031761	Human	Human	7.406949008	Human
Human	11.38470761	Human	Human	1.346787558	Human	Human	7.390265992	Human
Human	10.65092968	Human	Human	0.480878339	Human	Human	7.087558033	Human
Human	11.75123286	Human	Human	1.334848906	Human	Human	7.347943627	Human
Human	12.1816975	Human	Human	2.14754365	Human	Human	7.348619233	Human
Human	11.50266104	Human	Human	1.633778724	Human	Human	7.251297195	Human
Human	12.18338784	Human	Human	1.68934927	Human	Human	7.370675891	Human
Human	11.99676604	Human	Human	1.923626511	Human	Human	7.488775471	Human
Human	10.82571807	Human	Human	0.698523492	Human	Human	7.169586394	Human
Human	11.16032387	Human	Human	1.087001988	Human	Human	7.344738573	Human
Human	11.40785587	Human	Human	1.95066989	Human	Human	7.800519503	Human
Human	12.45348139	Human	Human	2.425285205	Human	Human	7.495369036	Human
Human	10.41879908	Human	Human	1.892336855	Human	Human	7.330586238	Human
Human	12.05384344	Human	Human	1.745349082	Human	Human	7.367850482	Human
Human	10.78522174	Human	Human	1.907594208	Human	Human	7.399073455	Human
Human	12.23927801	Human	Human	1.414285502	Human	Human	7.365746007	Human
Human	12.30301452	Human	Human	2.051441776	Human	Human	7.377979436	Human
Human	11.08514876	Human	Human	1.384477437	Human	Human	7.230836689	Human
Human	10.97908683	Human	Human	0.525051261	Human	Human	7.113907916	Human
Human	12.08911535	Human	Human	2.068562955	Human	Human	7.472991835	Human
Human	11.59737884	Human	Human	1.624386759	Human	Human	7.310351378	Human
Human	12.0276305	Human	Human	1.357113336	Human	Human	7.278099684	Human
Human	12.19676507	Human	Human	1.477230077	Human	Human	7.381341499	Human
Human	10.6733275	Human	Human	2.046401316	Human	Human	7.462174743	Human
Human	11.40548397	Human	Human	1.445147582	Human	Human	7.563700669	Human
Human	11.43907307	Human	Human	0.864113776	Human	Human	7.276627771	Human
Human	10.76739951	Human	Human	1.772451188	Human	Human	7.416955103	Human
Human	11.91684495	Human	Human	1.771614437	Human	Human	7.50217084	Human
Human	12.15195428	Human	Human	1.388852582	Human	Human	7.290416529	Human
Human	11.57396954	Human	Human	0.768406731	Human	Human	7.28046225	Human
Human	11.91615166	Human	Human	1.237607864	Human	Human	7.326159154	Human
Human	11.5869571	Human	Human	1.739194978	Human	Human	7.293883718	Human
Human	11.9151777	Human	Human	1.978360394	Human	Human	7.38715362	Human
Human	12.35521478	Human	Human	2.30580979	Human	Human	7.379521807	Human
Human	11.40786548	Human	Human	0.781462884	Human	Human	7.175492683	Human
Human	11.53297485	Human	Human	1.096684619	Human	Human	7.260879508	Human
Human	12.59623019	Human	Human	2.309801974	Human	Human	7.52823433	Human
Human	11.70891438	Human	Human	1.552934725	Human	Human	7.372969194	Human
Human	10.12812643	Human	Human	1.090969889	Human	Human	7.806741118	Human
Human	11.06935611	Human	Human	2.210249349	Human	Human	7.419666536	Human
Human	12.04619553	Human	Human	2.085068155	Human	Human	7.58433471	Human
Human	12.50484147	Human	Human	1.954908101	Human	Human	7.449341115	Human
Human	12.06013526	Human	Human	1.273833106	Human	Human	7.328985869	Human
Human	11.88197474	Human	Human	1.440640627	Human	Human	7.430685692	Human
Human	10.79290952	Human	Human	0.649059072	Human	Human	7.183083122	Human
Human	10.4704611	Human	Human	0.62588689	Human	Human	7.145148615	Human
Human	11.48598151	Human	Human	2.374802283	Human	Human	7.422426083	Human
Human	11.98938265	Human	Human	1.583758439	Human	Human	7.354409939	Human
Human	11.28684958	Human	Human	2.003497525	Human	Human	7.617115132	Human
Human	10.65951896	Human	Human	1.384635368	Human	Human	7.253951897	Human
