sample	gene Abundance	Group	sample	Genus Abundance	Group	sample	Kos Abundance	Group
Human	10.99784481	Human	Human	1.510386784	Human	Human	7.221109102	Human
Human	11.14811148	Human	Human	1.311124067	Human	Human	7.301584787	Human
Human	12.62801905	Human	Human	2.222927098	Human	Human	7.389750044	Human
Human	12.45266975	Human	Human	1.864406704	Human	Human	7.419523624	Human
Human	12.53953835	Human	Human	2.319391476	Human	Human	7.385643075	Human
Human	12.21813981	Human	Human	2.150913177	Human	Human	7.387672173	Human
Human	12.0164186	Human	Human	1.378037979	Human	Human	7.293826759	Human
Human	11.99739375	Human	Human	1.630191154	Human	Human	7.349695366	Human
Human	11.94357335	Human	Human	1.641115834	Human	Human	7.361364484	Human
Human	11.84876574	Human	Human	1.839317032	Human	Human	7.347721108	Human
Human	12.02717767	Human	Human	2.287030302	Human	Human	7.362001791	Human
Human	11.27396668	Human	Human	2.194556091	Human	Human	7.504733934	Human
Human	11.99580833	Human	Human	2.190052664	Human	Human	7.790714667	Human
Human	11.20413326	Human	Human	2.146170969	Human	Human	7.491444195	Human
Human	12.29812281	Human	Human	2.221720649	Human	Human	7.355432728	Human
Human	12.40500677	Human	Human	1.876597669	Human	Human	7.346652084	Human
Human	12.641728	Human	Human	2.299704597	Human	Human	7.374930263	Human
Human	12.81798895	Human	Human	2.086578177	Human	Human	7.402487564	Human
Human	12.92391816	Human	Human	2.392104393	Human	Human	7.420345169	Human
Human	13.02607605	Human	Human	2.318311972	Human	Human	7.436925655	Human
Human	12.74451945	Human	Human	2.029762425	Human	Human	7.407844282	Human
Human	12.44974987	Human	Human	1.5336485	Human	Human	7.377922963	Human
Human	12.67552128	Human	Human	2.202496871	Human	Human	7.451978301	Human
Human	11.6715877	Human	Human	1.932323372	Human	Human	7.223421912	Human
Human	11.40008859	Human	Human	1.730477291	Human	Human	7.174271716	Human
Human	11.16383797	Human	Human	1.509904384	Human	Human	7.126314156	Human
Human	12.95361522	Human	Human	2.296388749	Human	Human	7.409690603	Human
Human	12.6299063	Human	Human	2.469944061	Human	Human	7.4012117	Human
Human	12.75891141	Human	Human	2.762292544	Human	Human	7.436421107	Human
Human	12.21306625	Human	Human	1.985087622	Human	Human	7.362379661	Human
Human	12.05548501	Human	Human	2.215318551	Human	Human	7.356035396	Human
Human	12.46918308	Human	Human	2.056039173	Human	Human	7.377373606	Human
Human	12.72919611	Human	Human	2.574411276	Human	Human	7.458007273	Human
Human	12.68171783	Human	Human	2.584629468	Human	Human	7.436151341	Human
Human	12.34338785	Human	Human	2.577792058	Human	Human	7.43956689	Human
Human	12.61911587	Human	Human	2.271033992	Human	Human	7.393132991	Human
Human	12.51960317	Human	Human	1.811816632	Human	Human	7.399642033	Human
Human	12.47435481	Human	Human	1.893524186	Human	Human	7.383330681	Human
Human	11.97625618	Human	Human	1.947990284	Human	Human	7.340539874	Human
Human	12.40419049	Human	Human	1.860778336	Human	Human	7.366656547	Human
Human	12.04598291	Human	Human	1.666591715	Human	Human	7.340178329	Human
Human	11.60959015	Human	Human	1.151450925	Human	Human	7.265477826	Human
Human	11.93094791	Human	Human	2.040982411	Human	Human	7.407532464	Human
Human	12.85104994	Human	Human	1.891383474	Human	Human	7.408069112	Human
Human	12.57302052	Human	Human	1.878852594	Human	Human	7.374242858	Human
Human	12.65736188	Human	Human	2.048175076	Human	Human	7.435665483	Human
Human	12.62374094	Human	Human	2.145651944	Human	Human	7.41863202	Human
Human	12.34391206	Human	Human	1.520885102	Human	Human	7.402754893	Human
Human	12.60364919	Human	Human	1.835461261	Human	Human	7.402936761	Human
Human	12.48186417	Human	Human	1.780488251	Human	Human	7.370027535	Human
Human	12.12298256	Human	Human	1.673114004	Human	Human	7.302079068	Human
Human	11.95770437	Human	Human	1.480541406	Human	Human	7.312849704	Human
Human	11.77820145	Human	Human	1.392327104	Human	Human	7.275812756	Human
Human	12.67816487	Human	Human	2.112787031	Human	Human	7.386022291	Human
Human	12.21541508	Human	Human	1.48653128	Human	Human	7.322666481	Human
Human	12.08370966	Human	Human	1.778729853	Human	Human	7.364989939	Human
Human	12.02258899	Human	Human	1.857864034	Human	Human	7.347471069	Human
Human	12.43631398	Human	Human	2.304871547	Human	Human	7.393456407	Human
Human	12.46289697	Human	Human	2.36180635	Human	Human	7.392633886	Human
Human	12.90994046	Human	Human	1.964937914	Human	Human	7.419299167	Human
Human	12.84407796	Human	Human	2.059464114	Human	Human	7.4237837	Human
Human	12.18872358	Human	Human	1.861833132	Human	Human	7.343567975	Human
Human	12.05552328	Human	Human	1.801954012	Human	Human	7.333459928	Human
Human	11.58125114	Human	Human	2.128195254	Human	Human	7.376965657	Human
Human	11.92853226	Human	Human	1.929996737	Human	Human	7.367077346	Human
Human	12.04453967	Human	Human	2.096599972	Human	Human	7.387382849	Human
Human	12.60586671	Human	Human	2.591235169	Human	Human	7.40053659	Human
Human	12.21573122	Human	Human	2.274112427	Human	Human	7.446825184	Human
Human	12.4016231	Human	Human	2.305131922	Human	Human	7.442487777	Human
Human	12.66169731	Human	Human	2.224409655	Human	Human	7.438074801	Human
Human	12.06231763	Human	Human	2.056448951	Human	Human	7.374707601	Human
Human	12.33719118	Human	Human	2.261424466	Human	Human	7.38548069	Human
Human	12.6070138	Human	Human	2.236047679	Human	Human	7.360568547	Human
Human	12.5453911	Human	Human	2.474597243	Human	Human	7.350867346	Human
Human	12.29846385	Human	Human	1.925549946	Human	Human	7.339808374	Human
Human	12.57440706	Human	Human	2.186271382	Human	Human	7.355791941	Human
Human	11.65072723	Human	Human	1.511572242	Human	Human	7.334572198	Human
Human	12.13393749	Human	Human	1.79596798	Human	Human	7.396856895	Human
Human	11.4830718	Human	Human	1.043918146	Human	Human	7.182961663	Human
Human	11.30771558	Human	Human	2.0072599	Human	Human	7.346004018	Human
Human	11.3134029	Human	Human	1.627037389	Human	Human	7.244226555	Human
Human	12.07556017	Human	Human	2.002077478	Human	Human	7.410588738	Human
Human	11.57777941	Human	Human	1.7552143	Human	Human	7.390298223	Human
Human	11.97461167	Human	Human	1.713217607	Human	Human	7.721201237	Human
Human	11.36507079	Human	Human	2.336039585	Human	Human	7.501702574	Human
Human	10.94197395	Human	Human	1.247648621	Human	Human	7.171395458	Human
Human	11.27013284	Human	Human	1.936642174	Human	Human	7.620891888	Human
Human	10.28257151	Human	Human	1.069805063	Human	Human	7.152162371	Human
Human	11.52322409	Human	Human	2.267609092	Human	Human	7.509496174	Human
Human	11.44604616	Human	Human	1.923363061	Human	Human	7.317680326	Human
Human	11.46711605	Human	Human	1.220755991	Human	Human	7.349173212	Human
Human	11.40087776	Human	Human	2.234398979	Human	Human	7.30605626	Human
Human	11.87889345	Human	Human	2.006654167	Human	Human	7.432443374	Human
Human	12.04472921	Human	Human	2.162196142	Human	Human	7.367345129	Human
Human	11.72160609	Human	Human	1.685747549	Human	Human	7.420172812	Human
Human	11.11997058	Human	Human	1.977144434	Human	Human	7.43949154	Human
Human	11.31069258	Human	Human	1.978241248	Human	Human	7.368933113	Human
Human	11.36076542	Human	Human	2.375370427	Human	Human	7.271467792	Human
Human	11.57614128	Human	Human	1.782534253	Human	Human	7.514454273	Human
Human	11.71648589	Human	Human	1.884456086	Human	Human	7.315496431	Human
Human	11.49451716	Human	Human	1.77668924	Human	Human	7.510101709	Human
Human	10.80949363	Human	Human	1.372326826	Human	Human	7.227004876	Human
Human	12.21051268	Human	Human	1.795602734	Human	Human	7.373851263	Human
Human	11.98670419	Human	Human	2.197816825	Human	Human	7.442814448	Human
Human	11.5067074	Human	Human	1.69046333	Human	Human	7.310226557	Human
Human	12.54266622	Human	Human	2.570452503	Human	Human	7.443542149	Human
Human	10.25574694	Human	Human	1.293041908	Human	Human	7.534137726	Human
Human	10.8156096	Human	Human	1.032675133	Human	Human	7.326207037	Human
Human	12.05710917	Human	Human	1.460477821	Human	Human	7.422619538	Human
Human	11.56194589	Human	Human	2.13269174	Human	Human	7.483430082	Human
Human	11.4121088	Human	Human	2.228194602	Human	Human	7.395912181	Human
Human	10.79439484	Human	Human	1.72787792	Human	Human	7.582680369	Human
Human	12.26131142	Human	Human	2.282495107	Human	Human	7.436987276	Human
Human	11.02538417	Human	Human	1.427802047	Human	Human	7.208855923	Human
Human	11.41567535	Human	Human	1.640121575	Human	Human	7.411733272	Human
Human	12.16494562	Human	Human	1.835681184	Human	Human	7.507872979	Human
Human	11.57591805	Human	Human	2.115904963	Human	Human	7.581931069	Human
Human	10.41156153	Human	Human	1.097204634	Human	Human	7.122934437	Human
Human	10.82889485	Human	Human	0.972227521	Human	Human	7.893755056	Human
Human	10.52475747	Human	Human	1.100013134	Human	Human	7.649435519	Human
Human	12.20988242	Human	Human	2.148140777	Human	Human	7.380688743	Human
Human	11.25215976	Human	Human	1.698789238	Human	Human	7.278888897	Human
Human	12.06873347	Human	Human	1.951307815	Human	Human	7.394833498	Human
Human	11.52791414	Human	Human	0.98436495	Human	Human	7.383909672	Human
Human	12.00468595	Human	Human	1.307954426	Human	Human	7.350196709	Human
Human	12.48474164	Human	Human	2.228233521	Human	Human	7.476232876	Human
Human	12.14652736	Human	Human	1.560337995	Human	Human	7.387935575	Human
Human	12.66783023	Human	Human	2.607509877	Human	Human	7.62172283	Human
Human	12.22849982	Human	Human	2.347707885	Human	Human	7.500169722	Human
Human	12.14507323	Human	Human	1.497348003	Human	Human	7.380852372	Human
Human	12.11450556	Human	Human	1.997273353	Human	Human	7.55672761	Human
Human	11.07178367	Human	Human	2.064548367	Human	Human	7.203089943	Human
Human	12.11670605	Human	Human	1.187823377	Human	Human	7.304202997	Human
Human	11.65969564	Human	Human	2.018625864	Human	Human	7.720320172	Human
Human	11.25856042	Human	Human	1.443986928	Human	Human	7.521242481	Human
Human	12.24864631	Human	Human	2.033778031	Human	Human	7.392499012	Human
Human	11.21329864	Human	Human	1.074029024	Human	Human	7.254499287	Human
Human	9.946369171	Human	Human	1.393315085	Human	Human	7.207495741	Human
Human	10.96275716	Human	Human	1.960377924	Human	Human	7.344175443	Human
Human	11.44561148	Human	Human	2.201589187	Human	Human	7.425863798	Human
Human	10.74891469	Human	Human	1.863219903	Human	Human	7.264522137	Human
Human	11.06434098	Human	Human	0.805885259	Human	Human	7.267397432	Human
Human	11.70590824	Human	Human	1.592806551	Human	Human	7.538648592	Human
Human	11.51811832	Human	Human	1.61230182	Human	Human	7.329215308	Human
Human	11.60448561	Human	Human	1.201931408	Human	Human	7.327904041	Human
Human	11.75165162	Human	Human	1.074930797	Human	Human	7.361422911	Human
Human	11.53914396	Human	Human	1.629054585	Human	Human	7.382310976	Human
Human	11.96592005	Human	Human	1.041397377	Human	Human	7.299599758	Human
Human	11.67911101	Human	Human	1.708588982	Human	Human	7.4081307	Human
Human	12.04433925	Human	Human	1.929985129	Human	Human	7.363772403	Human
Human	12.40806837	Human	Human	1.877406591	Human	Human	7.457868359	Human
Human	11.35866923	Human	Human	1.708852111	Human	Human	7.373652742	Human
Human	11.0260906	Human	Human	0.818318526	Human	Human	7.252349711	Human
Human	11.23741087	Human	Human	2.21509478	Human	Human	7.462839255	Human
Human	11.3016017	Human	Human	1.566868886	Human	Human	7.651146963	Human
Human	11.7676548	Human	Human	1.357688113	Human	Human	7.328607838	Human
Human	11.72955469	Human	Human	1.48535517	Human	Human	7.421788231	Human
Human	12.3358371	Human	Human	2.024004781	Human	Human	7.397803479	Human
Human	12.24246503	Human	Human	1.368171938	Human	Human	7.427085326	Human
Human	12.14671809	Human	Human	1.909439555	Human	Human	7.491805152	Human
Human	11.52480648	Human	Human	1.449731216	Human	Human	7.728206519	Human
Human	11.29837751	Human	Human	0.865700703	Human	Human	7.286662564	Human
Human	12.70654371	Human	Human	2.24675315	Human	Human	7.405959601	Human
Human	10.89118032	Human	Human	1.641509249	Human	Human	7.180814836	Human
Human	10.4313276	Human	Human	0.896397068	Human	Human	7.06015702	Human
Human	11.39783222	Human	Human	1.510704549	Human	Human	7.344066421	Human
Human	12.19344714	Human	Human	1.770405298	Human	Human	7.454490054	Human
Human	11.24527742	Human	Human	1.582719333	Human	Human	7.393858093	Human
Human	12.20288366	Human	Human	1.319606872	Human	Human	7.357353319	Human
Human	11.34529542	Human	Human	1.312045286	Human	Human	7.454998948	Human
Human	12.03640726	Human	Human	1.332487449	Human	Human	7.36101739	Human
Human	12.36685197	Human	Human	2.549331317	Human	Human	7.504567745	Human
Human	11.29184223	Human	Human	1.962208311	Human	Human	7.514203529	Human
Human	11.17849377	Human	Human	1.4120788	Human	Human	7.321217814	Human
Human	11.90639912	Human	Human	1.409050447	Human	Human	7.335264327	Human
Human	11.33470609	Human	Human	0.618524524	Human	Human	7.226346117	Human
Human	12.61510327	Human	Human	2.246297206	Human	Human	7.486574592	Human
Human	11.47511198	Human	Human	0.992189083	Human	Human	7.293646212	Human
Human	10.88515083	Human	Human	0.535073049	Human	Human	7.229298597	Human
Human	11.68075736	Human	Human	2.003167239	Human	Human	7.465493336	Human
Human	11.65917064	Human	Human	1.443137391	Human	Human	7.474327136	Human
Human	11.41933076	Human	Human	1.939707448	Human	Human	7.486502628	Human
Human	12.38669036	Human	Human	1.623701577	Human	Human	7.36324746	Human
Human	11.37394435	Human	Human	1.026799649	Human	Human	7.272659083	Human
Human	11.27754682	Human	Human	1.81618409	Human	Human	7.207888257	Human
Human	11.61640189	Human	Human	1.973991507	Human	Human	7.516688359	Human
Human	12.25029366	Human	Human	1.575002858	Human	Human	7.376398568	Human
Human	12.03203975	Human	Human	1.362929307	Human	Human	7.341671312	Human
Human	11.31315556	Human	Human	1.35298288	Human	Human	7.313797259	Human
Human	12.01241365	Human	Human	1.656066981	Human	Human	7.346828828	Human
Human	11.83443249	Human	Human	1.931429097	Human	Human	7.571298344	Human
Human	12.4108632	Human	Human	2.195073005	Human	Human	7.476220696	Human
Human	9.506196367	Human	Human	0.602035568	Human	Human	7.7853372	Human
Human	12.19007206	Human	Human	2.090990055	Human	Human	7.52392944	Human
Human	11.81165456	Human	Human	1.476198421	Human	Human	7.456316151	Human
Human	11.72325612	Human	Human	2.049719873	Human	Human	7.325603596	Human
Human	12.19737552	Human	Human	2.070201492	Human	Human	7.454175961	Human
Human	11.58311134	Human	Human	1.833055795	Human	Human	7.286814085	Human
Human	12.21405471	Human	Human	1.691104591	Human	Human	7.47587278	Human
Human	12.20086936	Human	Human	2.002670866	Human	Human	7.378375518	Human
Human	11.96806746	Human	Human	1.686579306	Human	Human	7.347243953	Human
Human	12.17053169	Human	Human	1.762868724	Human	Human	7.44809458	Human
Human	12.07936665	Human	Human	1.998492173	Human	Human	7.488379473	Human
Human	10.43319903	Human	Human	0.966993379	Human	Human	7.19325982	Human
Human	10.73421601	Human	Human	1.713842341	Human	Human	7.88900973	Human
Human	11.21824596	Human	Human	1.228508097	Human	Human	7.430028535	Human
Human	11.42354375	Human	Human	1.426836843	Human	Human	7.301515145	Human
Human	11.74243957	Human	Human	1.986392621	Human	Human	7.640590664	Human
Human	11.43551715	Human	Human	1.836356225	Human	Human	7.392414065	Human
Human	12.40927142	Human	Human	1.988538082	Human	Human	7.446798247	Human
Human	12.41614246	Human	Human	1.943339832	Human	Human	7.368309968	Human
Human	10.42228213	Human	Human	0.42570943	Human	Human	7.242080831	Human
Human	11.15492737	Human	Human	1.835874249	Human	Human	7.358783989	Human
Human	11.13349031	Human	Human	1.653803704	Human	Human	7.695660813	Human
Human	11.6824093	Human	Human	1.045791602	Human	Human	7.265863264	Human
Human	11.91228393	Human	Human	1.107862809	Human	Human	7.312695726	Human
Human	11.14723288	Human	Human	2.275044057	Human	Human	7.29523822	Human
Human	10.57668193	Human	Human	1.364686231	Human	Human	7.168851172	Human
Human	11.40302912	Human	Human	1.550473859	Human	Human	7.274960222	Human
Human	12.06183473	Human	Human	1.443016358	Human	Human	7.504596895	Human
Human	12.17794347	Human	Human	1.61434209	Human	Human	7.388718396	Human
Human	11.84746517	Human	Human	1.663477342	Human	Human	7.365736444	Human
Human	11.9128496	Human	Human	1.897626971	Human	Human	7.377195884	Human
Human	10.68584745	Human	Human	1.718728197	Human	Human	7.822278896	Human
Human	10.9581682	Human	Human	1.823952627	Human	Human	7.722613151	Human
Human	10.09371632	Human	Human	0.905655085	Human	Human	7.389405959	Human
Human	12.49195649	Human	Human	2.717322038	Human	Human	7.423684083	Human
Human	11.23138843	Human	Human	0.78717793	Human	Human	7.180173552	Human
Human	12.1995082	Human	Human	1.836370644	Human	Human	7.380598904	Human
Human	12.36250591	Human	Human	1.798081584	Human	Human	7.396294684	Human
Human	10.61270881	Human	Human	1.7438653	Human	Human	7.827366762	Human
Human	11.7998011	Human	Human	2.308435759	Human	Human	7.596003001	Human
Human	11.18533596	Human	Human	1.424805402	Human	Human	7.242741095	Human
Human	11.27833019	Human	Human	1.370134871	Human	Human	7.429289584	Human
Human	12.67324307	Human	Human	2.332002331	Human	Human	7.358797712	Human
Human	12.54999025	Human	Human	1.935905589	Human	Human	7.380229135	Human
Human	11.08341743	Human	Human	0.830063291	Human	Human	7.217528636	Human
Human	11.55566558	Human	Human	1.440366883	Human	Human	7.36518475	Human
Human	12.36565365	Human	Human	2.11908545	Human	Human	7.392716389	Human
Human	11.86394813	Human	Human	1.849949229	Human	Human	7.387070347	Human
Human	11.73650112	Human	Human	1.40613249	Human	Human	7.344882863	Human
Human	11.19269545	Human	Human	2.14453588	Human	Human	7.371158391	Human
Human	10.97269683	Human	Human	1.884810325	Human	Human	7.390546505	Human
Human	12.53568183	Human	Human	2.402782033	Human	Human	7.421696427	Human
Human	11.02182877	Human	Human	1.338473367	Human	Human	7.190940104	Human
Human	11.56447002	Human	Human	1.346909558	Human	Human	7.233204856	Human
Human	11.67514575	Human	Human	1.306953839	Human	Human	7.374880371	Human
Human	11.62211184	Human	Human	1.249587	Human	Human	7.314183886	Human
Human	11.29494389	Human	Human	1.078667425	Human	Human	7.359665767	Human
Human	11.2635438	Human	Human	0.969705969	Human	Human	7.293442038	Human
Human	12.82659161	Human	Human	2.564716669	Human	Human	7.443141334	Human
Human	12.6823205	Human	Human	2.219922132	Human	Human	7.416564393	Human
Human	11.52429512	Human	Human	1.191939265	Human	Human	7.217278921	Human
Human	11.75913734	Human	Human	1.306811028	Human	Human	7.309615672	Human
Human	12.27353579	Human	Human	2.296618511	Human	Human	7.353730741	Human
Human	11.12595984	Human	Human	1.644880487	Human	Human	7.211537356	Human
Human	12.97579025	Human	Human	2.288088147	Human	Human	7.399926286	Human
Human	11.76804784	Human	Human	1.846515656	Human	Human	7.289893924	Human
Human	11.55901548	Human	Human	1.807145357	Human	Human	7.612705902	Human
Human	11.09793441	Human	Human	0.833514674	Human	Human	7.313642028	Human
Human	13.21945967	Human	Human	2.397123318	Human	Human	7.393381131	Human
Human	12.55323134	Human	Human	2.408236949	Human	Human	7.440321993	Human
Human	11.86870193	Human	Human	2.239568854	Human	Human	7.340804014	Human
Human	11.5438479	Human	Human	1.948012738	Human	Human	7.397481515	Human
Human	12.45366852	Human	Human	1.955300367	Human	Human	7.379673015	Human
Human	10.78293272	Human	Human	1.258996272	Human	Human	7.353381193	Human
Human	11.33642273	Human	Human	1.991635682	Human	Human	7.384124364	Human
Human	11.93879755	Human	Human	2.189526984	Human	Human	7.388492564	Human
Human	11.55877952	Human	Human	1.187864286	Human	Human	7.268893451	Human
Human	12.16218373	Human	Human	1.820162646	Human	Human	7.367501788	Human
Human	12.56346396	Human	Human	2.075814072	Human	Human	7.372292753	Human
Human	12.26599489	Human	Human	1.273626275	Human	Human	7.351812839	Human
Human	12.07334382	Human	Human	2.34549364	Human	Human	7.40170322	Human
Human	11.76183079	Human	Human	2.069409469	Human	Human	7.700081348	Human
Human	11.16978023	Human	Human	0.912132455	Human	Human	7.167930862	Human
Human	11.90327763	Human	Human	1.840905758	Human	Human	7.334345107	Human
Human	10.957004	Human	Human	1.857851587	Human	Human	7.381271492	Human
Human	10.96310056	Human	Human	1.984087588	Human	Human	7.424566273	Human
Human	11.33364177	Human	Human	1.983724741	Human	Human	7.281569161	Human
Human	11.49742224	Human	Human	1.756182998	Human	Human	7.399227144	Human
Human	11.44968638	Human	Human	2.08429493	Human	Human	7.418902065	Human
Human	12.4999587	Human	Human	2.089603588	Human	Human	7.451783268	Human
Human	10.29383258	Human	Human	1.941412259	Human	Human	7.356323188	Human
Human	12.67529012	Human	Human	2.115934858	Human	Human	7.387304759	Human
Human	12.7666303	Human	Human	2.401841097	Human	Human	7.380453084	Human
Human	12.61131934	Human	Human	2.081940353	Human	Human	7.410921451	Human
Human	10.69660286	Human	Human	0.999060815	Human	Human	7.193435739	Human
Human	11.421835	Human	Human	2.148950693	Human	Human	7.354837784	Human
Human	12.87800038	Human	Human	2.181909324	Human	Human	7.402469089	Human
Human	11.81082589	Human	Human	1.253639601	Human	Human	7.352325838	Human
Human	12.47314817	Human	Human	2.513352911	Human	Human	7.382381785	Human
Human	11.90903416	Human	Human	1.324160752	Human	Human	7.340098087	Human
Human	11.24768606	Human	Human	1.512600133	Human	Human	7.333263056	Human
Human	10.13450327	Human	Human	1.639614311	Human	Human	7.54644272	Human
Human	11.10740024	Human	Human	2.161739409	Human	Human	7.407079562	Human
Human	12.79110804	Human	Human	2.050819618	Human	Human	7.434717887	Human
Human	12.28351321	Human	Human	2.550532224	Human	Human	7.350049983	Human
Human	12.26148525	Human	Human	1.768301841	Human	Human	7.434888738	Human
Human	12.70343806	Human	Human	1.996394409	Human	Human	7.39049538	Human
Human	12.18251646	Human	Human	1.858022159	Human	Human	7.400832257	Human
Human	11.56283684	Human	Human	1.284886671	Human	Human	7.290472404	Human
Human	12.51888091	Human	Human	1.96941329	Human	Human	7.420523544	Human
Human	11.87968024	Human	Human	1.864814148	Human	Human	7.412089601	Human
Human	12.52195853	Human	Human	1.905543021	Human	Human	7.403840048	Human
Human	12.51682497	Human	Human	2.507280867	Human	Human	7.412456005	Human
Human	12.03683152	Human	Human	1.799798337	Human	Human	7.347622613	Human
Human	12.31133217	Human	Human	2.303036388	Human	Human	7.440197481	Human
Human	11.49645896	Human	Human	1.762252435	Human	Human	7.31318719	Human
Human	12.40396125	Human	Human	1.889078015	Human	Human	7.443735861	Human
Human	12.34578018	Human	Human	2.314684773	Human	Human	7.362369901	Human
Human	12.08416698	Human	Human	1.898511326	Human	Human	7.452965344	Human
Human	12.71356184	Human	Human	2.519645266	Human	Human	7.3993115	Human
Human	12.18761728	Human	Human	2.036498076	Human	Human	7.407482992	Human
Human	12.72016595	Human	Human	2.531487941	Human	Human	7.426957997	Human
Human	12.42211442	Human	Human	2.589817403	Human	Human	7.494467271	Human
Human	11.55590831	Human	Human	1.471662739	Human	Human	7.439019906	Human
Human	12.35782292	Human	Human	2.154132087	Human	Human	7.408863453	Human
Human	12.63193254	Human	Human	2.355076087	Human	Human	7.473204811	Human
Human	11.39767018	Human	Human	1.441612968	Human	Human	7.330417084	Human
Human	11.77669478	Human	Human	1.743447294	Human	Human	7.424697487	Human
Human	10.88276129	Human	Human	1.220242208	Human	Human	7.30518554	Human
Human	11.75650116	Human	Human	1.194042258	Human	Human	7.317686905	Human
Human	12.24614062	Human	Human	1.879889225	Human	Human	7.417569503	Human
Human	12.70782164	Human	Human	1.94420488	Human	Human	7.403167658	Human
Human	12.38420309	Human	Human	2.551635292	Human	Human	7.417802034	Human
Human	12.62410273	Human	Human	2.310672014	Human	Human	7.381323528	Human
Human	11.96483547	Human	Human	2.047547094	Human	Human	7.382913061	Human
Human	12.48656796	Human	Human	2.17647152	Human	Human	7.384073865	Human
Human	12.13500617	Human	Human	2.082030259	Human	Human	7.373373402	Human
Human	12.53558724	Human	Human	2.659362093	Human	Human	7.43808869	Human
Human	11.44922999	Human	Human	2.210187201	Human	Human	7.557423691	Human
Human	11.64632276	Human	Human	1.59668012	Human	Human	7.552788322	Human
Human	11.61970364	Human	Human	1.317183744	Human	Human	7.298154577	Human
Human	12.5700352	Human	Human	2.426156879	Human	Human	7.430861417	Human
Human	12.54401975	Human	Human	2.649928364	Human	Human	7.472063988	Human
Human	12.40735948	Human	Human	2.088436981	Human	Human	7.357630539	Human
Human	12.79369132	Human	Human	2.114283509	Human	Human	7.399374552	Human
Human	12.85078108	Human	Human	2.352101259	Human	Human	7.411630102	Human
Human	11.58605973	Human	Human	1.248828686	Human	Human	7.337020248	Human
Human	11.96484851	Human	Human	1.355676365	Human	Human	7.366347429	Human
Human	12.15106354	Human	Human	2.805713851	Human	Human	7.375646112	Human
Human	12.2440131	Human	Human	2.583413321	Human	Human	7.392796521	Human
Human	11.9932017	Human	Human	1.61119609	Human	Human	7.371234754	Human
Human	12.13881828	Human	Human	2.128719756	Human	Human	7.415119164	Human
Human	12.44631119	Human	Human	2.118825531	Human	Human	7.386481521	Human
Human	10.89098627	Human	Human	1.053351132	Human	Human	7.283619432	Human
Human	12.18736491	Human	Human	2.199328952	Human	Human	7.413021945	Human
Human	12.2925802	Human	Human	2.222345993	Human	Human	7.392534847	Human
Human	11.87123496	Human	Human	2.289882232	Human	Human	7.443643311	Human
Human	12.33849347	Human	Human	2.005199605	Human	Human	7.445244775	Human
Human	12.41777615	Human	Human	1.964949562	Human	Human	7.440484087	Human
Human	11.98478071	Human	Human	1.582572855	Human	Human	7.32262927	Human
Human	12.44879678	Human	Human	2.040934225	Human	Human	7.42273969	Human
Human	12.51735559	Human	Human	2.214652271	Human	Human	7.386466904	Human
Human	12.16620916	Human	Human	2.054372599	Human	Human	7.405320679	Human
Human	12.19261474	Human	Human	2.225801988	Human	Human	7.436980672	Human
Human	12.50813351	Human	Human	2.356887275	Human	Human	7.441534365	Human
Human	12.61945891	Human	Human	2.588556942	Human	Human	7.435139729	Human
Human	11.91556938	Human	Human	1.862384257	Human	Human	7.332945535	Human
Human	11.99963834	Human	Human	2.107223959	Human	Human	7.362076417	Human
Human	12.42710736	Human	Human	1.81754001	Human	Human	7.393201684	Human
Human	11.88140976	Human	Human	2.429112644	Human	Human	7.38580918	Human
Human	11.92948591	Human	Human	1.45542721	Human	Human	7.364949633	Human
Human	12.55379012	Human	Human	2.816301382	Human	Human	7.393656818	Human
Human	12.4368193	Human	Human	2.81126214	Human	Human	7.43864655	Human
Human	12.8353962	Human	Human	2.338037289	Human	Human	7.393200251	Human
Human	12.05965489	Human	Human	1.996919093	Human	Human	7.311954559	Human
Human	11.94008402	Human	Human	1.262047147	Human	Human	7.292830635	Human
Human	11.22802011	Human	Human	2.324993215	Human	Human	7.333161076	Human
Human	10.78286022	Human	Human	2.270522955	Human	Human	7.472407255	Human
Human	12.32532238	Human	Human	2.300297815	Human	Human	7.363395796	Human
Human	12.13432351	Human	Human	2.400305837	Human	Human	7.408536639	Human
Human	12.09332608	Human	Human	1.954236498	Human	Human	7.384248297	Human
Human	12.474145	Human	Human	1.863861261	Human	Human	7.409610254	Human
Human	12.37587528	Human	Human	2.291635805	Human	Human	7.426181264	Human
Human	11.96877216	Human	Human	1.890175476	Human	Human	7.353287113	Human
Human	12.28837133	Human	Human	1.838702638	Human	Human	7.39045393	Human
Human	12.42419924	Human	Human	1.777583893	Human	Human	7.390633267	Human
Human	12.50367367	Human	Human	2.670754674	Human	Human	7.378745721	Human
Human	12.57170307	Human	Human	2.192680948	Human	Human	7.393280293	Human
Human	12.14544119	Human	Human	2.318429117	Human	Human	7.404197314	Human
Human	11.78871563	Human	Human	1.758926264	Human	Human	7.369000299	Human
Human	12.36967627	Human	Human	2.435894526	Human	Human	7.368297895	Human
Human	12.44207518	Human	Human	2.013200328	Human	Human	7.432627625	Human
Human	12.12127376	Human	Human	2.246785206	Human	Human	7.374594106	Human
Human	12.41425907	Human	Human	2.069114423	Human	Human	7.399497726	Human
Human	12.63848172	Human	Human	2.15653608	Human	Human	7.409749924	Human
