KEGG function	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
PD70djeC6	0.989741783	0.970773728	0.940648556	0.97595273	0.99129914	0.992048407	0.768443333	0.893833216	0.865556444	0.86308207	0.778680507	0.88661807	0.665423753	0.650210308	0.665806863	0.621516858	0.57669257	0.655364983	0.64675131	0.599754604	0.594204508	0.594720725	0.677509752	0.794162634	0.606322956	0.888187538	0.634520948	0.789294716	0.886413796	0.717362625	0.65504777	0.717219198	0.723927892	0.718353049	0.650659104	0.648132227	0.762778826	0.712131177	0.665809715	0.656208903	0.707463083	0.594470494	0.647744754	0.681207314	0.705404253	0.713399124	0.676062201	0.701343251	0.697485307	0.69621198	0.698120398	0.700874948	0.694836172	0.699500421	0.698392055	0.700993715	0.702270658	0.69826749	0.698831599	0.694213019	0.707604842	0.696982305	0.694043059	0.709072106	0.710155426	0.711303566	0.708081089	0.691857878	0.718879521	0.721147841	0.713360416	0.994285051	0.965600222	0.991046329	0.983271278	0.989612269	0.990484491	0.817379234	0.56648847	0.749039371	0.828711968	0.815251201	0	0.587202987	0.653348445	0.587748414	0.613942664	0.623458243	0.66705812	0.581783604	0.615329098	0.589230423	0.600899027	0.642753968	0.588205426	0.631876193	0.710519804	0.688425871	0.692379284	0.636971026	0.687744716	0.702302727	0.673587823	0.690855035	0.702446761	0.702587018	0.669823188	0.67002056	0.697135323	0.695135019	0.685286571	0.687741182	0.670580521	0.712279099	0.702645177	0.696410634	0.732819084	0.670497323	0.708078597
SDQJeC1	0.992414955	0.980621455	0.944173099	0.978902531	0.993946005	0.99474052	0.758034454	0.918803956	0.869604825	0.900250622	0.781832118	0.914982965	0.399672789	0.401471143	0.402653746	0.412892205	0.393144614	0.395142394	0.547108763	0.418413452	0.441655373	0.426350478	0.4600065	0.811137607	0.425517813	0.908286283	0.4286819	0.801029812	0.901523892	0.526072978	0.575908639	0.53741279	0.552121592	0.532833967	0.606529694	0.468134134	0.595621062	0.525440914	0.491179415	0.4864647	0.543763	0.470240384	0.480592687	0.501739331	0.471895963	0.692776088	0.482779491	0.441142275	0.435376644	0.433986135	0.438409259	0.440581792	0.4332864	0.43536345	0.43546038	0.439373073	0.441355549	0.436006035	0.434787623	0.425483763	0.456091039	0.433954679	0.427620115	0.457913415	0.456645779	0.46816601	0.466571928	0.427383595	0.483314857	0.483717437	0.471179755	0.995479685	0.975924005	0.993203479	0.982803908	0.992269916	0.992033623	0.82506393	0.607356318	0.730965354	0.830400027	0.844890481	0.587202987	0	0.385016759	0.426869492	0.380335811	0.39124738	0.458680268	0.445925439	0.459061144	0.425652203	0.426962981	0.573840282	0.407933206	0.436584396	0.698979703	0.419694784	0.428258877	0.444968896	0.42031389	0.439217911	0.418358594	0.44353155	0.443309792	0.440906848	0.415490765	0.417866125	0.458658232	0.47504622	0.517475009	0.440534111	0.486181248	0.466602152	0.53944375	0.435359766	0.511330611	0.408274693	0.468593417
SDQJeC2	0.994935077	0.986033847	0.961094402	0.985636575	0.99597731	0.995941381	0.813110326	0.945341319	0.909701411	0.932728477	0.830666641	0.938124824	0.181816892	0.243523329	0.184171771	0.352523073	0.416435553	0.197854325	0.631673957	0.424087405	0.496448182	0.451930685	0.401352347	0.869594785	0.359804041	0.93667161	0.324684783	0.859856214	0.932229953	0.435431277	0.632377888	0.362795173	0.444560367	0.444603661	0.669334942	0.342444114	0.440241636	0.363761898	0.335867066	0.357877124	0.41621169	0.550053534	0.341320503	0.361436277	0.29136263	0.770043266	0.365285223	0.221092521	0.22064321	0.216289465	0.22267456	0.219311777	0.216823653	0.209246782	0.209707414	0.215110202	0.217514982	0.210500312	0.211879538	0.1887553	0.232194295	0.201307611	0.195905375	0.222993179	0.220284922	0.273960019	0.269346434	0.211881398	0.290456734	0.284629901	0.271969702	0.996458323	0.983892311	0.995444201	0.988134045	0.994558954	0.994015743	0.871814308	0.674751436	0.799479284	0.881878072	0.878534717	0.653348445	0.385016759	0	0.47027633	0.281192261	0.270916713	0.318291415	0.524163908	0.511262735	0.477384456	0.464963327	0.661292215	0.417300495	0.35483383	0.781186217	0.204390703	0.213993782	0.352209304	0.205267774	0.21047718	0.232257209	0.232540917	0.21660761	0.211937925	0.233054722	0.202143883	0.231092758	0.288972817	0.357313305	0.208314138	0.322084516	0.269285045	0.37915784	0.198869343	0.331467408	0.239033746	0.245140309
SDQJeC4	0.991487841	0.976010832	0.930880414	0.973766475	0.992466728	0.993615819	0.729576954	0.900117168	0.845712224	0.878810382	0.753352568	0.898207363	0.498299803	0.477595295	0.502785818	0.424177242	0.414844145	0.496288781	0.505944883	0.417248507	0.4261851	0.42138457	0.512988606	0.767724321	0.469551148	0.889756642	0.471485575	0.760134546	0.877782355	0.564395478	0.537476827	0.598905949	0.590658903	0.568254038	0.546788311	0.556682204	0.656146026	0.597878183	0.580723097	0.574590883	0.619857727	0.441291923	0.572073571	0.579956104	0.556317551	0.625656942	0.547593884	0.538371773	0.530081213	0.531853161	0.535593236	0.537324966	0.530918848	0.533556214	0.533860897	0.539130998	0.5409633	0.535432011	0.534030303	0.528771262	0.553226709	0.532936157	0.528360357	0.555193106	0.556318001	0.561514194	0.55888256	0.525003356	0.572053832	0.574911506	0.56258524	0.994075346	0.970672249	0.992322157	0.978143144	0.991707724	0.989447425	0.803254453	0.598161973	0.688694192	0.806946733	0.804094519	0.587748414	0.426869492	0.47027633	0	0.435024979	0.465892527	0.533743635	0.414339338	0.428716686	0.403271071	0.433081481	0.529214333	0.424308605	0.483787803	0.642690421	0.517270552	0.526263369	0.49591986	0.516289075	0.538569105	0.503705415	0.532351808	0.540892872	0.540003914	0.502354347	0.524563272	0.550860242	0.569778413	0.604541977	0.541211061	0.578456395	0.5617835	0.622564639	0.53356574	0.600279407	0.496297611	0.564283691
SDQJeC5	0.994709496	0.983828649	0.956355805	0.983899687	0.995348096	0.995695925	0.804831637	0.940096174	0.904299486	0.929323415	0.816909009	0.936678971	0.273006048	0.261317422	0.279514736	0.335392716	0.39503269	0.255520423	0.615939775	0.437148938	0.499703659	0.435556912	0.422988029	0.851020675	0.323852529	0.927508788	0.319394356	0.840249996	0.921727876	0.452583414	0.609464886	0.399174002	0.473440788	0.460008675	0.641094344	0.314006454	0.441782115	0.361790413	0.308075792	0.344470033	0.396700556	0.527590704	0.320356347	0.368810861	0.371102084	0.742789606	0.397544636	0.3316368	0.325605406	0.322922109	0.328558374	0.33019107	0.323312888	0.32210963	0.323477484	0.329661994	0.332350429	0.324270052	0.322068263	0.314959943	0.337224609	0.322873197	0.318998909	0.335355861	0.339786014	0.375747229	0.366264284	0.322214231	0.388336708	0.383873999	0.371583778	0.996506241	0.979933418	0.994535617	0.986378481	0.994477649	0.993213877	0.860226703	0.628546826	0.775684419	0.871323658	0.875101626	0.613942664	0.380335811	0.281192261	0.435024979	0	0.257217057	0.287358659	0.510341296	0.509487229	0.465806002	0.468362015	0.635046089	0.412987534	0.332018745	0.754911585	0.309854036	0.323404214	0.336818624	0.309299795	0.322796063	0.303373131	0.306996378	0.320455296	0.324089507	0.304866965	0.266918936	0.302315302	0.306157426	0.337883082	0.291818945	0.3182847	0.372729787	0.380370195	0.31122741	0.42499418	0.319768144	0.328255193
SDQJeC7	0.995119573	0.98569218	0.961196426	0.985981659	0.99572048	0.995867215	0.818980822	0.941740324	0.913499559	0.93245454	0.832936377	0.94118227	0.251977975	0.253918399	0.257628964	0.345528456	0.423644324	0.230102747	0.624174433	0.450665006	0.507310532	0.437612818	0.366210436	0.865602776	0.340853978	0.934865331	0.325570387	0.857271427	0.930636444	0.451737765	0.633830057	0.379008738	0.462839769	0.464938455	0.662057	0.289635624	0.429318131	0.328836452	0.285867934	0.315350982	0.387756971	0.556505381	0.294388443	0.304715593	0.334978847	0.768127274	0.333346414	0.302964053	0.298584452	0.293087788	0.299904039	0.302155469	0.293214428	0.295086362	0.2959569	0.302425837	0.304376882	0.296245086	0.294391899	0.28889993	0.299824334	0.293981298	0.290759075	0.29819829	0.305687605	0.342649063	0.331579164	0.293031269	0.356220528	0.347026861	0.337544742	0.996887883	0.982516981	0.995046316	0.98793397	0.994552898	0.994037929	0.869645455	0.645512597	0.794449657	0.88130397	0.881450347	0.623458243	0.39124738	0.270916713	0.465892527	0.257217057	0	0.29083597	0.532668817	0.527076659	0.491006766	0.489483515	0.65760046	0.425813534	0.34826775	0.780819508	0.288306875	0.297409309	0.350051343	0.287675327	0.295218471	0.288885508	0.287663401	0.296684223	0.297600151	0.286800639	0.244956333	0.265523633	0.271196713	0.310922575	0.25487332	0.287205571	0.340398368	0.349255246	0.286565295	0.388973475	0.302085673	0.294189872
SDQJeC9	0.995969364	0.987968813	0.968762258	0.988236938	0.996345178	0.996782617	0.851793422	0.952819493	0.929526398	0.944412153	0.864659161	0.951186962	0.285018942	0.282679748	0.294353032	0.396289862	0.492635563	0.261606961	0.70167449	0.541793209	0.605109766	0.533093318	0.473406524	0.888748217	0.368791435	0.946189119	0.354761285	0.878968777	0.941328694	0.473290684	0.681063882	0.333754327	0.473452861	0.488547185	0.719252817	0.269075921	0.320184988	0.271176839	0.209461806	0.299058389	0.208216572	0.628469926	0.252914007	0.302301944	0.389538574	0.805564577	0.411327691	0.347170159	0.353711176	0.338163962	0.348965414	0.3465118	0.339123317	0.33106747	0.327898456	0.33166448	0.333086404	0.327202376	0.332296472	0.32514747	0.333345059	0.329054541	0.331967704	0.327210802	0.330426685	0.383915128	0.373261258	0.346468758	0.393139837	0.384913185	0.378200312	0.997215134	0.985040792	0.996137364	0.99045161	0.995576909	0.994973096	0.893988861	0.686527724	0.82885042	0.903169766	0.901766922	0.66705812	0.458680268	0.318291415	0.533743635	0.287358659	0.29083597	0	0.61500948	0.612444958	0.577676189	0.575631034	0.717152563	0.508514338	0.368140212	0.815130969	0.342414469	0.347112231	0.362896546	0.342075234	0.325406511	0.319000758	0.306713985	0.322184587	0.325588874	0.320722669	0.260739931	0.269744519	0.200399354	0.22681801	0.274360688	0.251058151	0.381697495	0.272542531	0.314941968	0.425450393	0.372100033	0.312097179
WHYJeC1	0.987527713	0.963459733	0.902848978	0.964534031	0.989277168	0.991127242	0.702722969	0.876991904	0.822700228	0.848280041	0.705023735	0.877030925	0.556780661	0.550119991	0.554807197	0.488837055	0.407044223	0.55316882	0.366917269	0.361508419	0.330324568	0.396573935	0.531790363	0.716819429	0.560219767	0.852612135	0.575367322	0.69721444	0.842782765	0.648132493	0.565961325	0.683674028	0.668300107	0.652596236	0.569607328	0.630490306	0.731993559	0.671172689	0.654675932	0.642949467	0.688031206	0.324043478	0.647099267	0.646429338	0.578950742	0.55989328	0.580519204	0.585590864	0.578797323	0.579887163	0.579822687	0.584491819	0.57830332	0.583139417	0.582382997	0.587253107	0.588974891	0.583439419	0.582458087	0.576170931	0.597221124	0.576082013	0.572336864	0.599857859	0.60101977	0.588091622	0.586755971	0.564119122	0.59892084	0.606108117	0.591762704	0.991931286	0.958620747	0.988702659	0.972551217	0.986112856	0.985273753	0.763294532	0.58953953	0.664236043	0.768286562	0.787101433	0.581783604	0.445925439	0.524163908	0.414339338	0.510341296	0.532668817	0.61500948	0	0.336628244	0.352484789	0.353440595	0.462985586	0.407515605	0.576215089	0.576333015	0.564739818	0.569836579	0.585421329	0.563861864	0.589327084	0.564571743	0.59474775	0.594008363	0.590166302	0.562675866	0.588063488	0.605736719	0.6303181	0.675579982	0.594327458	0.653517944	0.593118189	0.689122224	0.585008669	0.616164027	0.531627268	0.614416794
WHYJeC2	0.989296673	0.970104726	0.915144584	0.96945873	0.990895675	0.990577577	0.7132905	0.906202587	0.836201166	0.872995116	0.728297714	0.88616465	0.539264348	0.543858045	0.536915179	0.498093325	0.41803683	0.540787513	0.422352768	0.363365397	0.347518087	0.406534108	0.54094079	0.751623326	0.566231489	0.879239724	0.572824528	0.745659016	0.871091228	0.652847506	0.582512071	0.680844334	0.669570799	0.651529185	0.586549971	0.629281961	0.729682407	0.665302317	0.65410591	0.640656729	0.692999935	0.370267905	0.643228457	0.642792326	0.558289898	0.616016657	0.57706014	0.562756901	0.556145661	0.562162076	0.557467222	0.56172207	0.560958189	0.564582498	0.564935718	0.567718032	0.569171432	0.565592903	0.563112234	0.550588124	0.573251115	0.551446876	0.546922318	0.577927153	0.576534229	0.560777953	0.563120766	0.539113107	0.574421762	0.581516501	0.56665067	0.992519858	0.967469783	0.989980253	0.974910982	0.988563751	0.986566804	0.794203277	0.613646519	0.710657941	0.796948883	0.812013087	0.615329098	0.459061144	0.511262735	0.428716686	0.509487229	0.527076659	0.612444958	0.336628244	0	0.37471496	0.353238237	0.494750421	0.425135826	0.574953974	0.628494848	0.543870715	0.549815203	0.585050787	0.542529996	0.570704604	0.554509289	0.583442063	0.580159041	0.571933764	0.55375153	0.575068945	0.591580447	0.620777351	0.673850213	0.580311177	0.647086451	0.565051781	0.689035231	0.566854796	0.591420244	0.503879074	0.598613136
WHYJeC3	0.990123124	0.96915253	0.915393932	0.969939101	0.991599921	0.991843028	0.705412493	0.905617435	0.837432996	0.872263389	0.717065361	0.899179351	0.503932156	0.499131627	0.504833098	0.451658478	0.392634139	0.506688737	0.450795703	0.368368914	0.362331894	0.406924678	0.500598535	0.749541923	0.502794271	0.874234343	0.509808536	0.732546939	0.867640995	0.598252947	0.545226271	0.632752412	0.622034463	0.596926622	0.557432629	0.591522646	0.698356108	0.63366878	0.617038838	0.604996982	0.663558731	0.373596876	0.609202289	0.614029411	0.541705931	0.598211005	0.552695563	0.529608184	0.521533775	0.524257166	0.524978622	0.528499833	0.522845376	0.526491767	0.527701929	0.533029077	0.534872721	0.528900008	0.526062272	0.519483905	0.543068054	0.520492627	0.516768769	0.54543281	0.54779195	0.541341188	0.538993549	0.506954876	0.552896241	0.556968525	0.542625288	0.993872574	0.964644243	0.990062518	0.975764713	0.98931586	0.988577264	0.789263384	0.592901875	0.677006577	0.807320454	0.784258175	0.589230423	0.425652203	0.477384456	0.403271071	0.465806002	0.491006766	0.577676189	0.352484789	0.37471496	0	0.364904839	0.493654373	0.3917325	0.5136284	0.608477668	0.505981076	0.517238531	0.524501945	0.504229207	0.533989597	0.508116991	0.539999618	0.537297217	0.535425967	0.505215565	0.531813709	0.556140561	0.588940289	0.63851536	0.54438323	0.609885428	0.544708524	0.655283552	0.529257436	0.579828638	0.478201059	0.566281355
WHYJeC5	0.990121457	0.970914229	0.923447138	0.971370279	0.991850007	0.992584094	0.713998319	0.906119788	0.838539635	0.887030872	0.740428131	0.90221111	0.490137333	0.50358029	0.48788103	0.472734702	0.40272904	0.49646761	0.452200118	0.352569584	0.333253124	0.405780344	0.515107489	0.766987921	0.516097182	0.881016399	0.525059004	0.754370988	0.877344089	0.620792658	0.581673596	0.641503571	0.641050571	0.620770482	0.584771281	0.589077972	0.696508763	0.632279714	0.615709984	0.602158045	0.661211413	0.376508551	0.603289289	0.605212147	0.496826328	0.628715582	0.541956995	0.508132338	0.500929411	0.509737575	0.50296109	0.507150761	0.507844505	0.510445729	0.5116085	0.515343138	0.517214918	0.512675456	0.509562436	0.49284442	0.512057252	0.492002737	0.488412681	0.518069069	0.518665365	0.502733312	0.50296669	0.475282953	0.515558357	0.520226511	0.507831879	0.993564346	0.969482139	0.991218846	0.978360605	0.989525222	0.989020689	0.798399926	0.599313159	0.702663685	0.807902907	0.804914152	0.600899027	0.426962981	0.464963327	0.433081481	0.468362015	0.489483515	0.575631034	0.353440595	0.353238237	0.364904839	0	0.522329555	0.406434323	0.528013622	0.640902735	0.486999786	0.494922672	0.536388334	0.485779227	0.51675585	0.50150974	0.533694547	0.52544674	0.518029287	0.498279751	0.528957739	0.540848829	0.579351193	0.637006108	0.528521225	0.60718794	0.507607088	0.651841766	0.516150442	0.535012094	0.440347265	0.55300294
WHYJeC7	0.984172083	0.956760522	0.894342218	0.956097504	0.986444407	0.989798039	0.69081033	0.870384873	0.802594111	0.840171153	0.735921411	0.865652336	0.680771487	0.669534614	0.683726546	0.61254391	0.548978801	0.676911035	0.513990821	0.544378041	0.507481048	0.538590771	0.654398748	0.693360589	0.657735457	0.835295436	0.668546546	0.681375678	0.834453551	0.733077272	0.598730212	0.760283281	0.745467534	0.73375285	0.609507494	0.731970831	0.803263482	0.764978358	0.750586607	0.741587845	0.776803079	0.483991426	0.742666388	0.744478242	0.710563093	0.559565477	0.698827378	0.706810929	0.701029982	0.700856007	0.703398072	0.705988347	0.699929102	0.70324925	0.703636473	0.706854732	0.708173191	0.704256341	0.703305671	0.70059629	0.717969585	0.702677739	0.69882599	0.71856172	0.719013017	0.717406269	0.715904961	0.692735734	0.725446976	0.726900736	0.719045063	0.990316623	0.955575138	0.985750525	0.968347578	0.981920822	0.980547982	0.78162758	0.643254333	0.643732176	0.735655033	0.763604203	0.642753968	0.573840282	0.661292215	0.529214333	0.635046089	0.65760046	0.717152563	0.462985586	0.494750421	0.493654373	0.522329555	0	0.530532106	0.667799418	0.581191279	0.690663591	0.696326358	0.676178898	0.68986087	0.708073624	0.68800582	0.709276992	0.70950437	0.708644676	0.685406235	0.703576144	0.722769156	0.739498417	0.766506976	0.712444289	0.747746606	0.717654819	0.77645296	0.705987342	0.740526537	0.669309942	0.722820455
WHYJeC8	0.991676635	0.97674712	0.936233891	0.975592263	0.9937567	0.993815922	0.745617352	0.916895636	0.862583358	0.895074913	0.766154104	0.901828095	0.443681844	0.44527469	0.441019953	0.412044424	0.396108047	0.438268308	0.506507216	0.40485199	0.409070793	0.391209359	0.452426129	0.798749882	0.460374753	0.898715017	0.462275094	0.784190288	0.891773113	0.556943188	0.559937915	0.575365781	0.578548996	0.561012755	0.584020214	0.519781133	0.644995017	0.561071944	0.546230922	0.534505603	0.595245127	0.444306405	0.528255832	0.530729776	0.492252188	0.658541384	0.475406146	0.474172536	0.465874966	0.465908425	0.469485807	0.47325277	0.465101774	0.470462401	0.472135926	0.476394701	0.478271188	0.472855445	0.469375993	0.463331227	0.48882679	0.466218263	0.462246929	0.487507104	0.489709758	0.501127506	0.495577832	0.457870554	0.512588109	0.513481881	0.498916693	0.994375552	0.972218545	0.992535179	0.981038076	0.991814168	0.99100164	0.820105057	0.60024136	0.720630098	0.819449981	0.825111959	0.588205426	0.407933206	0.417300495	0.424308605	0.412987534	0.425813534	0.508514338	0.407515605	0.425135826	0.3917325	0.406434323	0.530532106	0	0.475342315	0.675169411	0.451832197	0.461515435	0.487006319	0.451189804	0.475091377	0.455372828	0.480981557	0.478710769	0.476704469	0.450103875	0.464993745	0.493227237	0.516287766	0.569139144	0.474384692	0.537275479	0.499507834	0.58523889	0.468953135	0.541038939	0.431421546	0.494309827
MD70dCoC1	0.994520712	0.984453755	0.956950432	0.982998944	0.995564197	0.995046495	0.814848719	0.946105484	0.908772843	0.934371057	0.840350037	0.946174883	0.348505059	0.314347741	0.349959905	0.402854461	0.45737861	0.341100987	0.658984632	0.507773475	0.553072068	0.494245187	0.479731966	0.849747506	0.122285897	0.92713994	0.161610154	0.839279025	0.919998323	0.444351358	0.609405426	0.288686429	0.463673851	0.444591684	0.647120727	0.398993155	0.41868224	0.413026546	0.360744834	0.417614271	0.449135576	0.584558336	0.3577045	0.432769826	0.419699303	0.746303085	0.463732687	0.393046452	0.391452882	0.392846635	0.397935075	0.391891251	0.392904593	0.383276319	0.383115353	0.38970813	0.391712015	0.384564187	0.385992263	0.372448551	0.40292008	0.388263942	0.381936245	0.395035301	0.396714889	0.430254941	0.426637305	0.390956411	0.437979998	0.437616316	0.430327432	0.996035476	0.980644448	0.994412797	0.985256343	0.994307688	0.992865736	0.86223965	0.654741622	0.774418217	0.88767061	0.878460459	0.631876193	0.436584396	0.35483383	0.483787803	0.332018745	0.34826775	0.368140212	0.576215089	0.574953974	0.5136284	0.528013622	0.667799418	0.475342315	0	0.747481496	0.377213487	0.388516079	0.089245965	0.375895431	0.377696367	0.343392578	0.311777432	0.366876719	0.379472965	0.347617533	0.346570736	0.328554849	0.377191417	0.379106621	0.362465034	0.360496864	0.425483978	0.381666615	0.361717853	0.466516551	0.367758225	0.379477427
MD70dCoC2	0.96533458	0.915361058	0.790794579	0.909295088	0.972598133	0.971504839	0.673950857	0.875251707	0.747863386	0.83681449	0.691850811	0.869399226	0.798392209	0.788341427	0.79740613	0.730745799	0.669462835	0.798882999	0.580703506	0.681729659	0.625776551	0.676525166	0.778618634	0.51673014	0.736985647	0.688864648	0.750727133	0.50958687	0.67292253	0.788804832	0.65729983	0.832690671	0.803814079	0.789144335	0.63394942	0.820748525	0.861547677	0.846063316	0.833147462	0.82821024	0.84524054	0.5761405	0.826656817	0.833237369	0.815207402	0.415347052	0.806539461	0.815963807	0.812437433	0.811842905	0.813607193	0.815362046	0.810828536	0.812277652	0.811774556	0.814393179	0.815351332	0.812429336	0.812487933	0.81071303	0.82329718	0.812229321	0.810464225	0.824664373	0.824848478	0.820130101	0.819566704	0.80732564	0.825140677	0.829464052	0.822033188	0.974333966	0.909264387	0.962567035	0.926099872	0.962073917	0.959513717	0.712890175	0.682679846	0.632054364	0.747993996	0.73806413	0.710519804	0.698979703	0.781186217	0.642690421	0.754911585	0.780819508	0.815130969	0.576333015	0.628494848	0.608477668	0.640902735	0.581191279	0.675169411	0.747481496	0	0.804601233	0.807542471	0.755274624	0.803712233	0.814808465	0.794594941	0.810791449	0.815059142	0.815407342	0.793495574	0.810940964	0.824621619	0.835427609	0.844963118	0.819482192	0.833628629	0.822369645	0.850487653	0.813557996	0.833924549	0.786296027	0.827003264
MD70dCoC3	0.996442655	0.98874321	0.966478962	0.987704394	0.997056781	0.996863392	0.829093195	0.959558667	0.923940452	0.945718074	0.845337495	0.953061728	0.152042733	0.265748449	0.150888658	0.388818152	0.464977897	0.187446817	0.6615042	0.445617309	0.522816377	0.480455727	0.399421613	0.889209338	0.389294482	0.94571786	0.344139157	0.880144933	0.941402476	0.447436664	0.663842578	0.368545013	0.451071984	0.45343108	0.706557969	0.337531316	0.454860516	0.348643673	0.33990175	0.348329563	0.437498832	0.58487472	0.347996041	0.366134155	0.230054317	0.790727025	0.371013151	0.067603564	0.068086781	0.093540882	0.052891196	0.065815329	0.093515266	0.091346133	0.097405449	0.10034087	0.103455523	0.098380764	0.090246717	0.107519646	0.149900883	0.118349209	0.106630179	0.14143766	0.136276538	0.186593125	0.179974358	0.12211653	0.204968684	0.1984913	0.183125449	0.997231109	0.986192199	0.996428974	0.989251312	0.996185145	0.995363385	0.887283315	0.707482911	0.817042904	0.902407117	0.898428186	0.688425871	0.419694784	0.204390703	0.517270552	0.309854036	0.288306875	0.342414469	0.564739818	0.543870715	0.505981076	0.486999786	0.690663591	0.451832197	0.377213487	0.804601233	0	0.065241311	0.373707452	0.02913335	0.10044623	0.194280993	0.185939088	0.123068708	0.102346155	0.182072206	0.161454033	0.203195389	0.273252422	0.35696827	0.155203195	0.312218593	0.181616593	0.382662998	0.130177705	0.253840959	0.173339587	0.190831876
MD70dCoC4	0.996485575	0.988959361	0.966995215	0.98785914	0.997107519	0.996806277	0.830155793	0.960489048	0.925094768	0.947291258	0.847535325	0.953724539	0.164932559	0.276481092	0.16121983	0.398651837	0.472486516	0.197836928	0.666429021	0.451709196	0.529368004	0.48703316	0.400759773	0.891200085	0.3993077	0.946693018	0.358784715	0.882173654	0.942746501	0.457251533	0.672038892	0.374675642	0.459538639	0.461695885	0.713937108	0.339389728	0.454339866	0.347512873	0.33905282	0.34815882	0.435108822	0.590887807	0.350040875	0.36407748	0.22676383	0.793627872	0.370065537	0.064777284	0.069521668	0.079768692	0.056058997	0.063633253	0.077721602	0.08792759	0.086243781	0.083901375	0.085495613	0.085960044	0.084200596	0.117161363	0.151097772	0.118450313	0.109961616	0.143656417	0.134235172	0.180662844	0.175088371	0.127612388	0.198826061	0.196076895	0.177767742	0.997275369	0.98649284	0.996457604	0.989362883	0.996230093	0.995410093	0.890162321	0.712794281	0.820345854	0.903527677	0.900506797	0.692379284	0.428258877	0.213993782	0.526263369	0.323404214	0.297409309	0.347112231	0.569836579	0.549815203	0.517238531	0.494922672	0.696326358	0.461515435	0.388516079	0.807542471	0.065241311	0	0.384707111	0.068056806	0.097349665	0.202181692	0.193340419	0.126991804	0.096615556	0.188796125	0.173869573	0.20639815	0.274073122	0.35489085	0.163022314	0.313474932	0.177308544	0.381669647	0.143908182	0.245937407	0.183477086	0.19544022
MD70dCoC5	0.99423691	0.984574949	0.957514179	0.983782305	0.995317322	0.995036549	0.818166556	0.946603767	0.910983526	0.936035329	0.8452519	0.947581569	0.344741894	0.31197193	0.34682218	0.410632664	0.467189607	0.338893851	0.669419609	0.51956224	0.563582695	0.498155924	0.478332552	0.853734491	0.122698042	0.929057411	0.163508136	0.84313392	0.922785871	0.449096771	0.615563142	0.280883328	0.465080361	0.446979454	0.656546078	0.397122407	0.410716926	0.406763402	0.352897219	0.417615886	0.442456852	0.594828741	0.354814003	0.427973325	0.417950387	0.753957349	0.46314405	0.389649967	0.387882676	0.388315777	0.393942418	0.388210967	0.388622842	0.379440952	0.379520169	0.385449619	0.387665747	0.380859517	0.381975326	0.368656503	0.399134007	0.384101225	0.377862371	0.391065641	0.391744379	0.426735968	0.422871423	0.38718054	0.434551032	0.433469928	0.426014234	0.99596496	0.981327435	0.994536633	0.985685743	0.994305225	0.993212961	0.86497768	0.662151298	0.784960853	0.890827558	0.882482694	0.636971026	0.444968896	0.352209304	0.49591986	0.336818624	0.350051343	0.362896546	0.585421329	0.585050787	0.524501945	0.536388334	0.676178898	0.487006319	0.089245965	0.755274624	0.373707452	0.384707111	0	0.372960074	0.372766278	0.340458233	0.308245123	0.362115373	0.375642974	0.346145016	0.34373429	0.32122412	0.371099569	0.37058075	0.35711695	0.355480125	0.421744141	0.372100736	0.356027586	0.462776831	0.367694899	0.375376757
