KEGG function	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
MD70dIlC7	0.925130962	0.849032218	0.686917413	0.819006802	0.919627608	0.9341114	0.862839548	0.8720381	0.839707993	0.867909104	0.855790339	0.892162322	0.93756733	0.934071406	0.937280507	0.915802456	0.887544268	0.937461178	0.831486799	0.897329714	0.86733608	0.889640067	0.930140665	0.586794867	0.914235259	0.601994928	0.922248163	0.610408372	0	0.937623883	0.871699017	0.949816357	0.940807412	0.937076663	0.860002637	0.944260361	0.956876819	0.953731453	0.947806472	0.946569782	0.951153356	0.844965239	0.944862122	0.94703405	0.943435524	0.707711015	0.939145385	0.945355553	0.944161483	0.944563103	0.944782668	0.945214226	0.944241033	0.944231824	0.944193487	0.945134418	0.945437884	0.944398733	0.944275834	0.943301368	0.947233516	0.943997316	0.943632019	0.947617811	0.947953267	0.946249861	0.945873575	0.942096959	0.947592405	0.94943397	0.947180295	0.938621762	0.826576869	0.925683011	0.867978604	0.904545107	0.90353425	0.829321237	0.871992219	0.835539023	0.83378226	0.839328128	0.886413796	0.901523892	0.932229953	0.877782355	0.921727876	0.930636444	0.941328694	0.842782765	0.871091228	0.867640995	0.877344089	0.834453551	0.891773113	0.919998323	0.67292253	0.941402476	0.942746501	0.922785871	0.941271599	0.944623372	0.937608319	0.943421959	0.944869852	0.944825707	0.937599596	0.942112603	0.946563229	0.950356172	0.951715979	0.945062592	0.949701842	0.947369636	0.953228538	0.943790586	0.950182834	0.935658635	0.948230311
PD70dIlC1	0.996150378	0.9887977	0.966450305	0.987061696	0.997050313	0.996404036	0.8488727	0.960570736	0.925106337	0.945291479	0.866491087	0.959422582	0.43257149	0.437225904	0.431578441	0.462784246	0.57063816	0.434887039	0.718646611	0.584765512	0.621327239	0.580291371	0.522956707	0.882319869	0.446833854	0.941336003	0.377767138	0.874589017	0.937623883	0	0.596543228	0.375112981	0.307826211	0.122396043	0.647679203	0.499477338	0.541005744	0.469563629	0.487724567	0.512754667	0.525708187	0.664647459	0.498496928	0.49807333	0.495417767	0.780382619	0.507454822	0.45787912	0.455721201	0.447587175	0.461788177	0.45687204	0.44782054	0.441334673	0.443722134	0.450173576	0.452324858	0.443919749	0.442915554	0.441339645	0.452939259	0.442141549	0.4459473	0.447933986	0.455222152	0.492907406	0.483885787	0.449297219	0.500656608	0.494159608	0.486126204	0.997175811	0.984532621	0.995858931	0.988430492	0.995614566	0.995024917	0.892928751	0.741332884	0.817319811	0.911146239	0.902433261	0.717362625	0.526072978	0.435431277	0.564395478	0.452583414	0.451737765	0.473290684	0.648132493	0.652847506	0.598252947	0.620792658	0.733077272	0.556943188	0.444351358	0.788804832	0.447436664	0.457251533	0.449096771	0.44652937	0.431972116	0.349300304	0.353589032	0.418072618	0.434995477	0.360555595	0.432705274	0.439984303	0.453068971	0.504317734	0.429504702	0.462014514	0.48949766	0.517813409	0.432063557	0.527663871	0.456783637	0.437780647
PD70dIlC2	0.989709611	0.976106008	0.927640694	0.969423062	0.99102412	0.989614145	0.75354968	0.91294977	0.831777694	0.864732828	0.785805324	0.911566716	0.658002122	0.642649785	0.652878673	0.576785286	0.572009795	0.656029986	0.604501116	0.580243447	0.57925245	0.575300134	0.641537189	0.77912529	0.593738424	0.88525462	0.596127006	0.776112029	0.871699017	0.596543228	0	0.686910327	0.593058327	0.59412823	0.489774102	0.693422287	0.752478928	0.711931957	0.705827614	0.703550452	0.736715368	0.579696405	0.700239693	0.697723877	0.687246659	0.634886511	0.671452342	0.677698834	0.670864572	0.670214217	0.676334219	0.676941344	0.668941829	0.670569791	0.672173585	0.677459539	0.67889565	0.673208937	0.670707199	0.672211615	0.680280455	0.673071063	0.67167136	0.683934084	0.688348852	0.694895612	0.689422139	0.66294889	0.701551336	0.698105899	0.693213219	0.993728932	0.96775032	0.989034344	0.977958841	0.986890579	0.984980349	0.802169279	0.659715631	0.720004587	0.824190405	0.807486259	0.65504777	0.575908639	0.632377888	0.537476827	0.609464886	0.633830057	0.681063882	0.565961325	0.582512071	0.545226271	0.581673596	0.598730212	0.559937915	0.609405426	0.65729983	0.663842578	0.672038892	0.615563142	0.662371564	0.673958268	0.629528893	0.665181196	0.673632694	0.675030813	0.628610713	0.669179088	0.685470513	0.700647416	0.724274267	0.67453035	0.699451334	0.694652653	0.735088375	0.674438065	0.71856922	0.643023975	0.691729656
PD70dIlC3	0.996868804	0.990425458	0.973205279	0.989647618	0.997503936	0.997246073	0.872415808	0.964838161	0.939664398	0.956615478	0.890795959	0.964409362	0.334755582	0.33808549	0.336163035	0.460982868	0.572225878	0.325154288	0.757595887	0.602966337	0.661291569	0.602177239	0.505699758	0.904508883	0.313499448	0.953350747	0.258453064	0.898509898	0.949816357	0.375112981	0.686910327	0	0.360236828	0.376740321	0.730266674	0.397970474	0.324562453	0.307665317	0.321197111	0.408245615	0.351099979	0.695259058	0.348819372	0.375548959	0.408249165	0.826125479	0.453678565	0.367790465	0.375639152	0.364146	0.377482621	0.367397189	0.365752089	0.348705755	0.346645859	0.35276554	0.353866747	0.346376869	0.353046784	0.344551051	0.349795098	0.34969993	0.355429503	0.335634771	0.341489638	0.405660155	0.396690461	0.369965527	0.408710489	0.397823212	0.399150054	0.997602341	0.988259299	0.996723528	0.991129226	0.99661156	0.99577388	0.906862598	0.746518106	0.845955868	0.92451876	0.917410542	0.717219198	0.53741279	0.362795173	0.598905949	0.399174002	0.379008738	0.333754327	0.683674028	0.680844334	0.632752412	0.641503571	0.760283281	0.575365781	0.288686429	0.832690671	0.368545013	0.374675642	0.280883328	0.368927857	0.330181077	0.289668774	0.220887061	0.309338589	0.332754168	0.297934292	0.316574381	0.270126689	0.271454474	0.313447395	0.295849387	0.299855286	0.398860167	0.306123579	0.321853258	0.431337184	0.393529396	0.293696115
PD70dIlC4	0.995915964	0.988663301	0.969145127	0.988294427	0.996791695	0.996611585	0.856089126	0.962720457	0.930339452	0.947690059	0.86976085	0.958459924	0.435255221	0.457219047	0.436806826	0.490798301	0.589927779	0.436845205	0.73028846	0.604330932	0.637969074	0.608513869	0.51715126	0.894101366	0.467171087	0.944550066	0.414887355	0.885546367	0.940807412	0.307826211	0.593058327	0.360236828	0	0.313049479	0.655245226	0.501693596	0.522286685	0.458534443	0.48544971	0.509544138	0.502380106	0.687641802	0.492521802	0.474129356	0.500498267	0.792804452	0.488287156	0.456564866	0.45524391	0.442270625	0.460975454	0.456033524	0.443641291	0.433448826	0.435176511	0.44127639	0.442848419	0.435052996	0.436035547	0.443252099	0.442469812	0.439716218	0.447787604	0.438803696	0.448472109	0.490353273	0.478615724	0.447516871	0.495638778	0.483366027	0.482381888	0.997024102	0.986243616	0.996100903	0.990338655	0.995601178	0.994590788	0.89864651	0.748856729	0.830369842	0.914794033	0.904965372	0.723927892	0.552121592	0.444560367	0.590658903	0.473440788	0.462839769	0.473452861	0.668300107	0.669570799	0.622034463	0.641050571	0.745467534	0.578548996	0.463673851	0.803814079	0.451071984	0.459538639	0.465080361	0.450337402	0.425398884	0.352839312	0.365338384	0.407799251	0.427879115	0.355507207	0.439026299	0.436373229	0.434754416	0.495220002	0.421121405	0.460725739	0.488842807	0.501455329	0.433122766	0.518746049	0.476557591	0.425751388
PD70dIlC5	0.995552562	0.987293741	0.966628148	0.986519687	0.996287306	0.996059743	0.844543685	0.960911746	0.924358724	0.944225097	0.868733443	0.95782997	0.441940949	0.449187912	0.441084271	0.467716403	0.571539322	0.449202078	0.721314561	0.591447891	0.626856988	0.584029586	0.534300889	0.883532733	0.439726707	0.941195981	0.371282857	0.878150781	0.937076663	0.122396043	0.59412823	0.376740321	0.313049479	0	0.646835512	0.513052516	0.553295735	0.479431101	0.502871541	0.52570004	0.542857915	0.671755482	0.509550736	0.511096039	0.503362178	0.778346861	0.523367261	0.462372022	0.458464476	0.454348812	0.467454583	0.461090647	0.455006257	0.449739666	0.452287892	0.457907315	0.45986864	0.45375847	0.451148469	0.449622085	0.46226508	0.451437262	0.454380376	0.456919761	0.463770203	0.498742366	0.49026912	0.454492239	0.505829182	0.500747808	0.49290835	0.996898208	0.984600397	0.995706892	0.988806482	0.9949813	0.994444468	0.894956667	0.741885245	0.817569697	0.908818074	0.905107383	0.718353049	0.532833967	0.444603661	0.568254038	0.460008675	0.464938455	0.488547185	0.652596236	0.651529185	0.596926622	0.620770482	0.73375285	0.561012755	0.444591684	0.789144335	0.45343108	0.461695885	0.446979454	0.451977425	0.440297455	0.354473382	0.35855687	0.426165956	0.444054999	0.365942208	0.444283298	0.451420356	0.46657661	0.519547012	0.440489817	0.475355785	0.493291949	0.528776242	0.440307783	0.531319708	0.458648875	0.448811163
PD70dIlC6	0.991098327	0.971868933	0.925605639	0.971311622	0.988540401	0.992651059	0.735690308	0.876960027	0.825827239	0.867695883	0.762925919	0.876540837	0.696339822	0.673012136	0.696853635	0.613685331	0.587749236	0.694234807	0.600609666	0.606397744	0.574603221	0.598574927	0.676701561	0.750170067	0.633682373	0.869382366	0.640084829	0.749345834	0.860002637	0.647679203	0.489774102	0.730266674	0.655245226	0.646835512	0	0.728848744	0.789914823	0.753702811	0.745364907	0.738330846	0.773282355	0.579579584	0.73701841	0.740528	0.725221188	0.615515947	0.707349123	0.721082225	0.713227527	0.713338678	0.719006819	0.720101061	0.712796713	0.714912985	0.717133839	0.721565735	0.72292425	0.717925029	0.715439525	0.714416776	0.726160371	0.717492881	0.714431598	0.728079073	0.731937439	0.734260373	0.730378967	0.707949549	0.740364136	0.740577445	0.733751666	0.995742553	0.968632335	0.99174732	0.976288868	0.990238468	0.986748625	0.770505093	0.656284884	0.691743726	0.805047226	0.796979396	0.650659104	0.606529694	0.669334942	0.546788311	0.641094344	0.662057	0.719252817	0.569607328	0.586549971	0.557432629	0.584771281	0.609507494	0.584020214	0.647120727	0.63394942	0.706557969	0.713937108	0.656546078	0.705080657	0.71761025	0.670688779	0.711123786	0.715438755	0.718921761	0.675756253	0.711246954	0.72675871	0.743330595	0.761408534	0.719888707	0.741188544	0.735140388	0.768242021	0.715270441	0.757190066	0.68629316	0.734526353
SDQILC1	0.996800055	0.989536081	0.970356837	0.988752117	0.997359212	0.997069087	0.85119048	0.959384606	0.931495827	0.952013813	0.867125768	0.956882388	0.294795506	0.328057887	0.298897141	0.43339551	0.513424836	0.271302886	0.717013139	0.549998602	0.615604224	0.540846724	0.47006103	0.89350004	0.392246187	0.948220042	0.391772409	0.884736365	0.944260361	0.499477338	0.693422287	0.397970474	0.501693596	0.513052516	0.728848744	0	0.429455351	0.304193401	0.172080354	0.078013026	0.319881694	0.644257538	0.194113865	0.296450293	0.386897151	0.811061909	0.391069824	0.341134314	0.338472727	0.325937051	0.338951093	0.340945504	0.327100406	0.330328908	0.327860126	0.330249449	0.33251163	0.32737693	0.328104799	0.32968722	0.333377075	0.33049001	0.330616357	0.332071997	0.337320711	0.381660216	0.37125621	0.343221352	0.394688724	0.383381777	0.377691709	0.997536776	0.985704793	0.996578345	0.990621076	0.996490488	0.995416415	0.896420696	0.66534952	0.836889722	0.910902221	0.902993896	0.648132227	0.468134134	0.342444114	0.556682204	0.314006454	0.289635624	0.269075921	0.630490306	0.629281961	0.591522646	0.589077972	0.731970831	0.519781133	0.398993155	0.820748525	0.337531316	0.339389728	0.397122407	0.3366736	0.330474159	0.337376009	0.326655205	0.332709821	0.330570897	0.335006537	0.240622847	0.297355628	0.254589177	0.200610065	0.275408716	0.1261099	0.381099551	0.294552958	0.324817746	0.423433669	0.372736836	0.319962389
SDQILC2	0.997537461	0.992059498	0.977694518	0.991310896	0.998018192	0.997747848	0.895375587	0.969869785	0.950481873	0.964537178	0.909796946	0.970946078	0.408235882	0.366900548	0.416601477	0.533150877	0.625328571	0.394928849	0.799949966	0.666586819	0.718043061	0.659529775	0.569153429	0.915395104	0.433171373	0.960244315	0.413104613	0.909705392	0.956876819	0.541005744	0.752478928	0.324562453	0.522286685	0.553295735	0.789914823	0.429455351	0	0.373966521	0.27653244	0.443900662	0.292436609	0.745085709	0.33736406	0.401030419	0.464964398	0.850905694	0.509535554	0.448756303	0.462339082	0.446139062	0.456227026	0.448617607	0.447410374	0.431577468	0.427763013	0.431194748	0.431301694	0.426708867	0.435084335	0.424148647	0.422837527	0.430448604	0.435221086	0.412982036	0.414968194	0.4651234	0.460820487	0.451586951	0.466179395	0.459450115	0.463437418	0.998069357	0.990042401	0.997383741	0.992682681	0.997232171	0.996504529	0.922175812	0.785018872	0.876704742	0.936311999	0.933489427	0.762778826	0.595621062	0.440241636	0.656146026	0.441782115	0.429318131	0.320184988	0.731993559	0.729682407	0.698356108	0.696508763	0.803263482	0.644995017	0.41868224	0.861547677	0.454860516	0.454339866	0.410716926	0.455260076	0.415997079	0.423381755	0.381197452	0.405175929	0.416217987	0.425509101	0.39195883	0.318678233	0.319073319	0.252414728	0.383113302	0.36152987	0.461202083	0.261610519	0.408006468	0.479353147	0.474542798	0.384043078
SDQILC4	0.997400526	0.991484094	0.975599543	0.990782319	0.997856361	0.997669659	0.874051017	0.966275207	0.943031025	0.958237375	0.885563908	0.963482263	0.318354996	0.344332761	0.318868825	0.416717804	0.570681355	0.297412255	0.75083007	0.585559766	0.650714029	0.58143697	0.476410202	0.911792852	0.417667296	0.956812782	0.372604658	0.904724959	0.953731453	0.469563629	0.711931957	0.307665317	0.458534443	0.479431101	0.753702811	0.304193401	0.373966521	0	0.258147023	0.322823983	0.30471352	0.688493093	0.293392276	0.302288129	0.387538727	0.834604046	0.408894827	0.340602771	0.339838971	0.328792692	0.345710029	0.340272917	0.330849896	0.331479453	0.331888648	0.332549011	0.333880253	0.330768434	0.3304599	0.337330992	0.321370902	0.33571281	0.341646862	0.315443552	0.326281696	0.387383877	0.370599898	0.353428477	0.393413856	0.37806729	0.374523129	0.997927834	0.988351595	0.997063138	0.991939478	0.997092974	0.996169539	0.913023211	0.736312094	0.859408587	0.926704618	0.918893533	0.712131177	0.525440914	0.363761898	0.597878183	0.361790413	0.328836452	0.271176839	0.671172689	0.665302317	0.63366878	0.632279714	0.764978358	0.561071944	0.413026546	0.846063316	0.348643673	0.347512873	0.406763402	0.348014334	0.322568904	0.324811139	0.287997741	0.314519658	0.324380679	0.32446083	0.277080836	0.272589417	0.180767221	0.264452697	0.264210152	0.249972739	0.38203615	0.304057883	0.32218446	0.419936696	0.381736103	0.280560521
SDQILC5	0.997005405	0.990217053	0.972766113	0.989534143	0.997629828	0.997292915	0.862171892	0.961545404	0.937939297	0.954947594	0.877369413	0.959707881	0.28577637	0.282696179	0.29150482	0.433507739	0.530594733	0.259792532	0.74054803	0.577106825	0.642509168	0.569138361	0.48423596	0.900129112	0.362558221	0.951661094	0.353801105	0.891818801	0.947806472	0.487724567	0.705827614	0.321197111	0.48544971	0.502871541	0.745364907	0.172080354	0.27653244	0.258147023	0	0.196664831	0.236495735	0.671068739	0.153560758	0.278249359	0.378819642	0.825154923	0.405637116	0.338264709	0.344010801	0.328079236	0.340805532	0.338051494	0.329579842	0.324919816	0.32064874	0.324269218	0.325647057	0.319542743	0.325226081	0.317823163	0.32026606	0.321685687	0.324796074	0.313460819	0.316628508	0.37364331	0.364497393	0.342647704	0.383684214	0.374200701	0.369867037	0.997717507	0.986770946	0.996782086	0.991493353	0.996720999	0.995794596	0.901625518	0.68601042	0.846188234	0.917939217	0.911032155	0.665809715	0.491179415	0.335867066	0.580723097	0.308075792	0.285867934	0.209461806	0.654675932	0.65410591	0.617038838	0.615709984	0.750586607	0.546230922	0.360744834	0.833147462	0.33990175	0.33905282	0.352897219	0.340162484	0.31538616	0.326394538	0.294571504	0.311549308	0.315763598	0.324746472	0.23219321	0.222485729	0.198568061	0.053641861	0.252298456	0.127881956	0.370709457	0.173307143	0.302848261	0.410505463	0.373097581	0.289401427
SDQILC8	0.996764253	0.989915107	0.971894904	0.989290941	0.997429891	0.997198765	0.857186582	0.961750161	0.934108126	0.953772787	0.871957545	0.958050969	0.309368186	0.351878269	0.309602114	0.455450601	0.533341718	0.290563276	0.725112028	0.562948762	0.626440406	0.554976485	0.481006068	0.898140035	0.412453294	0.950688495	0.411255105	0.889892788	0.946569782	0.512754667	0.703550452	0.408245615	0.509544138	0.52570004	0.738330846	0.078013026	0.443900662	0.322823983	0.196664831	0	0.34650103	0.657051442	0.208341882	0.316175978	0.395180308	0.820264737	0.402589145	0.349980249	0.347761632	0.334496638	0.349026449	0.34967159	0.336150058	0.339591144	0.336690364	0.338929604	0.340819718	0.336062297	0.338369138	0.33850002	0.341268011	0.338724121	0.339707404	0.338934714	0.343592005	0.3886002	0.377956491	0.353722323	0.40053861	0.388924854	0.384689507	0.99758566	0.986557889	0.996697273	0.991087034	0.996455983	0.995646507	0.900813166	0.675247998	0.84285022	0.914481994	0.906316068	0.656208903	0.4864647	0.357877124	0.574590883	0.344470033	0.315350982	0.299058389	0.642949467	0.640656729	0.604996982	0.602158045	0.741587845	0.534505603	0.417614271	0.82821024	0.348329563	0.34815882	0.417615886	0.347680789	0.340047891	0.351299915	0.338740391	0.340600321	0.340526938	0.347683777	0.255732021	0.31154712	0.276583957	0.219072721	0.285927247	0.130352579	0.387757618	0.307072372	0.331721321	0.428692244	0.383359139	0.32466362
SDQILC9	0.997108635	0.990818633	0.974396039	0.990197313	0.997692555	0.997425	0.87811981	0.964895687	0.9439442	0.958853932	0.892494993	0.963571108	0.379446107	0.387946239	0.387084382	0.485555452	0.587092643	0.347572012	0.765754892	0.628654179	0.6829917	0.617148959	0.542523461	0.907220154	0.453480549	0.954920566	0.438530298	0.900403518	0.951153356	0.525708187	0.736715368	0.351099979	0.502380106	0.542857915	0.773282355	0.319881694	0.292436609	0.30471352	0.236495735	0.34650103	0	0.702425288	0.293498369	0.313993973	0.463998785	0.836300339	0.46399074	0.434422106	0.444687264	0.424331986	0.437444821	0.43443083	0.424866067	0.415997377	0.410001154	0.412452661	0.413014509	0.408264432	0.417795153	0.414382115	0.409932282	0.412988614	0.420444303	0.403620092	0.40641221	0.456085142	0.447807786	0.436213665	0.460925947	0.454319891	0.453193177	0.997839116	0.987454238	0.996936237	0.991954821	0.996875422	0.996084462	0.911643946	0.727776436	0.864616519	0.92609721	0.920279549	0.707463083	0.543763	0.41621169	0.619857727	0.396700556	0.387756971	0.208216572	0.688031206	0.692999935	0.663558731	0.661211413	0.776803079	0.595245127	0.449135576	0.84524054	0.437498832	0.435108822	0.442456852	0.437669578	0.406203534	0.403832669	0.3778805	0.401239134	0.405837736	0.403030596	0.342676361	0.346055845	0.217797139	0.238070833	0.348488535	0.294102905	0.456644219	0.274894737	0.40326428	0.480977872	0.469684771	0.381193707
WHYILC1	0.987421542	0.964296665	0.901354036	0.962483765	0.989042735	0.990599833	0.683900753	0.882618589	0.809783935	0.85618342	0.700252188	0.873394419	0.578875816	0.570931336	0.576195987	0.518896826	0.424640482	0.575197921	0.41499937	0.407439921	0.356416763	0.428103718	0.563090844	0.712426273	0.572725872	0.856798384	0.585439908	0.702536276	0.844965239	0.664647459	0.579696405	0.695259058	0.687641802	0.671755482	0.579579584	0.644257538	0.745085709	0.688493093	0.671068739	0.657051442	0.702425288	0	0.659254174	0.663246272	0.598601746	0.569115747	0.604770471	0.604647346	0.599341498	0.603304884	0.600145964	0.603773525	0.601486826	0.603976554	0.604568377	0.608437936	0.609979291	0.605615046	0.60377719	0.594601399	0.615043193	0.595386555	0.592137336	0.618516862	0.619008005	0.604534603	0.605672142	0.582612541	0.615647854	0.623120189	0.610255516	0.991408196	0.958254963	0.987410183	0.9728062	0.985729698	0.984451356	0.777982718	0.590159294	0.642759804	0.763779158	0.769920318	0.594470494	0.470240384	0.550053534	0.441291923	0.527590704	0.556505381	0.628469926	0.324043478	0.370267905	0.373596876	0.376508551	0.483991426	0.444306405	0.584558336	0.5761405	0.58487472	0.590887807	0.594828741	0.583555878	0.610375662	0.586844233	0.612844329	0.615562376	0.610775341	0.579917871	0.606718378	0.626350401	0.649193599	0.691236694	0.616140536	0.667744854	0.609012494	0.703060729	0.606081614	0.630657961	0.549972162	0.635682605
WHYILC3	0.996708958	0.989850418	0.971499814	0.989048802	0.997452877	0.997126096	0.859233195	0.959970298	0.935333325	0.952489632	0.873855106	0.957497636	0.296919546	0.304286142	0.297326692	0.439866362	0.523651442	0.27263167	0.732583274	0.566948809	0.631224526	0.555449317	0.478493875	0.895449922	0.357357225	0.949806602	0.355843294	0.887744582	0.944862122	0.498496928	0.700239693	0.348819372	0.492521802	0.509550736	0.73701841	0.194113865	0.33736406	0.293392276	0.153560758	0.208341882	0.293498369	0.659254174	0	0.267905696	0.382306619	0.82026612	0.392434879	0.351344148	0.355923453	0.343591125	0.351495466	0.351296982	0.344253524	0.337716171	0.334673414	0.338041014	0.339184833	0.333895757	0.338533443	0.326941767	0.333679407	0.332251362	0.335070723	0.327382719	0.331110433	0.379697706	0.371305421	0.349014013	0.388518401	0.3809587	0.378474309	0.997657903	0.985956311	0.996663828	0.991206787	0.996595878	0.99547123	0.898465223	0.663854541	0.837275971	0.913233359	0.907937799	0.647744754	0.480592687	0.341320503	0.572073571	0.320356347	0.294388443	0.252914007	0.647099267	0.643228457	0.609202289	0.603289289	0.742666388	0.528255832	0.3577045	0.826656817	0.347996041	0.350040875	0.354814003	0.347877876	0.331011864	0.337391377	0.313166087	0.328406993	0.330974879	0.337907747	0.256429392	0.268328133	0.239599265	0.17303514	0.269659202	0.176195724	0.376553018	0.202616346	0.314722963	0.414447335	0.369469952	0.307885612
WHYILC4	0.996642646	0.989679473	0.971634199	0.989565524	0.997177343	0.997150844	0.862652561	0.960626427	0.936678004	0.953435034	0.880110263	0.959772213	0.330921049	0.351342414	0.333394634	0.445563927	0.54801067	0.293521901	0.723857875	0.564429905	0.616451687	0.537084229	0.352299791	0.900428842	0.433051811	0.951312927	0.41481444	0.892417981	0.94703405	0.49807333	0.697723877	0.375548959	0.474129356	0.511096039	0.740528	0.296450293	0.401030419	0.302288129	0.278249359	0.316175978	0.313993973	0.663246272	0.267905696	0	0.369519868	0.819875076	0.269776904	0.364850391	0.368243352	0.352502899	0.361258822	0.365194892	0.35300062	0.350741342	0.347013175	0.349608519	0.349738951	0.345432632	0.348279886	0.353485251	0.332067895	0.346534228	0.353299549	0.332566157	0.343444928	0.377741241	0.366219816	0.355476338	0.384466262	0.373578252	0.372645424	0.997522014	0.986661294	0.99667894	0.991470524	0.996505883	0.995456667	0.905027753	0.701401916	0.84656426	0.916776654	0.911257037	0.681207314	0.501739331	0.361436277	0.579956104	0.368810861	0.304715593	0.302301944	0.646429338	0.642792326	0.614029411	0.605212147	0.744478242	0.530729776	0.432769826	0.833237369	0.366134155	0.36407748	0.427973325	0.365226988	0.344500247	0.352504092	0.342336531	0.346946737	0.344454958	0.343270731	0.308408926	0.302226966	0.240454403	0.286525833	0.287372918	0.28291672	0.377372997	0.308544387	0.349995521	0.403932103	0.386697896	0.324087487
WHYILC5	0.995933347	0.988212587	0.967795151	0.988174493	0.996443887	0.996605618	0.84049667	0.958902597	0.929060576	0.948017026	0.85826558	0.955810644	0.262489024	0.325863907	0.258925172	0.445065893	0.491601158	0.274392167	0.670216044	0.457934424	0.527869885	0.495125052	0.401689678	0.890433581	0.43122318	0.946946863	0.397978945	0.880882571	0.943435524	0.495417767	0.687246659	0.408249165	0.500498267	0.503362178	0.725221188	0.386897151	0.464964398	0.387538727	0.378819642	0.395180308	0.463998785	0.598601746	0.382306619	0.369519868	0	0.801801588	0.373596626	0.22009417	0.230861861	0.255265527	0.218600361	0.221369786	0.254171057	0.243429895	0.244814229	0.239192018	0.238513103	0.244103044	0.237215288	0.2108987	0.165313713	0.190357298	0.196328287	0.182512611	0.184542665	0.117934301	0.12205681	0.165169115	0.116625998	0.118572909	0.12465704	0.997108227	0.986576363	0.996215801	0.989713395	0.995704081	0.994887034	0.894801979	0.721692358	0.831276052	0.905115752	0.904323441	0.705404253	0.471895963	0.29136263	0.556317551	0.371102084	0.334978847	0.389538574	0.578950742	0.558289898	0.541705931	0.496826328	0.710563093	0.492252188	0.419699303	0.815207402	0.230054317	0.22676383	0.417950387	0.2288592	0.239406586	0.297629545	0.289345095	0.257194116	0.237523244	0.287702882	0.277376778	0.256967226	0.31740655	0.384670143	0.244479499	0.363534525	0.116367343	0.403526255	0.249169689	0.127813811	0.156123823	0.261530333
WHYILC6	0.977514671	0.933377055	0.808490349	0.919736157	0.980503498	0.981074049	0.699445983	0.870803518	0.778293518	0.825372177	0.704534224	0.872717268	0.786254418	0.773136983	0.78553962	0.710805353	0.660399239	0.786519253	0.559675393	0.66943054	0.607635609	0.649780916	0.75624591	0.518652366	0.738811842	0.715893179	0.746050403	0.527094117	0.707711015	0.780382619	0.634886511	0.826125479	0.792804452	0.778346861	0.615515947	0.811061909	0.850905694	0.834604046	0.825154923	0.820264737	0.836300339	0.569115747	0.82026612	0.819875076	0.801801588	0	0.79222145	0.802687812	0.797940401	0.79870039	0.801018372	0.802117724	0.797691851	0.797763759	0.798705616	0.801071874	0.802060514	0.799340873	0.798515816	0.798217765	0.808892858	0.798705233	0.797204428	0.811162671	0.812054649	0.807398005	0.806013371	0.793981377	0.814171247	0.816593156	0.808616001	0.984102274	0.91560075	0.979161366	0.942122897	0.974793442	0.967436576	0.74966563	0.684427028	0.655192579	0.740251349	0.747389753	0.713399124	0.692776088	0.770043266	0.625656942	0.742789606	0.768127274	0.805564577	0.55989328	0.616016657	0.598211005	0.628715582	0.559565477	0.658541384	0.746303085	0.415347052	0.790727025	0.793627872	0.753957349	0.789940708	0.798716678	0.782310033	0.79787651	0.799876093	0.799297606	0.782332656	0.798758468	0.812315319	0.819685815	0.836607875	0.807034631	0.825939781	0.810068062	0.843407057	0.800431197	0.820721102	0.767861022	0.812879736
