name	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70d_CeC1	MD70d_CeC2	MD70d_CeC3	MD70d_CeC4	MD70d_CeC5	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70d_CeC1	PD70d_CeC2	PD70d_CeC3	PD70d_CeC4	PD70d_CeC5	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
4.1 Transport and catabolism	2639.618279	2482.686411	2849.527755	2815.544686	2962.155679	2331.428757	2465.960769	3515.433161	2604.988442	2787.357472	3538.427579	3046.101213	3405.072553	1974.27569	2186.54858	2974.606385	3239.355911	2035.151353	2628.361486	2367.850859	2354.854242	2103.717599	3326.283348	3492.038902	2786.270979	2554.666031	2803.323894	2198.733569	2222.837155	2424.309387	2365.293133	2219.877134	2166.143493	2749.903469	2374.879581	2417.16203	2174.190324	2103.733564	1976.635311	2807.200635	2654.808581	2747.383578	2395.149685	2136.495575	2138.103296	1953.32177	2663.565594	2598.013211	2439.319805	2592.074761	2485.655551	2663.612358	2495.010043	2724.162824	2556.373471	2611.724981	2450.124166	2726.075346	2454.135262	2482.958208	2561.401657	2222.438254	2432.199733	2248.788894	2168.492351	2115.144243	2244.468433	1896.414107	2035.877963	1746.252831	2029.312402	2094.456429	1718.883134	2138.487487	1786.354634	2077.994496	2265.153201	1961.130439	2296.97102	2291.059112	2523.430717	2152.429413	2369.513894	2502.79893	2371.429384	4530.758289	3002.121779	4282.331269	2238.002637	3422.839209	3592.575224	2238.545596	2181.9966	1992.464875	2393.215543	2497.177797	2041.212271	2613.252994	2277.545795	2284.921238	2341.356932	2406.630384	2398.084689	2780.731734	3003.909639	3131.828289	2701.467087	2554.397587	2350.1328	2135.350996	2370.748653	2486.050126	2233.440154	2819.6228	2338.466382	3169.404476	2549.565218	2281.409299	2172.312015	2188.852999	2349.616759	2883.409644	3032.643757	3024.426761	3350.198226	2542.991116	2718.128828	3345.92657	2940.715499	872.418894	4298.758558	1137.126339	3087.171093	951.085723	3900.98752	3860.150822	3241.247715	2193.432648	1452.922301	2376.554879	2971.030595	3407.56113	2852.451105	3893.780982	3106.014523	3450.857435	3585.785433	2286.332651	2811.195581	2836.880431	2742.076147	3631.261356	3072.661111	2426.740299	2808.000304	3244.3444	2843.395323	2703.945694	3150.085489	2337.591116	1687.121732	3174.850688	3615.709713	3166.499715	3391.981753	3217.906566	2881.700227	3389.444637	4254.124413	3990.264956	3383.152542	3438.564202	2841.95267	3726.716	2399.860316	3310.51952	3473.609783	3214.399889	2936.264055	2408.487261	3485.489231	3248.835719	2845.619961	3540.635835	2558.649302	3053.520986	2585.198042	2652.2245	3351.305842	2954.478693	3961.809473	2807.054058	4076.510396	3657.641502	2986.989254	2964.424429	4609.647541	3076.815128	4960.439266	4586.315759	4290.580246	4158.151318	4314.681133	3580.555471	4052.297536
4.2 Cell growth and death	6242.311944	6629.103992	6664.848681	6344.907815	6484.317498	6596.85452	6567.738124	6775.953907	6856.956351	6846.02499	6741.269383	6319.112239	6526.969994	6705.834524	6733.45451	6328.179463	6462.667266	6373.488931	6580.832356	6757.631337	6473.693964	6872.779681	6177.150314	5900.049816	6427.886092	6489.864667	6470.169478	6630.365184	6625.25488	6654.92415	6667.161043	6664.172903	6679.689874	6791.884689	6738.524861	6388.239039	6329.217924	6843.963742	6922.65752	6667.908239	6761.40004	6756.333641	6725.778262	6819.362863	6368.437798	6998.266243	6737.337493	7010.538176	7095.423668	7060.926971	7234.758918	7091.825865	7199.809087	7124.88876	7261.584138	7095.293631	7075.631952	7047.716451	7241.837748	7185.366932	7164.888786	6506.361945	6449.453044	6487.939188	6554.142021	6699.259904	6627.791207	6875.585919	6631.942492	6868.927487	6636.850653	6531.712736	6484.206747	6450.281565	6762.697623	6602.039585	6613.635036	6854.047852	6409.024813	6829.548714	6668.980816	6697.133446	6762.420611	6773.41299	6794.647938	6754.563961	6703.112191	5999.138334	5947.293772	6289.645401	6372.88727	6338.433307	6531.131081	6457.187646	6495.745843	6335.602343	6399.638851	6387.69269	6351.826207	6376.74163	6531.961547	6621.213816	6400.547844	6160.069612	6273.585877	6383.690969	6370.489338	6112.937308	6303.712034	6340.589763	6381.687951	6296.738525	6612.828041	6632.868366	6398.703489	6357.609883	6541.783114	6451.599044	6235.07296	6076.12451	6383.354743	7293.01462	6706.891382	7134.951553	6835.547025	6879.890508	6778.722601	6304.841095	3724.670107	7327.202021	6285.741008	2916.111635	6898.434466	2651.342722	6588.259	5765.236022	5065.475791	6718.479636	6691.791793	6089.638594	6867.470833	6559.637618	6368.976736	6256.763516	6373.025976	6415.404708	6410.115898	6287.689511	6292.246315	7099.446405	6501.139772	6898.16243	6883.386581	6677.383112	6625.74063	6905.962069	6726.946449	6675.720966	6492.666127	7115.550015	7251.547374	6946.618532	6913.071317	6960.35034	6878.377259	6511.112564	7322.284742	6603.970367	6502.459899	6833.406069	6577.825432	6562.084456	6702.287896	6573.395086	6861.156795	6946.56342	6772.173334	6651.158671	6772.169991	6951.854652	6939.308485	6798.167385	6920.15408	6913.625107	6862.77016	6949.508596	6921.002655	6825.48073	6774.747355	6813.319071	6547.328753	6767.458343	6557.087048	6551.85164	6342.122204	6718.729986	6459.275243	7037.928977	6629.995201	6817.574602	6517.277496	6648.095173	6600.396704	6747.647161	6547.993853
4.3 Cellular community - eukaryotes	17.681074	11.067733	12.008778	5.008342	1.818825	12.229032	16.79941	2.465492	14.948894	9.839508	0	1.621242	0.265192	4.736757	5.420097	3.670747	2.870783	1.824467	1.899603	2.016113	4.373858	3.658057	3.462786	0.497573	5.212472	0.941627	0.579834	11.495154	26.249725	26.566734	11.442891	23.264477	17.434447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.862676	9.27443	7.89745	2.691189	3.059295	5.408153	0.258196	0.579093	0.33105	0.673538	0.955911	1.684941	0.161437	0.748439	0.171906	0.980946	0.728696	1.107386	7.808865	17.748763	9.070697	1.681162	17.758295	7.458024	0	3.074949	0.286832	0	0	3.823241	7.54382	4.113213	4.298507	0.931057	0	8.029824	1.188934	4.076796	0.133975	4.128386	4.741175	4.355904	1.323192	0.407124	0.482827	0.294237	2.530493	3.11643	6.587912	7.136669	2.62712	0.150806	3.924622	4.451869	1.475453	5.81683	11.359431	5.235919	7.903313	2.158866	6.350362	0.571699	6.292283	0.513327	11.567769	2.601025	0.431273	57.527012	23.846718	1.610558	27.140787	1.453117	264.645305	5.146281	5.62773	28.173219	4.575333	60.590936	24.437367	0	0.043175	1.73474	0.02307	1.953775	0.112282	0.039392	19.809559	14.560067	16.96132	15.679964	0.52083	0	1.779385	2.877805	0.187442	0.414584	2.011962	5.994426	0	6.501655	0.488939	0.261343	0.208329	2.547259	8.585496	1.546326	3.974299	8.746598	2.412078	11.243772	14.219115	13.302062	20.677993	10.47961	0.025504	0.45995	0.444079	0	3.876968	0	0.994463	1.417922	0.518242	5.197121	3.12912	6.58171	0.160609	0.060823	0.177278	0.042513	1.686553	0	0	0.092515	0.189806	0	0.02299	0	0.069886	0.028836	0.139655	0	0.02627	0
4.4 Cellular community - prokaryotes	10070.9931	10351.8223	9803.983695	9913.194568	9921.341449	11074.36728	10563.41306	11126.11115	11574.63183	11425.32411	10217.27332	10320.40257	10301.6936	11642.707	11635.12252	9511.949298	9404.96683	10911.99899	11243.18789	11847.02645	11749.69466	11807.45465	8885.071502	8484.687603	8961.115161	11244.27	11367.12362	10941.66452	11745.50476	11275.01038	11768.28024	11541.73344	11838.19427	12419.35133	12203.37449	12770.30198	12510.97613	13208.56901	12552.62129	12438.78429	12145.96494	12416.11609	12143.219	13079.13432	12527.80031	12604.04036	12163.56419	12267.02559	11761.49643	12494.2681	12008.63489	12354.07148	11975.93453	12345.08231	11799.64779	12452.78419	11757.66331	12149.86268	12023.78967	11944.48542	11804.4582	11489.01762	11387.61104	11458.26796	12122.32539	12407.66886	11749.2955	12582.10916	11785.17691	12608.73225	11889.182	11477.59724	11269.3134	11726.54661	12125.18523	11369.79351	11460.00386	12230.51112	11241.65354	12167.37288	11044.6575	11814.21069	11946.39297	10914.564	11717.76309	9786.57269	12158.34039	10053.47266	20394.26805	11765.58689	9027.456724	10144.18286	10314.18009	10770.22298	10766.14633	10334.89259	10372.14607	10140.49277	10532.46022	10466.42998	10868.4736	11242.44401	10444.4549	10483.95058	10358.14684	10840.4696	10516.01104	10125.82798	10332.42963	10101.04925	9904.158061	10427.08948	10833.24719	10162.44583	10206.23439	10491.03383	10299.43951	10005.00457	9906.284249	9545.441435	10528.52048	11823.27228	11074.62813	11521.08618	11221.18297	11906.20719	11417.30389	9536.374855	6473.613245	18414.48411	8917.514845	5577.006608	15262.35912	5432.432179	10741.06175	8527.780974	8097.332701	12254.60511	16509.25922	9124.013483	11412.13232	9478.966796	9509.943483	8254.307298	10374.27697	9490.488016	9433.105712	9940.016065	10669.74838	10625.36196	9493.14657	10209.79551	10398.19389	11526.57058	9991.556626	11321.39089	10907.60727	11238.68181	10052.65853	12195.2868	12441.05608	11756.09688	10130.27381	11844.68917	10330.94548	9856.941781	9976.512201	9943.480075	10075.73981	10309.75791	9767.198994	10169.97343	9542.733899	10158.62611	10025.65723	11153.85903	10967.17293	10844.11289	11299.96882	11629.49374	10692.79655	11140.66879	11321.06012	11358.82178	11462.13123	10767.89802	11324.88647	11239.49716	10715.75919	11013.0755	9390.941441	10626.14798	9595.493277	9932.803596	10156.8401	10354.94786	9535.611469	12044.66652	10283.65838	10360.75543	9849.876188	9710.909605	9698.774547	11245.19585	11943.14753
4.5 Cell motility	2457.830545	1756.077828	1752.143058	3372.129177	1505.569429	1960.417436	1811.20155	1788.741704	1914.467217	1862.145516	1402.225146	1499.652924	1444.499054	416.715699	754.407305	1998.462848	1138.470144	6209.760049	673.233433	917.143497	1229.109125	641.181932	1438.584491	1176.89714	683.93184	639.760551	1350.594451	2178.608458	2301.599761	2362.347071	2558.062036	2235.599371	3510.189702	1979.003574	2203.190215	2806.326999	2918.530475	2742.420366	2855.721507	1826.668745	2026.100927	2002.992926	2162.52771	2690.967864	2931.467669	2886.897169	2015.851034	2425.04266	2520.582627	1704.154309	1827.707479	1463.389628	1576.563052	1412.743172	2645.249675	1724.833946	2495.945004	2546.404044	1823.413892	1601.345031	2590.946633	2529.372163	3116.773725	2776.07171	3843.357557	2856.047775	2236.734114	1625.42928	1394.663081	2571.000402	1319.712574	714.541216	1261.37056	2219.140771	1421.823233	1104.400328	1142.07661	1330.668984	945.503025	2708.976678	2297.449209	2820.599109	2828.285026	2151.787875	2665.364708	4343.566165	6265.776822	2951.164539	4233.5965	2725.900866	1006.006331	1363.452859	1847.876072	1208.025731	4081.39315	2345.638512	2185.886343	3632.673902	1184.030179	2083.734964	1518.767548	1506.048995	1430.331562	2797.260823	3016.963991	7070.355978	1366.732206	1714.832634	1613.477769	2149.203539	1711.037801	3597.589966	2361.205623	1261.99636	1276.549563	2645.00425	979.225454	1588.185636	1791.407692	3130.600279	2362.195413	3020.213083	2147.895285	1562.096667	2239.983451	1141.904902	1715.703455	1055.842356	823.128921	1513.025547	578.103984	2165.458301	892.383918	1319.066429	5104.283926	1395.011929	2347.307478	2021.924294	3101.446892	5074.39707	8357.864415	2742.629179	1158.8757	1015.005436	3892.107708	1422.758895	1847.620532	6051.592306	6791.281713	2766.010318	4171.983187	5520.003986	5559.581553	473.227105	901.215218	3897.901705	1250.554548	900.179098	1891.062053	13738.13333	15738.24796	2850.83967	4203.141396	1227.465813	1847.848781	1547.953804	1107.334703	1186.430987	1568.76057	1141.961008	2273.330674	5415.824059	1422.32588	3531.320572	941.783366	1289.39856	2068.938307	1584.472094	925.517872	3159.410508	1510.328606	809.458827	937.053699	3072.461616	879.719174	1157.874686	999.303699	1753.084687	1232.077404	1540.933697	1012.520722	1181.2525	2421.186284	2067.20684	2357.823997	2784.65747	1204.177722	1053.824832	2918.019144	3072.341877	1813.923978	1348.275767	2240.059161	2560.538897	1334.436784
5.1 Immune system	1113.014387	1009.197753	1030.642135	1181.252566	986.705421	1053.146308	969.119064	862.819143	869.585393	895.301016	901.069562	846.650748	882.486378	944.56512	986.883661	1033.817188	1018.559362	2043.247693	937.926898	950.119071	926.103191	965.835263	998.102216	976.355671	920.641936	926.235864	997.944944	1092.096503	989.791716	1050.471795	1116.416623	1028.981333	1204.624438	827.659719	877.178485	872.582662	880.136476	916.518357	921.550791	832.250718	858.83294	833.612269	852.058125	884.368546	910.331948	901.075571	884.919968	987.376453	936.114531	932.058022	920.926986	963.335564	934.627463	951.627429	1015.649583	962.351043	959.206478	1053.166146	912.429385	935.057565	1018.48434	1005.287917	1062.558386	1061.692248	1149.031648	998.02586	997.68048	963.935674	949.875856	1045.137704	980.964058	943.971642	908.060317	955.406024	969.727174	975.745918	931.12625	966.284046	910.668656	1094.263983	1040.063488	1142.226124	1129.737092	1026.51582	1125.207802	1362.626379	1497.87892	1310.696458	600.981598	1082.41818	925.63044	839.66675	1169.291343	838.200961	1274.02554	1154.837994	1006.066618	1139.393743	867.250601	953.676669	916.889298	1009.69956	971.356645	1091.53545	1191.873402	1598.910679	940.46992	952.932561	962.3408	985.840769	927.969045	1144.739339	957.430385	883.148948	893.223363	1165.112358	918.835471	916.75092	823.164671	1142.557017	912.169387	1227.138322	1118.352004	1171.438943	1169.681839	1070.297334	1086.826651	927.20628	539.744827	898.47079	898.422156	478.149635	786.748912	558.063036	1511.161124	972.390727	1002.633597	987.99928	893.579448	1637.402668	1665.286763	1144.34853	945.340098	987.771694	1249.734574	990.687967	1031.860973	1927.809897	1982.753471	1207.566257	1383.173108	1475.464755	1447.30008	922.830954	956.67718	1323.020207	1060.516841	1006.49409	1119.72776	2124.407413	2376.641188	1221.323869	1399.801869	1078.859238	1133.991192	1020.587109	971.263682	985.504104	1088.075706	991.465585	1125.359226	1391.89139	1017.192801	1236.064702	945.691668	1077.53818	1170.08152	1105.840119	1074.546541	1208.740189	1099.458873	998.397168	1038.320142	1188.499834	1016.670078	1149.949573	1030.442588	1143.676679	1098.806816	1088.057304	1038.871196	1023.138889	1178.952718	1117.241665	1112.611429	1185.874224	1016.194511	950.337488	1179.455783	1201.633722	1039.318327	1085.698739	1067.428661	1114.965689	778.431606
5.10 Environmental adaptation	1667.671506	1610.695153	1593.447248	1679.388907	1543.244177	1634.893906	1595.307176	1659.288347	1767.388396	1757.482438	1670.731635	1586.152003	1643.2431	1576.752306	1584.8649	1642.490765	1623.080043	2810.895604	1657.937982	1602.307206	1561.174757	1659.755655	1553.936679	1542.243481	1653.731655	1567.645367	1657.01524	1681.734803	1529.933142	1640.450283	1672.103233	1560.84808	1817.260965	1851.828021	1633.538307	1781.833286	1594.750031	1808.100947	1674.141157	1719.758833	1554.8239	1858.567718	1618.943494	1836.636557	1551.962	1665.621997	1554.472089	2115.52108	1851.018045	2055.615019	1871.106148	2139.791448	1939.751266	2150.989924	2037.591235	2043.501535	1864.379977	2223.088299	1861.62163	1930.81862	1991.961395	1827.938576	1857.539822	1852.795979	1806.78312	1637.241849	1744.863664	1641.90701	1554.985273	1721.794502	1586.141472	1468.490125	1511.730185	1574.351666	1583.743173	1554.242007	1514.059081	1683.103519	1473.52218	1759.121975	1743.322727	1740.547766	1698.454838	1743.31045	1732.375825	2072.717396	2186.810033	1922.664593	1590.124024	1769.576167	1694.491147	1680.651544	2045.050249	1694.372713	2096.341123	1858.912344	1751.058409	2055.663864	1656.108491	1651.410728	1805.312596	1707.775712	1674.703805	1797.99181	1826.09035	2256.496503	1658.790193	1691.409352	1725.164865	1696.086147	1727.520311	1879.615613	1728.585624	1700.356618	1734.99124	1756.326513	1626.591276	1691.744706	1707.626115	1827.861856	1652.100183	2015.989174	1747.103078	1781.76261	1767.581071	1633.309038	1715.494433	1668.123974	1550.653546	2924.768479	1550.787377	958.268401	2371.27704	1264.540583	2259.685508	1673.749242	1673.104187	2240.048595	2562.62481	2617.437063	2573.96852	1978.972637	1777.908619	1646.488993	2223.455323	1780.799558	1894.716833	3087.122132	3085.112313	2184.846306	2414.321442	2136.536331	2243.784651	1552.488786	1584.898207	2126.721878	1670.914775	1596.238682	1689.12003	2893.351702	3126.677798	1954.928988	2044.518042	1801.585587	1811.14481	1783.543912	1875.205079	1731.167044	1834.198297	1841.356031	1920.681935	2248.585169	1860.721554	2066.45372	1821.387235	1699.432429	1771.105282	1657.354172	1673.492007	1956.840727	1719.759132	1606.573641	1679.213018	1794.325859	1708.035967	1757.073196	1664.408198	1657.638528	1601.722019	1647.486712	1723.410264	1577.823946	1954.399754	1690.380889	1705.242776	1768.981859	1774.073167	1547.849945	1931.653144	1852.478019	1772.099484	1656.328457	1931.823174	1828.93602	2547.98357
5.2 Endocrine system	2527.549905	2712.695647	2660.566647	2550.690687	2486.613563	2622.693114	2743.003654	2897.594709	3042.644044	3021.461269	2642.316464	2742.688324	2662.246751	3029.217225	3011.037694	2505.167185	2486.825908	2785.918294	2858.243508	2939.701119	2802.385243	3113.886185	2350.510294	2261.369623	2493.374387	2786.666146	2846.112265	2693.393838	2674.747185	2787.839924	2716.488987	2714.496504	2713.484	2808.439813	2628.822377	2737.412445	2504.918277	2807.078313	2596.927262	2772.614591	2610.017483	2800.751453	2605.972448	2801.947406	2508.167059	2588.271172	2601.625468	3033.278301	2768.809489	3127.495085	2869.018954	3136.6864	2866.492497	3153.302627	2882.403131	3106.874673	2783.843903	3074.921665	2832.883475	2894.905189	2845.840962	2948.03364	2755.141753	2887.943533	2878.641738	2985.087521	2892.92748	3122.197459	2871.148198	3199.142707	3005.333421	2836.459105	2825.651211	3010.937924	3067.456894	2904.873022	2844.777423	3156.280068	2777.803481	2869.216866	2642.500625	2762.077875	2771.574907	2784.343198	2790.190567	2729.324535	2670.217406	2505.127432	3059.893505	2724.021745	2393.735998	2907.882899	2842.45919	2709.309635	2727.611198	2610.587211	2713.017552	2941.715418	2680.846261	2733.743518	3067.332006	2950.609054	2704.375057	2637.928405	2653.959987	2720.978054	2720.466209	2695.294318	2706.842238	2667.772126	2732.084136	2664.566313	2737.330599	2863.909291	2754.358294	2742.393963	2774.150175	2728.645227	2761.370896	2749.226622	2710.415082	3122.351248	2633.484543	2902.227406	2698.09148	2830.991977	2785.096074	2403.857274	1703.26083	3732.959852	2390.15121	956.348415	3497.737243	1271.657604	2642.375631	2272.932979	1793.062229	2874.915121	3120.546735	2347.754761	3510.795351	2681.928541	2524.350572	2408.70976	2972.173897	2578.723936	2634.687233	2533.193512	2547.174116	3027.856738	2739.204155	2924.031447	2942.948027	2885.495284	2508.541277	3223.972287	2771.363244	2759.356968	2431.093224	4067.091655	4329.175869	3043.959798	2878.805429	3037.63179	2664.197784	2609.033486	2958.620069	2740.327127	2696.114304	2845.323106	2779.047657	2995.489247	2716.108402	2864.333715	2901.777417	2711.712685	2630.664421	2618.870222	2717.668338	2973.329555	2670.480586	2781.806828	2891.193985	2935.074492	2971.718225	2788.938839	2832.621852	2688.092431	2602.624265	2696.187417	2567.385557	2668.442573	2734.997034	2541.173675	2598.456397	2673.629051	2507.019135	2991.856712	2821.397739	2741.160497	2641.21716	2544.24298	2576.293383	2730.289219	2975.527466
5.3 Circulatory system	0	0.847606	0.596909	0.064162	0	0.138597	0.842073	0.175554	0	0.07002	0.705304	0.475408	0.329034	0.024085	0.023853	0.183325	0.021877	0.284938	0.047416	0	0.054564	0.133372	0.369463	0.020019	0.091643	0.026017	0.065016	2.468603	0.209668	0.305694	0.125148	0.821456	0.170216	0.143993	0.537234	0	0.573992	0	0.662466	0.259708	0.157236	0	0	0	0.222136	0	0.472693	7.967278	10.845575	9.75127	16.896337	7.519657	11.977473	6.004693	14.477243	10.115655	8.8569	11.186362	14.807443	10.861803	12.738175	0.231819	1.805842	1.289115	0.112265	0.045134	0	0	0	0	0.135713	0.024165	0	0	0.011738	0	0	0.078542	0.231761	0.044144	0.487809	0.993875	0.137419	4.237283	1.176364	0	0	2.091664	7.454122	1.28969	0.039393	0.198765	1.569105	0.559093	0	0	0	0	0.205497	0	0.084372	0	0.618992	0	0.421139	0	0	0	0.152802	0.395015	0	0	1.683153	0.118696	0.504907	0	0.052515	0	0.575835	12.061671	0.245146	0.13684	0.216406	0.017494	1.413443	0.056256	0.085506	0	0	3.780383	0	45.380264	6.622858	0	2.102439	2.200944	0	4.036311	0	0	0.855042	0.334587	0	0.184735	0.282344	1.19171	0.150294	2.206669	4.815039	0.344521	2.771378	0.320048	1.160727	0.098056	0.261427	0.616033	0.323826	0.027315	0.542807	0.916569	3.162712	0.599326	0.238224	0.016489	0	0.1458	0.025481	0.060648	1.497843	2.633237	0.722971	0.469823	2.564556	0.047032	0	0	0	0.030957	0.03033	0	0.042043	0	0	0.125032	0.208084	0	0	0.553892	0.118675	0	0.077537	0.101716	0.090869	0.090133	0.036004	0.249297	0	0.279191	0.150473	0.023197	0.036352	0.123867	1.603799	1.235597	11.447153
5.4 Digestive system	234.987184	207.566663	239.987911	228.772665	215.93108	198.435642	234.382603	273.41492	309.400624	288.508072	254.319986	225.863802	240.056201	238.735455	249.145737	337.585693	337.629738	218.370175	255.807362	247.220386	279.237539	227.624347	343.779087	313.662924	306.652982	254.304568	265.525188	220.766368	235.479755	247.665246	241.260652	243.407854	231.496116	391.647763	372.539539	357.358756	345.897606	367.209356	385.462648	384.83649	359.444257	390.934188	348.228384	385.895885	334.770272	369.04169	373.453742	436.178668	461.581402	434.45638	452.867718	456.774788	485.136115	472.454807	479.311553	427.363693	458.357245	441.749015	462.94539	491.595347	467.224515	223.726039	231.189473	222.231379	265.612625	248.946278	293.647453	178.579543	201.238483	160.865122	208.209043	238.609886	154.051306	195.977544	176.32728	193.77543	191.98503	173.90632	244.518522	231.308448	219.03451	228.135214	214.931449	273.019795	226.704836	364.690307	190.203066	343.99482	299.033985	394.764025	269.251568	190.792945	150.469242	224.123207	219.861775	230.452249	201.249997	152.219223	244.215273	221.996473	243.823842	251.00655	219.638523	249.01934	250.36842	236.129706	203.299876	200.647753	209.782418	185.20165	202.134916	205.682269	226.687453	298.171803	192.037024	243.297164	199.194092	222.914809	200.18074	181.629776	201.693639	270.168539	255.735123	317.391341	298.979977	258.404298	265.040009	288.166442	245.579017	59.467245	294.591373	37.944104	242.891782	49.041695	250.351445	318.822112	191.033546	141.156202	123.938719	159.259164	214.097539	252.512735	227.233028	263.004512	224.542325	243.530584	276.289125	162.937942	192.622927	245.21749	130.807313	287.180968	248.326424	249.455583	280.225043	271.663301	269.420555	288.503373	282.617658	166.765518	101.854275	294.510403	315.071422	285.36872	303.38888	283.384465	263.959897	246.188268	305.737177	339.692616	278.413932	274.691902	283.792679	292.169431	239.096765	327.514439	307.993337	308.464754	283.556248	201.914802	296.952922	294.721902	261.345416	282.469438	224.335833	264.979187	280.099897	298.984343	342.201018	335.83024	373.847001	329.012903	341.548172	327.799389	281.897046	333.427142	362.135748	398.835841	326.672459	297.666389	354.124197	354.957447	349.716159	328.158583	294.366804
