sample1	sample2	genes Abundance	Group	sample1	sample2	genus Abundance	Group	sample1	sample2	Kos Abundance	Group
CeC67	SDQCeC1L	0.838722618	WW	CeC67	SDQCeC1L	0.317670654	WW	CeC67	SDQCeC1L	0.108083686	WW
CeC68	SDQCeC1L	0.886171939	WW	CeC68	SDQCeC1L	0.386299954	WW	CeC68	SDQCeC1L	0.129533819	WW
CeC89	SDQCeC1L	0.822120749	WW	CeC89	SDQCeC1L	0.325070908	WW	CeC89	SDQCeC1L	0.116091495	WW
WHYCeC1L	SDQCeC1L	0.657330295	WW	WHYCeC1L	SDQCeC1L	0.392934643	WW	WHYCeC1L	SDQCeC1L	0.155608925	WW
WHYCeC2L	SDQCeC1L	0.731125826	WW	WHYCeC2L	SDQCeC1L	0.41452408	WW	WHYCeC2L	SDQCeC1L	0.152378354	WW
WHYCeC3L	SDQCeC1L	0.650428231	WW	WHYCeC3L	SDQCeC1L	0.261203073	WW	WHYCeC3L	SDQCeC1L	0.086462568	WW
WHYCeC4L	SDQCeC1L	0.750783867	WW	WHYCeC4L	SDQCeC1L	0.449072146	WW	WHYCeC4L	SDQCeC1L	0.174761679	WW
WHYCeC5L	SDQCeC1L	0.782772069	WW	WHYCeC5L	SDQCeC1L	0.477468943	WW	WHYCeC5L	SDQCeC1L	0.165400912	WW
WHYCeC7L	SDQCeC1L	0.754400349	WW	WHYCeC7L	SDQCeC1L	0.43471316	WW	WHYCeC7L	SDQCeC1L	0.154668775	WW
CeC108	SDQCeC1L	0.885769035	WW	CeC108	SDQCeC1L	0.419758558	WW	CeC108	SDQCeC1L	0.136067804	WW
CeC112	SDQCeC1L	0.861546097	WW	CeC112	SDQCeC1L	0.310481869	WW	CeC112	SDQCeC1L	0.12622505	WW
CeC113	SDQCeC1L	0.859947379	WW	CeC113	SDQCeC1L	0.301696734	WW	CeC113	SDQCeC1L	0.114906784	WW
CeC123	SDQCeC1L	0.886108675	WW	CeC123	SDQCeC1L	0.357076443	WW	CeC123	SDQCeC1L	0.13649832	WW
CeC124	SDQCeC1L	0.935300845	WW	CeC124	SDQCeC1L	0.438610854	WW	CeC124	SDQCeC1L	0.176596469	WW
CeC149	SDQCeC1L	0.837388869	WW	CeC149	SDQCeC1L	0.356281686	WW	CeC149	SDQCeC1L	0.115397529	WW
CeC186	SDQCeC1L	0.806967594	WW	CeC186	SDQCeC1L	0.284058744	WW	CeC186	SDQCeC1L	0.104189418	WW
CeC41	SDQCeC1L	0.850300828	WW	CeC41	SDQCeC1L	0.303595471	WW	CeC41	SDQCeC1L	0.11813286	WW
CeC42	SDQCeC1L	0.871411055	WW	CeC42	SDQCeC1L	0.357374453	WW	CeC42	SDQCeC1L	0.136054676	WW
CeC51	SDQCeC1L	0.824313262	WW	CeC51	SDQCeC1L	0.305891582	WW	CeC51	SDQCeC1L	0.10788335	WW
CeC61	SDQCeC1L	0.865254291	WW	CeC61	SDQCeC1L	0.331500257	WW	CeC61	SDQCeC1L	0.108670076	WW
CeC66	SDQCeC1L	0.876523303	WW	CeC66	SDQCeC1L	0.392863324	WW	CeC66	SDQCeC1L	0.134809853	WW
CeC69	SDQCeC1L	0.899503515	WW	CeC69	SDQCeC1L	0.37896379	WW	CeC69	SDQCeC1L	0.129555571	WW
CeC70	SDQCeC1L	0.925888904	WW	CeC70	SDQCeC1L	0.33531368	WW	CeC70	SDQCeC1L	0.142130598	WW
CeC139	SDQCeC1L	0.8399521	WW	CeC139	SDQCeC1L	0.347660992	WW	CeC139	SDQCeC1L	0.115980582	WW
CeC161	SDQCeC1L	0.858496713	WW	CeC161	SDQCeC1L	0.387454792	WW	CeC161	SDQCeC1L	0.129488262	WW
CeC1	SDQCeC1L	0.879452668	WW	CeC1	SDQCeC1L	0.381920536	WW	CeC1	SDQCeC1L	0.125357368	WW
CeC200	SDQCeC1L	0.804674402	WW	CeC200	SDQCeC1L	0.267481398	WW	CeC200	SDQCeC1L	0.098286334	WW
CeC35	SDQCeC1L	0.849876544	WW	CeC35	SDQCeC1L	0.30268176	WW	CeC35	SDQCeC1L	0.107377091	WW
CeC164	SDQCeC1L	0.851845872	WW	CeC164	SDQCeC1L	0.347943766	WW	CeC164	SDQCeC1L	0.116703906	WW
WHYCeC1R	SDQCeC2L	0.649681577	WW	WHYCeC1R	SDQCeC2L	0.272126147	WW	WHYCeC1R	SDQCeC2L	0.086058921	WW
WHYCeC2R	SDQCeC2L	0.527761176	WW	WHYCeC2R	SDQCeC2L	0.222022575	WW	WHYCeC2R	SDQCeC2L	0.083134453	WW
WHYCeC3R	SDQCeC2L	0.540966728	WW	WHYCeC3R	SDQCeC2L	0.199375132	WW	WHYCeC3R	SDQCeC2L	0.079542517	WW
WHYCeC4R	SDQCeC2L	0.60362757	WW	WHYCeC4R	SDQCeC2L	0.320786091	WW	WHYCeC4R	SDQCeC2L	0.138826181	WW
WHYCeC5R	SDQCeC2L	0.574370177	WW	WHYCeC5R	SDQCeC2L	0.285472005	WW	WHYCeC5R	SDQCeC2L	0.103984499	WW
WHYCeC6R	SDQCeC2L	0.551586571	WW	WHYCeC6R	SDQCeC2L	0.29303519	WW	WHYCeC6R	SDQCeC2L	0.110660963	WW
WHYCeC7R	SDQCeC2L	0.606203443	WW	WHYCeC7R	SDQCeC2L	0.311787362	WW	WHYCeC7R	SDQCeC2L	0.088477167	WW
WHYCeC6L	SDQCeC2L	0.541999518	WW	WHYCeC6L	SDQCeC2L	0.280056003	WW	WHYCeC6L	SDQCeC2L	0.103685491	WW
WHYCeC8	SDQCeC2L	0.905934843	WW	WHYCeC8	SDQCeC2L	0.451264991	WW	WHYCeC8	SDQCeC2L	0.191280797	WW
WFHCeC1L	SDQCeC2L	0.536855886	WW	WFHCeC1L	SDQCeC2L	0.170150293	WW	WFHCeC1L	SDQCeC2L	0.075564688	WW
WFHCeC2L	SDQCeC2L	0.73199669	WW	WFHCeC2L	SDQCeC2L	0.249967049	WW	WFHCeC2L	SDQCeC2L	0.090121269	WW
WFHCeC3L	SDQCeC2L	0.63461381	WW	WFHCeC3L	SDQCeC2L	0.233860576	WW	WFHCeC3L	SDQCeC2L	0.086912767	WW
WFHCeC4L	SDQCeC2L	0.51314674	WW	WFHCeC4L	SDQCeC2L	0.192414695	WW	WFHCeC4L	SDQCeC2L	0.080583264	WW
WFHCeC6L	SDQCeC2L	0.552529039	WW	WFHCeC6L	SDQCeC2L	0.175449092	WW	WFHCeC6L	SDQCeC2L	0.079372696	WW
WFHCeC11L	SDQCeC2L	0.571813242	WW	WFHCeC11L	SDQCeC2L	0.200761394	WW	WFHCeC11L	SDQCeC2L	0.08357503	WW
WFHCeC12L	SDQCeC2L	0.559565555	WW	WFHCeC12L	SDQCeC2L	0.174988314	WW	WFHCeC12L	SDQCeC2L	0.076552323	WW
WFHCeC13L	SDQCeC2L	0.567718212	WW	WFHCeC13L	SDQCeC2L	0.175033402	WW	WFHCeC13L	SDQCeC2L	0.080973652	WW
WFHCeC14L	SDQCeC2L	0.76544417	WW	WFHCeC14L	SDQCeC2L	0.251753697	WW	WFHCeC14L	SDQCeC2L	0.089289488	WW
WFHCeC16L	SDQCeC2L	0.797033424	WW	WFHCeC16L	SDQCeC2L	0.303275983	WW	WFHCeC16L	SDQCeC2L	0.09707485	WW
WFHCeC21L	SDQCeC2L	0.640075439	WW	WFHCeC21L	SDQCeC2L	0.195447639	WW	WFHCeC21L	SDQCeC2L	0.082130183	WW
WFHCeC22L	SDQCeC2L	0.704496426	WW	WFHCeC22L	SDQCeC2L	0.21463779	WW	WFHCeC22L	SDQCeC2L	0.084829743	WW
WFHCeC23L	SDQCeC2L	0.604044077	WW	WFHCeC23L	SDQCeC2L	0.200601477	WW	WFHCeC23L	SDQCeC2L	0.074253074	WW
WFHCeC24L	SDQCeC2L	0.849452213	WW	WFHCeC24L	SDQCeC2L	0.310200935	WW	WFHCeC24L	SDQCeC2L	0.10232297	WW
WFHCeC25L	SDQCeC2L	0.699761634	WW	WFHCeC25L	SDQCeC2L	0.189448505	WW	WFHCeC25L	SDQCeC2L	0.076989022	WW
GZCeC-10	SDQCeC2L	0.751625407	WW	GZCeC-10	SDQCeC2L	0.240851402	WW	GZCeC-10	SDQCeC2L	0.103728249	WW
GZCeC-24	SDQCeC2L	0.972363799	WW	GZCeC-24	SDQCeC2L	0.768730286	WW	GZCeC-24	SDQCeC2L	0.634467146	WW
GZCeC-25	SDQCeC2L	0.966027246	WW	GZCeC-25	SDQCeC2L	0.831851115	WW	GZCeC-25	SDQCeC2L	0.349206101	WW
GZCeC-26	SDQCeC2L	0.74298487	WW	GZCeC-26	SDQCeC2L	0.302061782	WW	GZCeC-26	SDQCeC2L	0.134517039	WW
GZCeC-27	SDQCeC2L	0.972457035	WW	GZCeC-27	SDQCeC2L	0.801399276	WW	GZCeC-27	SDQCeC2L	0.634212895	WW
GZCeC-28	SDQCeC2L	0.872980011	WW	GZCeC-28	SDQCeC2L	0.541170788	WW	GZCeC-28	SDQCeC2L	0.220072156	WW
GZCeC-29	SDQCeC2L	0.986383361	WW	GZCeC-29	SDQCeC2L	0.91457771	WW	GZCeC-29	SDQCeC2L	0.794531922	WW
GZCeC-30	SDQCeC2L	0.852008291	WW	GZCeC-30	SDQCeC2L	0.399955098	WW	GZCeC-30	SDQCeC2L	0.143440689	WW
GZCeC-6	SDQCeC2L	0.786443445	WW	GZCeC-6	SDQCeC2L	0.336835791	WW	GZCeC-6	SDQCeC2L	0.1694501	WW
GZCeC-7	SDQCeC2L	0.883076436	WW	GZCeC-7	SDQCeC2L	0.449464933	WW	GZCeC-7	SDQCeC2L	0.369039618	WW
GZCeC-8	SDQCeC2L	0.915738809	WW	GZCeC-8	SDQCeC2L	0.554385438	WW	GZCeC-8	SDQCeC2L	0.19939891	WW
GZCeC-9	SDQCeC2L	0.909372949	WW	GZCeC-9	SDQCeC2L	0.703187883	WW	GZCeC-9	SDQCeC2L	0.289602762	WW
SSCeC-1	SDQCeC2L	0.6737976	WW	SSCeC-1	SDQCeC2L	0.224807814	WW	SSCeC-1	SDQCeC2L	0.093328973	WW
SSCeC-10	SDQCeC2L	0.781355116	WW	SSCeC-10	SDQCeC2L	0.351467692	WW	SSCeC-10	SDQCeC2L	0.107865938	WW
SSCeC-2	SDQCeC2L	0.712604759	WW	SSCeC-2	SDQCeC2L	0.269937701	WW	SSCeC-2	SDQCeC2L	0.0980867	WW
SSCeC-3	SDQCeC2L	0.64469854	WW	SSCeC-3	SDQCeC2L	0.288760214	WW	SSCeC-3	SDQCeC2L	0.107697832	WW
SSCeC-4	SDQCeC2L	0.607029832	WW	SSCeC-4	SDQCeC2L	0.294683704	WW	SSCeC-4	SDQCeC2L	0.098877994	WW
SSCeC-5	SDQCeC2L	0.700022025	WW	SSCeC-5	SDQCeC2L	0.248104623	WW	SSCeC-5	SDQCeC2L	0.10742597	WW
SSCeC-6	SDQCeC2L	0.748900875	WW	SSCeC-6	SDQCeC2L	0.29995767	WW	SSCeC-6	SDQCeC2L	0.152490713	WW
SSCeC-7	SDQCeC2L	0.780538186	WW	SSCeC-7	SDQCeC2L	0.394033888	WW	SSCeC-7	SDQCeC2L	0.13177408	WW
SSCeC-8	SDQCeC2L	0.603883609	WW	SSCeC-8	SDQCeC2L	0.207489944	WW	SSCeC-8	SDQCeC2L	0.100425584	WW
SSCeC-9	SDQCeC2L	0.859671942	WW	SSCeC-9	SDQCeC2L	0.466955346	WW	SSCeC-9	SDQCeC2L	0.152397107	WW
SDQCeC1R	SDQCeC2L	0.614716307	WW	SDQCeC1R	SDQCeC2L	0.212020224	WW	SDQCeC1R	SDQCeC2L	0.094439604	WW
SDQCeC4R	SDQCeC2L	0.641045449	WW	SDQCeC4R	SDQCeC2L	0.21255696	WW	SDQCeC4R	SDQCeC2L	0.093978508	WW
SDQCeC5L	SDQCeC2L	0.701094624	WW	SDQCeC5L	SDQCeC2L	0.454825553	WW	SDQCeC5L	SDQCeC2L	0.171157231	WW
SDQCeC7R	SDQCeC2L	0.79780007	WW	SDQCeC7R	SDQCeC2L	0.557279875	WW	SDQCeC7R	SDQCeC2L	0.217829907	WW
SDQCeC8R	SDQCeC2L	0.515056457	WW	SDQCeC8R	SDQCeC2L	0.158360422	WW	SDQCeC8R	SDQCeC2L	0.06874345	WW
SDQCeC9R	SDQCeC2L	0.549072346	WW	SDQCeC9R	SDQCeC2L	0.166595269	WW	SDQCeC9R	SDQCeC2L	0.074940937	WW
SDQCeC10L	SDQCeC2L	0.500529846	WW	SDQCeC10L	SDQCeC2L	0.218876358	WW	SDQCeC10L	SDQCeC2L	0.083357287	WW
SDQCeC11L	SDQCeC2L	0.757510558	WW	SDQCeC11L	SDQCeC2L	0.279967332	WW	SDQCeC11L	SDQCeC2L	0.12554423	WW
FJCeC1	SDQCeC2L	0.811665538	WW	FJCeC1	SDQCeC2L	0.2775458	WW	FJCeC1	SDQCeC2L	0.093509954	WW
FJCeC2	SDQCeC2L	0.705201413	WW	FJCeC2	SDQCeC2L	0.1842585	WW	FJCeC2	SDQCeC2L	0.082170152	WW
FJCeC3	SDQCeC2L	0.78705632	WW	FJCeC3	SDQCeC2L	0.245688371	WW	FJCeC3	SDQCeC2L	0.088404723	WW
FJCeC4	SDQCeC2L	0.598831418	WW	FJCeC4	SDQCeC2L	0.172391284	WW	FJCeC4	SDQCeC2L	0.076714416	WW
FJCeC5	SDQCeC2L	0.717853422	WW	FJCeC5	SDQCeC2L	0.310679347	WW	FJCeC5	SDQCeC2L	0.108491694	WW
FJCeC6	SDQCeC2L	0.691142514	WW	FJCeC6	SDQCeC2L	0.220570847	WW	FJCeC6	SDQCeC2L	0.086799177	WW
HEBCeC-10	SDQCeC2L	0.878055722	WW	HEBCeC-10	SDQCeC2L	0.534682417	WW	HEBCeC-10	SDQCeC2L	0.341402956	WW
HEBCeC-15	SDQCeC2L	0.675522813	WW	HEBCeC-15	SDQCeC2L	0.2468241	WW	HEBCeC-15	SDQCeC2L	0.100556833	WW
HEBCeC-17	SDQCeC2L	0.702162247	WW	HEBCeC-17	SDQCeC2L	0.256700841	WW	HEBCeC-17	SDQCeC2L	0.088544476	WW
HEBCeC-18	SDQCeC2L	0.769578465	WW	HEBCeC-18	SDQCeC2L	0.239085353	WW	HEBCeC-18	SDQCeC2L	0.108565306	WW
HEBCeC-21	SDQCeC2L	0.725241699	WW	HEBCeC-21	SDQCeC2L	0.307543667	WW	HEBCeC-21	SDQCeC2L	0.142296676	WW
HEBCeC-22	SDQCeC2L	0.728335814	WW	HEBCeC-22	SDQCeC2L	0.212609667	WW	HEBCeC-22	SDQCeC2L	0.085221905	WW
HEBCeC-25	SDQCeC2L	0.741386866	WW	HEBCeC-25	SDQCeC2L	0.25164666	WW	HEBCeC-25	SDQCeC2L	0.094632343	WW
HEBCeC-30	SDQCeC2L	0.655269928	WW	HEBCeC-30	SDQCeC2L	0.270426808	WW	HEBCeC-30	SDQCeC2L	0.095824973	WW
HEBCeC-4	SDQCeC2L	0.860999353	WW	HEBCeC-4	SDQCeC2L	0.530356518	WW	HEBCeC-4	SDQCeC2L	0.272048679	WW
HEBCeC-5	SDQCeC2L	0.852105869	WW	HEBCeC-5	SDQCeC2L	0.49712836	WW	HEBCeC-5	SDQCeC2L	0.247832196	WW
HEBCeC-7	SDQCeC2L	0.842984213	WW	HEBCeC-7	SDQCeC2L	0.463251636	WW	HEBCeC-7	SDQCeC2L	0.176368234	WW
HEBCeC-8	SDQCeC2L	0.865172729	WW	HEBCeC-8	SDQCeC2L	0.538245965	WW	HEBCeC-8	SDQCeC2L	0.315814644	WW
SDQCeC1L	SDQCeC2L	0.652032706	WW	SDQCeC1L	SDQCeC2L	0.275722657	WW	SDQCeC1L	SDQCeC2L	0.105972649	WW
SDQCeC3L	SDQCeC2L	0.600589422	WW	SDQCeC3L	SDQCeC2L	0.230997188	WW	SDQCeC3L	SDQCeC2L	0.077052775	WW
SDQCeC4L	SDQCeC2L	0.664546583	WW	SDQCeC4L	SDQCeC2L	0.244761467	WW	SDQCeC4L	SDQCeC2L	0.092344132	WW
SDQCeC8L	SDQCeC2L	0.507872226	WW	SDQCeC8L	SDQCeC2L	0.171309214	WW	SDQCeC8L	SDQCeC2L	0.0568412	WW
SDQCeC9L	SDQCeC2L	0.522137874	WW	SDQCeC9L	SDQCeC2L	0.213503779	WW	SDQCeC9L	SDQCeC2L	0.069273475	WW
CeC105	SDQCeC2L	0.892874415	WW	CeC105	SDQCeC2L	0.464863839	WW	CeC105	SDQCeC2L	0.170512607	WW
CeC166	SDQCeC2L	0.841877249	WW	CeC166	SDQCeC2L	0.32926865	WW	CeC166	SDQCeC2L	0.112314399	WW
CeC192	SDQCeC2L	0.744730244	WW	CeC192	SDQCeC2L	0.216083095	WW	CeC192	SDQCeC2L	0.098010819	WW
CeC198	SDQCeC2L	0.784027097	WW	CeC198	SDQCeC2L	0.286672554	WW	CeC198	SDQCeC2L	0.110344034	WW
CeC28	SDQCeC2L	0.866510428	WW	CeC28	SDQCeC2L	0.351499662	WW	CeC28	SDQCeC2L	0.122568578	WW
CeC38	SDQCeC2L	0.873617793	WW	CeC38	SDQCeC2L	0.406093588	WW	CeC38	SDQCeC2L	0.153353636	WW
CeC6	SDQCeC2L	0.83686976	WW	CeC6	SDQCeC2L	0.365947825	WW	CeC6	SDQCeC2L	0.119966293	WW
CeC67	SDQCeC2L	0.86657623	WW	CeC67	SDQCeC2L	0.397525335	WW	CeC67	SDQCeC2L	0.116995974	WW
CeC68	SDQCeC2L	0.892654517	WW	CeC68	SDQCeC2L	0.424955745	WW	CeC68	SDQCeC2L	0.127104502	WW
CeC89	SDQCeC2L	0.823819661	WW	CeC89	SDQCeC2L	0.379172336	WW	CeC89	SDQCeC2L	0.125913061	WW
WHYCeC1L	SDQCeC2L	0.554451324	WW	WHYCeC1L	SDQCeC2L	0.2910228	WW	WHYCeC1L	SDQCeC2L	0.114897582	WW
WHYCeC2L	SDQCeC2L	0.516764617	WW	WHYCeC2L	SDQCeC2L	0.260252394	WW	WHYCeC2L	SDQCeC2L	0.095467071	WW
WHYCeC3L	SDQCeC2L	0.553106289	WW	WHYCeC3L	SDQCeC2L	0.222356181	WW	WHYCeC3L	SDQCeC2L	0.081071736	WW
WHYCeC4L	SDQCeC2L	0.568484391	WW	WHYCeC4L	SDQCeC2L	0.342398929	WW	WHYCeC4L	SDQCeC2L	0.130079007	WW
WHYCeC5L	SDQCeC2L	0.578160983	WW	WHYCeC5L	SDQCeC2L	0.31135597	WW	WHYCeC5L	SDQCeC2L	0.107704891	WW
WHYCeC7L	SDQCeC2L	0.571299427	WW	WHYCeC7L	SDQCeC2L	0.291947223	WW	WHYCeC7L	SDQCeC2L	0.105246669	WW
CeC108	SDQCeC2L	0.900043472	WW	CeC108	SDQCeC2L	0.458369439	WW	CeC108	SDQCeC2L	0.15195227	WW
CeC112	SDQCeC2L	0.859403403	WW	CeC112	SDQCeC2L	0.336563513	WW	CeC112	SDQCeC2L	0.124441422	WW
CeC113	SDQCeC2L	0.870138105	WW	CeC113	SDQCeC2L	0.340901214	WW	CeC113	SDQCeC2L	0.120493488	WW
CeC123	SDQCeC2L	0.900111371	WW	CeC123	SDQCeC2L	0.393132357	WW	CeC123	SDQCeC2L	0.147736764	WW
CeC124	SDQCeC2L	0.935773554	WW	CeC124	SDQCeC2L	0.347994336	WW	CeC124	SDQCeC2L	0.147780365	WW
CeC149	SDQCeC2L	0.831214722	WW	CeC149	SDQCeC2L	0.381879857	WW	CeC149	SDQCeC2L	0.124594428	WW
CeC186	SDQCeC2L	0.812227536	WW	CeC186	SDQCeC2L	0.270018167	WW	CeC186	SDQCeC2L	0.094934479	WW
CeC41	SDQCeC2L	0.858639927	WW	CeC41	SDQCeC2L	0.325939993	WW	CeC41	SDQCeC2L	0.125395701	WW
CeC42	SDQCeC2L	0.877622559	WW	CeC42	SDQCeC2L	0.375522272	WW	CeC42	SDQCeC2L	0.138743215	WW
CeC51	SDQCeC2L	0.825549762	WW	CeC51	SDQCeC2L	0.311738272	WW	CeC51	SDQCeC2L	0.104480053	WW
CeC61	SDQCeC2L	0.886484163	WW	CeC61	SDQCeC2L	0.397351358	WW	CeC61	SDQCeC2L	0.123061171	WW
CeC66	SDQCeC2L	0.816455098	WW	CeC66	SDQCeC2L	0.283997322	WW	CeC66	SDQCeC2L	0.102397265	WW
CeC69	SDQCeC2L	0.919168256	WW	CeC69	SDQCeC2L	0.433268877	WW	CeC69	SDQCeC2L	0.14594319	WW
CeC70	SDQCeC2L	0.934028291	WW	CeC70	SDQCeC2L	0.335948335	WW	CeC70	SDQCeC2L	0.146521815	WW
CeC139	SDQCeC2L	0.854189322	WW	CeC139	SDQCeC2L	0.385257171	WW	CeC139	SDQCeC2L	0.135328374	WW
CeC161	SDQCeC2L	0.885601056	WW	CeC161	SDQCeC2L	0.427424157	WW	CeC161	SDQCeC2L	0.127108708	WW
CeC1	SDQCeC2L	0.899089135	WW	CeC1	SDQCeC2L	0.429496321	WW	CeC1	SDQCeC2L	0.146084254	WW
CeC200	SDQCeC2L	0.860716248	WW	CeC200	SDQCeC2L	0.329267819	WW	CeC200	SDQCeC2L	0.113572926	WW
CeC35	SDQCeC2L	0.874904052	WW	CeC35	SDQCeC2L	0.351018604	WW	CeC35	SDQCeC2L	0.114968377	WW
CeC164	SDQCeC2L	0.887389794	WW	CeC164	SDQCeC2L	0.392115164	WW	CeC164	SDQCeC2L	0.12006381	WW
WHYCeC1R	SDQCeC3L	0.681730049	WW	WHYCeC1R	SDQCeC3L	0.282759613	WW	WHYCeC1R	SDQCeC3L	0.085929185	WW
WHYCeC2R	SDQCeC3L	0.70301664	WW	WHYCeC2R	SDQCeC3L	0.334763154	WW	WHYCeC2R	SDQCeC3L	0.101590373	WW
WHYCeC3R	SDQCeC3L	0.662531938	WW	WHYCeC3R	SDQCeC3L	0.309997127	WW	WHYCeC3R	SDQCeC3L	0.10144497	WW
WHYCeC4R	SDQCeC3L	0.752207947	WW	WHYCeC4R	SDQCeC3L	0.413505017	WW	WHYCeC4R	SDQCeC3L	0.157733213	WW
WHYCeC5R	SDQCeC3L	0.771900131	WW	WHYCeC5R	SDQCeC3L	0.458430875	WW	WHYCeC5R	SDQCeC3L	0.147251825	WW
WHYCeC6R	SDQCeC3L	0.716887797	WW	WHYCeC6R	SDQCeC3L	0.397329806	WW	WHYCeC6R	SDQCeC3L	0.1331203	WW
WHYCeC7R	SDQCeC3L	0.755358854	WW	WHYCeC7R	SDQCeC3L	0.410595577	WW	WHYCeC7R	SDQCeC3L	0.119575113	WW
WHYCeC6L	SDQCeC3L	0.694130075	WW	WHYCeC6L	SDQCeC3L	0.353449186	WW	WHYCeC6L	SDQCeC3L	0.124541396	WW
WHYCeC8	SDQCeC3L	0.943373406	WW	WHYCeC8	SDQCeC3L	0.527601042	WW	WHYCeC8	SDQCeC3L	0.214751671	WW
WFHCeC1L	SDQCeC3L	0.66631624	WW	WFHCeC1L	SDQCeC3L	0.243442017	WW	WFHCeC1L	SDQCeC3L	0.086328041	WW
WFHCeC2L	SDQCeC3L	0.655147598	WW	WFHCeC2L	SDQCeC3L	0.197404832	WW	WFHCeC2L	SDQCeC3L	0.066248121	WW
WFHCeC3L	SDQCeC3L	0.608205071	WW	WFHCeC3L	SDQCeC3L	0.219909481	WW	WFHCeC3L	SDQCeC3L	0.071351024	WW
WFHCeC4L	SDQCeC3L	0.616681911	WW	WFHCeC4L	SDQCeC3L	0.277464311	WW	WFHCeC4L	SDQCeC3L	0.089700093	WW
WFHCeC6L	SDQCeC3L	0.565548697	WW	WFHCeC6L	SDQCeC3L	0.225616153	WW	WFHCeC6L	SDQCeC3L	0.078390975	WW
WFHCeC11L	SDQCeC3L	0.708349471	WW	WFHCeC11L	SDQCeC3L	0.292402057	WW	WFHCeC11L	SDQCeC3L	0.097117961	WW
WFHCeC12L	SDQCeC3L	0.6480674	WW	WFHCeC12L	SDQCeC3L	0.246868799	WW	WFHCeC12L	SDQCeC3L	0.090400388	WW
WFHCeC13L	SDQCeC3L	0.666472645	WW	WFHCeC13L	SDQCeC3L	0.269171179	WW	WFHCeC13L	SDQCeC3L	0.080794315	WW
WFHCeC14L	SDQCeC3L	0.705660448	WW	WFHCeC14L	SDQCeC3L	0.171314151	WW	WFHCeC14L	SDQCeC3L	0.062052727	WW
WFHCeC16L	SDQCeC3L	0.77841217	WW	WFHCeC16L	SDQCeC3L	0.292458184	WW	WFHCeC16L	SDQCeC3L	0.095455414	WW
WFHCeC21L	SDQCeC3L	0.630764254	WW	WFHCeC21L	SDQCeC3L	0.234221528	WW	WFHCeC21L	SDQCeC3L	0.081156189	WW
WFHCeC22L	SDQCeC3L	0.675095848	WW	WFHCeC22L	SDQCeC3L	0.198481888	WW	WFHCeC22L	SDQCeC3L	0.065326455	WW
WFHCeC23L	SDQCeC3L	0.692457632	WW	WFHCeC23L	SDQCeC3L	0.337140638	WW	WFHCeC23L	SDQCeC3L	0.110522095	WW
WFHCeC24L	SDQCeC3L	0.765140508	WW	WFHCeC24L	SDQCeC3L	0.187294709	WW	WFHCeC24L	SDQCeC3L	0.070321881	WW
WFHCeC25L	SDQCeC3L	0.652405191	WW	WFHCeC25L	SDQCeC3L	0.198106944	WW	WFHCeC25L	SDQCeC3L	0.065707943	WW
GZCeC-10	SDQCeC3L	0.785354169	WW	GZCeC-10	SDQCeC3L	0.27655575	WW	GZCeC-10	SDQCeC3L	0.103531571	WW
GZCeC-24	SDQCeC3L	0.980376635	WW	GZCeC-24	SDQCeC3L	0.772516702	WW	GZCeC-24	SDQCeC3L	0.61468352	WW
GZCeC-25	SDQCeC3L	0.977126307	WW	GZCeC-25	SDQCeC3L	0.836423824	WW	GZCeC-25	SDQCeC3L	0.355261412	WW
GZCeC-26	SDQCeC3L	0.785462777	WW	GZCeC-26	SDQCeC3L	0.345048555	WW	GZCeC-26	SDQCeC3L	0.139439439	WW
GZCeC-27	SDQCeC3L	0.985970471	WW	GZCeC-27	SDQCeC3L	0.79770274	WW	GZCeC-27	SDQCeC3L	0.615698034	WW
GZCeC-28	SDQCeC3L	0.931724943	WW	GZCeC-28	SDQCeC3L	0.617663206	WW	GZCeC-28	SDQCeC3L	0.242253973	WW
GZCeC-29	SDQCeC3L	0.991323271	WW	GZCeC-29	SDQCeC3L	0.9190697	WW	GZCeC-29	SDQCeC3L	0.783545753	WW
GZCeC-30	SDQCeC3L	0.911234653	WW	GZCeC-30	SDQCeC3L	0.433352178	WW	GZCeC-30	SDQCeC3L	0.155846993	WW
GZCeC-6	SDQCeC3L	0.840726282	WW	GZCeC-6	SDQCeC3L	0.375659992	WW	GZCeC-6	SDQCeC3L	0.171183942	WW
GZCeC-7	SDQCeC3L	0.922755905	WW	GZCeC-7	SDQCeC3L	0.44008185	WW	GZCeC-7	SDQCeC3L	0.342445778	WW
GZCeC-8	SDQCeC3L	0.922000044	WW	GZCeC-8	SDQCeC3L	0.50053606	WW	GZCeC-8	SDQCeC3L	0.182538743	WW
GZCeC-9	SDQCeC3L	0.929478383	WW	GZCeC-9	SDQCeC3L	0.717256332	WW	GZCeC-9	SDQCeC3L	0.289217736	WW
SSCeC-1	SDQCeC3L	0.63870006	WW	SSCeC-1	SDQCeC3L	0.260624574	WW	SSCeC-1	SDQCeC3L	0.087516075	WW
SSCeC-10	SDQCeC3L	0.751873715	WW	SSCeC-10	SDQCeC3L	0.290568102	WW	SSCeC-10	SDQCeC3L	0.099374423	WW
SSCeC-2	SDQCeC3L	0.656952314	WW	SSCeC-2	SDQCeC3L	0.245493568	WW	SSCeC-2	SDQCeC3L	0.085077767	WW
