ARGs	ANCeC1	ANCeC2	ANCeC3	ANCeC4	ANCeC5	ANCeC6	ANCeC7	HBCeC1	HBCeC2	HBCeC3	HBCeC4	HBCeC5	HBCeC6	HNCeC10	HNCeC11	HNCeC12	HNCeC13	HNCeC14	HNCeC15	HNCeC16	HNCeC17	HNCeC18	HNCeC4	HNCeC5	HNCeC6	HNCeC7	HNCeC8	JSCeC1	JSCeC2	JSCeC3	JSCeC4	JSCeC5	JSCeC6	MD70dCeC1	MD70d_CeC1	MD70dCeC2	MD70d_CeC2	MD70dCeC3	MD70d_CeC3	MD70dCeC4	MD70d_CeC4	MD70dCeC5	MD70d_CeC5	MD70dCeC6	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD70dCeC1	PD70d_CeC1	PD70dCeC2	PD70d_CeC2	PD70dCeC3	PD70d_CeC3	PD70dCeC4	PD70d_CeC4	PD70dCeC5	PD70d_CeC5	PD70dCeC6	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	SDCeC1	SDCeC2	SDCeC3	SDCeC4	SDCeC5	SDCeC6	SHCeC1	SHCeC12	SHCeC15	SHCeC16	SHCeC17	SHCeC18	SHCeC24	SHCeC26	SHCeC27	SHCeC28	SHCeC4	SHCeC7	SXCeC1	SXCeC2	SXCeC3	SXCeC4	SXCeC5	SXCeC6	WNCeC1L	WNCeC2L	WNFCeC1L	WNFCeC2L	WNFCeC3L	WNFCeC4L	CeC1	CeC105	CeC108	CeC112	CeC113	CeC123	CeC124	CeC139	CeC149	CeC161	CeC164	CeC166	CeC186	CeC192	CeC198	CeC200	CeC28	CeC35	CeC38	CeC41	CeC42	CeC51	CeC6	CeC61	CeC66	CeC67	CeC68	CeC69	CeC70	CeC89	FJCeC1	FJCeC2	FJCeC3	FJCeC4	FJCeC5	FJCeC6	GZCeC-10	GZCeC-24	GZCeC-25	GZCeC-26	GZCeC-27	GZCeC-28	GZCeC-29	GZCeC-30	GZCeC-6	GZCeC-7	GZCeC-8	GZCeC-9	HEBCeC-10	HEBCeC-15	HEBCeC-17	HEBCeC-18	HEBCeC-21	HEBCeC-22	HEBCeC-25	HEBCeC-30	HEBCeC-4	HEBCeC-5	HEBCeC-7	HEBCeC-8	SDQCeC10L	SDQCeC11L	SDQCeC1L	SDQCeC1R	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC4R	SDQCeC5L	SDQCeC7R	SDQCeC8L	SDQCeC8R	SDQCeC9L	SDQCeC9R	SSCeC-1	SSCeC-10	SSCeC-2	SSCeC-3	SSCeC-4	SSCeC-5	SSCeC-6	SSCeC-7	SSCeC-8	SSCeC-9	WFHCeC11L	WFHCeC12L	WFHCeC13L	WFHCeC14L	WFHCeC16L	WFHCeC1L	WFHCeC21L	WFHCeC22L	WFHCeC23L	WFHCeC24L	WFHCeC25L	WFHCeC2L	WFHCeC3L	WFHCeC4L	WFHCeC6L	WHYCeC1L	WHYCeC1R	WHYCeC2L	WHYCeC2R	WHYCeC3L	WHYCeC3R	WHYCeC4L	WHYCeC4R	WHYCeC5L	WHYCeC5R	WHYCeC6L	WHYCeC6R	WHYCeC7L	WHYCeC7R	WHYCeC8
HEBCeC-5	0.095372694	0.091462863	0.086389132	0.094559003	0.103205923	0.10153178	0.093074363	0.096580684	0.093227985	0.092308815	0.097491352	0.109126226	0.100680568	0.125221412	0.13224295	0.085027538	0.098122693	0.070156527	0.102717242	0.1208706	0.133087797	0.12426016	0.110840814	0.118312622	0.094484666	0.110082338	0.102075406	0.119494242	0.130564556	0.120575559	0.116271493	0.126036156	0.120919285	0.143825409	0.155814968	0.149398436	0.160113835	0.130383319	0.137069867	0.131738641	0.142991487	0.14410408	0.155664024	0.131209002	0.160917274	0.138071531	0.142090649	0.129848061	0.143151876	0.128418998	0.140168558	0.133747421	0.142950934	0.133548551	0.14197754	0.128516773	0.142665943	0.13085622	0.140547891	0.142966595	0.142007362	0.096152111	0.085395744	0.09121686	0.107750034	0.113452501	0.098002668	0.134900963	0.137239848	0.141083961	0.131635934	0.137417727	0.171778405	0.147859354	0.152651231	0.135315268	0.143814208	0.119454264	0.127654519	0.112401956	0.100791953	0.124118003	0.117850973	0.092185333	0.112062204	0.094417325	0.096646592	0.118901184	0.18591857	0.093694324	0.111889401	0.080220892	0.08753105	0.083886974	0.067935302	0.072933242	0.070604921	0.078472187	0.069790539	0.063520667	0.065484495	0.065072443	0.06997564	0.07376054	0.085171802	0.075730545	0.079251903	0.054532151	0.060061155	0.074287191	0.066850097	0.063848062	0.058584419	0.062718105	0.070660264	0.071451329	0.077878091	0.064181068	0.07312304	0.063319562	0.069228874	0.100902945	0.088051436	0.090886786	0.099660592	0.120468641	0.099902857	0.0889546	0.106747462	0.243614089	0.101524768	0.123999632	0.117780848	0.141056928	0.08134159	0.13091143	0.110968831	0.089088637	0.158900624	0.03504405	0.07399043	0.084135418	0.068876336	0.120142911	0.067188273	0.080082485	0.093724202	0.039344832	0	0.093633608	0.036159198	0.086886429	0.064005926	0.115548438	0.07989165	0.074324177	0.087018042	0.099277241	0.076782902	0.110309244	0.140687446	0.092081865	0.080969775	0.098761173	0.078448117	0.064877233	0.063020094	0.062184481	0.081446096	0.080810523	0.063115157	0.069534333	0.060129374	0.07644136	0.080909716	0.099583512	0.09733516	0.100256161	0.0961566	0.091074181	0.095659323	0.108584672	0.100748524	0.102627982	0.106835903	0.094397688	0.095564159	0.095985269	0.091432892	0.094249114	0.100389956	0.084117543	0.096489714	0.087789594	0.077235592	0.078044262	0.102048277	0.101731849	0.092562212	0.093242459	0.094459482	0.098897425	0.099657973	0.085566823	0.10338898
HEBCeC-7	0.116873029	0.109857534	0.120011822	0.13062701	0.129961289	0.121362967	0.107865116	0.110259784	0.095435395	0.096989616	0.112449216	0.136448233	0.123982916	0.130987561	0.132934979	0.141676429	0.154536098	0.112387394	0.121890646	0.135123805	0.142642078	0.127134336	0.166944601	0.173336671	0.150307389	0.134376821	0.122007113	0.113494035	0.104754268	0.096826507	0.108475486	0.101243799	0.100667117	0.159062137	0.161976594	0.168839297	0.174636163	0.140782606	0.143270159	0.151582817	0.155096979	0.157851884	0.161234864	0.140438814	0.174193402	0.142121465	0.155355246	0.135888862	0.1519734	0.130802222	0.147306153	0.143189196	0.154883206	0.143713088	0.156616782	0.131444293	0.152741098	0.142399375	0.148161424	0.155288814	0.157941997	0.100958807	0.104606615	0.100250875	0.120792147	0.124932656	0.115669436	0.136749267	0.144843912	0.137187692	0.136930732	0.144096205	0.157394683	0.14817596	0.146475454	0.141716476	0.151602424	0.119114937	0.139417507	0.114659783	0.086469966	0.11980042	0.118893177	0.091870339	0.110467315	0.152416442	0.142036508	0.167931924	0.233671457	0.142742123	0.167886599	0.077241843	0.066611673	0.072083362	0.103833111	0.10759545	0.078707154	0.13137078	0.083349265	0.096514573	0.083445814	0.094825672	0.098923487	0.122196331	0.125378022	0.119383991	0.098249692	0.0981504	0.094392393	0.083205425	0.104227075	0.092852615	0.098163907	0.084925615	0.083690251	0.122290968	0.089698869	0.074237917	0.075121234	0.089469665	0.083489839	0.12767468	0.133882863	0.122543741	0.141217975	0.139144865	0.13571449	0.137616055	0.157827945	0.232559737	0.150888792	0.153012712	0.149909952	0.142207665	0.135421395	0.179899404	0.158229338	0.081159818	0.167597765	0.104481773	0.125315625	0.141385878	0.121605138	0.171359421	0.134470943	0.133691418	0.148914578	0.097446823	0.093633608	0	0.076416299	0.140550257	0.115301471	0.132402547	0.121054124	0.120104572	0.113428333	0.126701367	0.128051452	0.134547917	0.148680047	0.126378078	0.132831438	0.128477754	0.130569336	0.114010526	0.100546614	0.109056724	0.138041715	0.13504946	0.115960628	0.123576293	0.084521355	0.131620503	0.082408501	0.142912531	0.139926496	0.141143103	0.131405511	0.120509418	0.139955303	0.145313395	0.131071532	0.143318022	0.130445779	0.132124071	0.122711537	0.12863118	0.135157118	0.135983871	0.15931418	0.116160656	0.154678505	0.140501502	0.124057062	0.130971349	0.162391983	0.146934818	0.151389717	0.148681125	0.151319524	0.152604727	0.157170261	0.131251071	0.132174112
HEBCeC-8	0.097418978	0.091431415	0.087412468	0.09662471	0.103936451	0.101722109	0.09328162	0.096452397	0.090741873	0.090211758	0.097890503	0.112276602	0.102709276	0.12514979	0.130283551	0.097613809	0.1098017	0.073615013	0.102728062	0.121648944	0.132969094	0.123726634	0.122768316	0.12961932	0.107453295	0.110589673	0.099437538	0.11884387	0.126156362	0.116287231	0.115876933	0.121489929	0.116437348	0.147744722	0.157921495	0.15314287	0.16310301	0.132893517	0.13901286	0.136320473	0.145689975	0.147750706	0.158654377	0.133009959	0.164051027	0.140691124	0.145308608	0.13171845	0.146267935	0.129193029	0.141613038	0.136254734	0.146003066	0.135412876	0.145284901	0.129734649	0.145703762	0.133601311	0.141761233	0.14582238	0.145435011	0.095345583	0.085326852	0.089794361	0.107897222	0.112620404	0.099763757	0.133344309	0.138275277	0.136719329	0.131887135	0.139781759	0.170170978	0.146864945	0.150727164	0.137138532	0.145288302	0.116376099	0.128049151	0.111025568	0.095677325	0.122464077	0.116077504	0.091576544	0.11011818	0.105587946	0.106849772	0.130399457	0.199506143	0.105008696	0.121712347	0.073027894	0.076701288	0.074399852	0.0685722	0.071759427	0.061447061	0.090184434	0.065365244	0.063197403	0.05564814	0.065865566	0.069649382	0.084829839	0.088370056	0.082647803	0.080201686	0.056410141	0.063195189	0.070744902	0.068034765	0.063625722	0.057960112	0.057558966	0.066793615	0.078878329	0.073560277	0.059453019	0.064215747	0.062300571	0.062568643	0.103728021	0.101455255	0.092406681	0.110161794	0.121639932	0.104253204	0.096820488	0.119989678	0.235467195	0.112233045	0.130391875	0.117483142	0.133499027	0.090085189	0.143034666	0.121306456	0.076309513	0.151028321	0.044363213	0.080368332	0.096397891	0.07680781	0.131817369	0.080074074	0.09003667	0.104642863	0.04749777	0.036159198	0.076416299	0	0.09670104	0.070947953	0.115644998	0.087515757	0.080656783	0.085430292	0.100235211	0.08678179	0.108188681	0.137858682	0.090607103	0.088555851	0.095424089	0.08870729	0.069360699	0.056284641	0.066848826	0.087036741	0.088238852	0.068659055	0.079472366	0.051008398	0.084166255	0.068986496	0.110468377	0.107668834	0.111856354	0.100858771	0.095731971	0.106239442	0.116585894	0.102264852	0.11490601	0.108656617	0.101478072	0.096765266	0.098098717	0.101619932	0.10339335	0.110627251	0.083403669	0.10504293	0.097479881	0.085037556	0.08541911	0.113920823	0.111715347	0.098469312	0.103304309	0.102568355	0.109331876	0.111643932	0.095597588	0.106698657
SDQCeC10L	0.087030668	0.093592842	0.079559872	0.081787409	0.093703238	0.099626536	0.095443431	0.103990636	0.107745083	0.106184775	0.093533016	0.094814291	0.091663983	0.130244183	0.132761215	0.061722439	0.056951347	0.08022352	0.105268427	0.117097081	0.134706554	0.129745427	0.071173017	0.067833367	0.065374683	0.103575533	0.100840895	0.119509239	0.14476689	0.133149868	0.124316077	0.137588685	0.127193687	0.132832949	0.143600562	0.135662533	0.145116393	0.141502363	0.141803535	0.128562325	0.134496695	0.132914971	0.144254333	0.140556084	0.146288961	0.141976033	0.1342795	0.141286606	0.145625886	0.150381602	0.150364152	0.145164897	0.146568068	0.14475829	0.140946228	0.150734964	0.146255384	0.136954352	0.150352797	0.145365021	0.140121874	0.109063682	0.097648483	0.105892244	0.113266944	0.119161533	0.108406341	0.145865514	0.136566961	0.148479069	0.139379232	0.141193078	0.169807569	0.149075701	0.155913623	0.137827241	0.139288443	0.139205704	0.128931645	0.110660392	0.109755113	0.122515466	0.118758755	0.102947674	0.115144839	0.056666759	0.074712579	0.07128849	0.193088411	0.081541119	0.074630752	0.112675083	0.121475877	0.119517513	0.08225483	0.084780481	0.104002727	0.069992167	0.098801176	0.085800066	0.102697155	0.094198229	0.087775198	0.069311178	0.074144422	0.076030353	0.089766095	0.076814248	0.085736382	0.096357133	0.080745128	0.088260733	0.085635281	0.088020639	0.100882566	0.053131886	0.102962239	0.099244802	0.111326256	0.092170094	0.099288365	0.089477895	0.062381426	0.073867907	0.069758368	0.104543493	0.078324776	0.052306652	0.100783474	0.275147531	0.061451488	0.142396048	0.143607574	0.160856296	0.07319539	0.084346638	0.074269567	0.125087149	0.186718912	0.077627797	0.074161785	0.050950701	0.05651569	0.071474061	0.054382655	0.049081768	0.058098962	0.091975116	0.086886429	0.140550257	0.09670104	0	0.046732508	0.113612785	0.06487946	0.064669798	0.086378015	0.087997853	0.046392046	0.09693738	0.133754551	0.095659199	0.019363644	0.104010573	0.042102941	0.052463273	0.082402989	0.061112241	0.059128602	0.055749788	0.052257501	0.054640624	0.082134464	0.04475563	0.112809496	0.070227597	0.065885962	0.066504805	0.08069161	0.08735294	0.06564933	0.078229183	0.083307346	0.063870427	0.099071798	0.069555595	0.087659317	0.079888268	0.064789079	0.071272857	0.058365231	0.075190337	0.052693347	0.051023919	0.067453418	0.060172827	0.063302649	0.09843042	0.057021153	0.042970031	0.055808069	0.05119504	0.05094208	0.060097347	0.111655935
SDQCeC11L	0.074195258	0.073995116	0.067199713	0.071402124	0.083152583	0.081167345	0.07524732	0.08314617	0.083982862	0.081974508	0.076411771	0.085735503	0.077295343	0.112474759	0.115842785	0.06056782	0.066893887	0.058199608	0.093875365	0.104336968	0.120674567	0.111986651	0.078961277	0.087672224	0.068383799	0.094969714	0.088802574	0.099905233	0.119849496	0.111003744	0.103598355	0.113515006	0.105343406	0.118556961	0.128913837	0.12318368	0.133393037	0.118178476	0.12124553	0.11142016	0.121081932	0.118255537	0.129178009	0.11714426	0.134162562	0.122117982	0.120617623	0.11381821	0.123722839	0.121985872	0.125108054	0.118644828	0.123620248	0.117824604	0.11905438	0.122898195	0.123235432	0.111566041	0.124801453	0.122752176	0.11863048	0.085188732	0.07252633	0.081194755	0.090676569	0.09831262	0.087468652	0.122750302	0.119117959	0.126349723	0.119599833	0.124737285	0.158118687	0.135988755	0.138071611	0.120938135	0.12932016	0.114434666	0.110379616	0.092314668	0.089576161	0.104270935	0.100466323	0.080098093	0.095992937	0.065489413	0.069724885	0.084579421	0.192284199	0.075357569	0.090685022	0.088004345	0.09761626	0.09119211	0.061997474	0.061532872	0.078167392	0.068433431	0.072731295	0.060531273	0.074715833	0.066379833	0.064562931	0.054237845	0.066640043	0.057427448	0.069018554	0.051118284	0.060721539	0.067542782	0.055184206	0.06289937	0.057573425	0.058781576	0.074091144	0.053500188	0.077309037	0.072183494	0.082859608	0.067288429	0.073901385	0.068966102	0.058167132	0.060899144	0.067500168	0.090681093	0.068489	0.061474043	0.102502137	0.263141529	0.073609176	0.131465636	0.13566944	0.151679075	0.067509202	0.101068004	0.081983082	0.106003469	0.172635318	0.059534101	0.063980221	0.062629471	0.047256493	0.09644063	0.0518942	0.054457848	0.071687167	0.067915237	0.064005926	0.115301471	0.070947953	0.046732508	0	0.099910878	0.049757756	0.058457001	0.071320641	0.074719445	0.042817845	0.098831262	0.13247448	0.080813224	0.04193195	0.085535866	0.043457042	0.043399124	0.060466709	0.044056582	0.064645335	0.061983771	0.042411285	0.054237346	0.058841118	0.052827037	0.087768969	0.066432102	0.066986371	0.068324794	0.066472581	0.066323972	0.066194288	0.076245341	0.066983214	0.071785936	0.07806545	0.061460406	0.067126962	0.069463514	0.063281907	0.065175309	0.075186605	0.055905596	0.06744702	0.057856383	0.059760867	0.049318348	0.079972297	0.086116634	0.071861734	0.059329867	0.067938704	0.062657891	0.068321779	0.060257945	0.107754709
SDQCeC1L	0.079352581	0.075684825	0.095593394	0.09217552	0.085931617	0.079730139	0.075794864	0.075481537	0.067062432	0.068062079	0.081164027	0.076728796	0.079375822	0.031351503	0.036112907	0.103809376	0.111015052	0.076042743	0.030810096	0.020594182	0.035714665	0.030041626	0.128680334	0.142015321	0.123769102	0.02919903	0.034438065	0.061868874	0.083444886	0.072321577	0.061073194	0.077161673	0.075201879	0.07658958	0.076803262	0.074406712	0.078122319	0.067007349	0.073954637	0.087218224	0.088053483	0.075753559	0.076153497	0.066645876	0.077839044	0.074536275	0.088843624	0.061705507	0.063115745	0.062870674	0.06785983	0.061289103	0.06405694	0.061360816	0.063426309	0.062696163	0.063396287	0.064587442	0.066956709	0.063891152	0.063420183	0.060921215	0.061746537	0.058259887	0.059551539	0.041823285	0.055066476	0.047914742	0.045419628	0.053626234	0.043154985	0.050803748	0.074278207	0.054138053	0.060597012	0.047923288	0.050008565	0.046964206	0.042847169	0.05779214	0.08232726	0.059907885	0.055577991	0.073206142	0.059446236	0.116009143	0.110334922	0.129232512	0.202418987	0.107384922	0.150208113	0.091835259	0.098704298	0.093026946	0.086309164	0.093763838	0.083410631	0.130135133	0.082489209	0.084911902	0.098083278	0.088231892	0.071577902	0.07851136	0.078193324	0.094442234	0.071677879	0.091198625	0.08567756	0.079277753	0.088770907	0.092640022	0.089615311	0.094150541	0.076616218	0.112947628	0.075250634	0.094547796	0.088061524	0.085066391	0.079428083	0.059902866	0.079271553	0.070126296	0.070664619	0.038753637	0.057150889	0.107838014	0.165679661	0.243245138	0.131539421	0.147017758	0.142425568	0.136829186	0.122867662	0.161654609	0.142369065	0.119359934	0.164501076	0.12484733	0.101677103	0.128102584	0.101452333	0.152534918	0.105651239	0.110426548	0.130932024	0.123086633	0.115548438	0.132402547	0.115644998	0.113612785	0.099910878	0	0.072227741	0.070749172	0.045368508	0.033740773	0.091570856	0.121358529	0.125665197	0.048473456	0.103326283	0.04585169	0.094162463	0.097419493	0.094434159	0.08480199	0.125033017	0.122445026	0.095036797	0.115636797	0.104649618	0.113068346	0.101262937	0.075702615	0.07354787	0.067717796	0.057356797	0.066308863	0.078660854	0.058159583	0.049137086	0.077758583	0.044461558	0.063362251	0.050106171	0.055445758	0.079767136	0.067793512	0.132356235	0.076269344	0.125104267	0.10467087	0.068626813	0.095347897	0.130404123	0.106877991	0.12680491	0.120117529	0.119445136	0.119789195	0.126802559	0.094481781	0.132778045
SDQCeC1R	0.048697005	0.053103058	0.055729743	0.054273287	0.0531189	0.058179584	0.054489048	0.064735591	0.069263899	0.065386929	0.055189743	0.053728976	0.05150217	0.085775898	0.087962351	0.051386586	0.052635759	0.053603979	0.068888131	0.077682333	0.09420282	0.087078992	0.068567308	0.081288899	0.069906753	0.068931604	0.061270106	0.0772191	0.100529401	0.090005328	0.079609355	0.091383309	0.083366406	0.089607876	0.103754323	0.095225012	0.107539265	0.101182207	0.102117377	0.086987286	0.096543887	0.089605695	0.104050017	0.100892705	0.108164161	0.103337403	0.097229766	0.094116929	0.099852099	0.104341254	0.105176926	0.099152083	0.100839875	0.098744714	0.095860184	0.104677134	0.100302849	0.090919171	0.105052636	0.100087739	0.095751921	0.064279902	0.057268085	0.062603206	0.062419481	0.069538128	0.061609095	0.100424204	0.089786072	0.104101259	0.093676712	0.096355083	0.127997553	0.11026406	0.113144777	0.09220123	0.097923694	0.094941011	0.086751164	0.071630869	0.079030787	0.078842226	0.074398812	0.063651886	0.07180869	0.071389664	0.067016278	0.077944077	0.183590346	0.059328624	0.095865261	0.087323366	0.094056536	0.086277079	0.064494329	0.062419926	0.076424427	0.088708629	0.066970825	0.064690879	0.090120868	0.063279149	0.048032934	0.045985735	0.044147082	0.051188052	0.055524877	0.060680063	0.058048992	0.065521707	0.063131858	0.073380936	0.060825024	0.078956467	0.06808062	0.06908932	0.069913802	0.083564383	0.079456775	0.067433174	0.070718406	0.045640934	0.0353175	0.034135166	0.035426278	0.060634573	0.038206274	0.06108809	0.119853953	0.273510218	0.081220319	0.135105788	0.142578749	0.155825327	0.077601262	0.105522456	0.089920113	0.115700063	0.182909875	0.08779364	0.070714766	0.080965531	0.05911974	0.102311641	0.065076369	0.062523127	0.083012094	0.095315932	0.07989165	0.121054124	0.087515757	0.06487946	0.049757756	0.072227741	0	0.046610262	0.048786005	0.046649197	0.031042878	0.11047029	0.139683559	0.059382525	0.05256411	0.061751202	0.031438239	0.050615242	0.070257809	0.046231672	0.07413351	0.073486825	0.056262889	0.075994848	0.07912332	0.064670639	0.095027983	0.037791114	0.033345142	0.037429191	0.037297864	0.05338478	0.03264284	0.039553964	0.037480037	0.046315115	0.052539288	0.028483006	0.037166356	0.033478074	0.02914973	0.031732937	0.078503827	0.032881861	0.073747399	0.041483803	0.036749861	0.03488073	0.080710868	0.073915766	0.078215723	0.060918358	0.07171403	0.056715851	0.072759195	0.045183131	0.112556814
SDQCeC2L	0.077535608	0.074298946	0.081692057	0.083020614	0.081024851	0.078951868	0.073755919	0.077547206	0.069455662	0.069370554	0.074892431	0.079063204	0.075466645	0.094490959	0.099073245	0.063656057	0.072082672	0.055465645	0.062514808	0.07734996	0.092689822	0.093084877	0.088838141	0.099363208	0.086764871	0.063861429	0.056969697	0.096815392	0.11371563	0.102856699	0.098315241	0.107038457	0.101058283	0.108486174	0.125179404	0.113510199	0.128021217	0.107471335	0.121516827	0.106755982	0.11962413	0.108609078	0.125347948	0.107790718	0.128342303	0.122542896	0.119664518	0.102420594	0.117415618	0.109506043	0.121562127	0.107689311	0.118966091	0.106933668	0.11473648	0.111280289	0.117765115	0.101880691	0.120730645	0.117858638	0.114456731	0.073580629	0.062902988	0.069269494	0.080245277	0.08385734	0.074364517	0.110477563	0.107121916	0.109239174	0.105592928	0.110595806	0.137447855	0.114709422	0.123136401	0.109207824	0.111114685	0.097323114	0.098156749	0.086071645	0.088381275	0.098727199	0.091487408	0.078628864	0.087951926	0.07440901	0.07505639	0.094254428	0.181391883	0.069160001	0.108215434	0.087380263	0.094856342	0.082081824	0.075369187	0.075459199	0.072801526	0.092672783	0.071478596	0.069299824	0.082858057	0.06936024	0.058539279	0.055783725	0.069008769	0.07126648	0.069245358	0.063872289	0.062707324	0.069871738	0.072327672	0.075357453	0.060737278	0.080325806	0.066519601	0.072781185	0.070399613	0.082013317	0.079462318	0.063613848	0.073514071	0.064197773	0.05069059	0.055681626	0.049030664	0.076148548	0.057177813	0.068658767	0.117792227	0.245680535	0.0917669	0.121385624	0.117866121	0.135673494	0.081833717	0.120906483	0.102362292	0.097155259	0.159479147	0.08260705	0.057796244	0.079939869	0.067051406	0.115071634	0.059350528	0.073422543	0.085165546	0.091176907	0.074324177	0.120104572	0.080656783	0.064669798	0.058457001	0.070749172	0.046610262	0	0.043229378	0.055542328	0.055275551	0.083223119	0.111528732	0.041698393	0.056493539	0.047766657	0.052974949	0.050362317	0.067017314	0.045341289	0.07507193	0.07367207	0.047674406	0.06835944	0.071342254	0.060483146	0.089403365	0.051567283	0.049357967	0.048450851	0.054412655	0.066239469	0.046095287	0.061136729	0.058058047	0.050546551	0.071691596	0.048998182	0.056795374	0.053491088	0.045507446	0.047990783	0.087107556	0.052413343	0.079083429	0.064730377	0.037662718	0.057542462	0.084589979	0.082076463	0.074390105	0.0725982	0.073552358	0.078154451	0.082360432	0.055476099	0.095525632
SDQCeC3L	0.059893935	0.060124936	0.07256135	0.067778291	0.066139947	0.063225878	0.060564042	0.066066633	0.054032768	0.056903254	0.066330573	0.067206451	0.062862755	0.063092	0.067015108	0.078939252	0.085976501	0.058485544	0.034600816	0.052778393	0.070224644	0.060512999	0.102458762	0.114209511	0.099905198	0.038486663	0.033597298	0.069807504	0.091188858	0.078720367	0.0716867	0.082787353	0.078644261	0.08907721	0.102035685	0.094738899	0.106126363	0.089134586	0.098930088	0.089972749	0.099213651	0.088965208	0.102240491	0.088752187	0.107144212	0.100087327	0.099934841	0.078703399	0.091998479	0.085271658	0.094956408	0.083598635	0.092552771	0.082932948	0.090496928	0.086825509	0.092153136	0.079856072	0.09459056	0.092240926	0.091062898	0.053301858	0.046399296	0.046695478	0.05919112	0.055583496	0.048764859	0.081026499	0.077540339	0.080192523	0.074391888	0.082193492	0.109732994	0.08836622	0.093038169	0.078500849	0.082334738	0.068502424	0.069187344	0.061481244	0.071667858	0.070930909	0.064041529	0.062813029	0.061119705	0.089475973	0.087005538	0.104974322	0.19183195	0.081651977	0.125450605	0.0787093	0.084352497	0.076843095	0.068890904	0.069079093	0.069722022	0.103742826	0.065396405	0.063865837	0.082713884	0.059476076	0.044638423	0.057261145	0.057449562	0.068228931	0.057028846	0.064305529	0.056464421	0.061239926	0.064686206	0.072143616	0.065391611	0.075465995	0.056284586	0.085223626	0.054153508	0.077932207	0.072801793	0.061265536	0.064670055	0.045421274	0.055054624	0.046142977	0.051124544	0.056466913	0.047618007	0.082765261	0.136975965	0.251422301	0.107710411	0.132027897	0.136357178	0.14426999	0.098564519	0.136412959	0.116276201	0.1017241	0.16477202	0.097520734	0.074292733	0.098885591	0.072682267	0.125614387	0.079581958	0.082417891	0.102596883	0.098202397	0.087018042	0.113428333	0.085430292	0.086378015	0.071320641	0.045368508	0.048786005	0.043229378	0	0.025336851	0.065401936	0.101273357	0.122961034	0.03288389	0.073726884	0.035523457	0.068207684	0.064375734	0.065579597	0.052953797	0.092075011	0.090623283	0.062886432	0.084905397	0.070729455	0.081937484	0.084530008	0.055205313	0.053344781	0.051519573	0.039896184	0.052624571	0.054708822	0.051240009	0.040886611	0.061574137	0.046458976	0.041084074	0.039930356	0.038351753	0.054175135	0.045038877	0.105746187	0.054545854	0.097940019	0.07858583	0.044890445	0.069367961	0.101691477	0.087202608	0.098262229	0.093668398	0.090253892	0.093320539	0.10021941	0.067021091	0.104984614
SDQCeC4L	0.057094543	0.059137374	0.072361072	0.066721577	0.062833026	0.058689624	0.058927681	0.063164158	0.060566144	0.060568452	0.062600624	0.061510845	0.057637127	0.050069244	0.054556564	0.080293119	0.08476137	0.062991424	0.034078656	0.038699472	0.06052855	0.050120372	0.101925473	0.115473638	0.097862076	0.030867604	0.031100842	0.05649513	0.086324012	0.074977842	0.063932207	0.077177762	0.069939958	0.071954972	0.083551987	0.077596806	0.089008817	0.077265981	0.082504069	0.075345314	0.083369458	0.072068567	0.08393401	0.07618752	0.089661691	0.083028424	0.083994513	0.067825552	0.078944647	0.077115194	0.084456444	0.072658225	0.080134607	0.072388052	0.076396361	0.077771789	0.079365079	0.06735012	0.083824713	0.079688586	0.0761498	0.053398058	0.047935124	0.049356772	0.055827116	0.046830236	0.044178619	0.068947884	0.061928415	0.071174668	0.061758132	0.067274627	0.096950751	0.077356923	0.080965495	0.065020227	0.068436118	0.062905846	0.056728919	0.053188607	0.07477205	0.058821569	0.056408726	0.065501154	0.055475296	0.093642588	0.086784966	0.104382936	0.191208063	0.087442123	0.128667121	0.085069699	0.092389898	0.087462797	0.070658536	0.073648884	0.078125782	0.109249903	0.074361046	0.070842921	0.091342291	0.066739588	0.049979265	0.057607531	0.055673041	0.073396345	0.05588337	0.072251157	0.065058793	0.070214355	0.069860414	0.079038956	0.072648038	0.083900354	0.06400222	0.091872772	0.061537092	0.0855713	0.081064212	0.068437931	0.07325336	0.035726892	0.052600166	0.043092529	0.047459495	0.04207288	0.03499781	0.085832745	0.140394869	0.255852131	0.108405725	0.135828751	0.141728713	0.147278766	0.100389641	0.137082591	0.115371864	0.112030884	0.168177921	0.106641737	0.081318754	0.10390536	0.077916526	0.125903577	0.084604318	0.08368123	0.107330849	0.106510027	0.099277241	0.126701367	0.100235211	0.087997853	0.074719445	0.033740773	0.046649197	0.055542328	0.025336851	0	0.063548733	0.10778116	0.123616678	0.040451673	0.076470163	0.039997433	0.067470533	0.075714278	0.076142188	0.063273089	0.103124471	0.100735815	0.07343022	0.093768871	0.08512977	0.092301846	0.095275391	0.051770939	0.048704572	0.046506024	0.033340254	0.045947554	0.055696918	0.039941871	0.029331269	0.056972268	0.031542518	0.03863619	0.031372076	0.030626866	0.055103281	0.044320545	0.109858064	0.0550284	0.102281325	0.080003312	0.049568445	0.072020811	0.109106293	0.089316232	0.104170434	0.094700155	0.098129254	0.0938531	0.102356958	0.070669469	0.115781417
