tax	MD3d_CeC_1	MD3d_CeC_2	MD3d_CeC_3	MD3d_CeC_4	MD3d_CeC_5	MD3d_CeC_6	MD3d_CeC_7	MD3d_CeC_8	MD7d_CeC_1	MD7d_CeC_2	MD7d_CeC_3	MD7d_CeC_4	MD7d_CeC_5	MD7d_CeC_6	MD7d_CeC_7	MD7d_CeC_8	MD14d_CeC_1	MD14d_CeC_2	MD14d_CeC_3	MD14d_CeC_4	MD14d_CeC_5	MD14d_CeC_6	MD14d_CeC_7	MD14d_CeC_8	MD42d_CeC1	MD42d_CeC2	MD42d_CeC3	MD42d_CeC4	MD42d_CeC5	MD42d_CeC6	MD42d_CeC7	MD42d_CeC8	MD70d_CeC1	MD70d_CeC2	MD70d_CeC3	MD70d_CeC4	MD70d_CeC5	MD70d_CeC6	MD70d_CeC7	MD70d_CeC8	PD3d_CeC_1	PD3d_CeC_2	PD3d_CeC_3	PD3d_CeC_4	PD3d_CeC_5	PD3d_CeC_6	PD3d_CeC_7	PD3d_CeC_8	PD14d_CeC_1	PD14d_CeC_2	PD14d_CeC_3	PD14d_CeC_4	PD14d_CeC_5	PD14d_CeC_6	PD14d_CeC_7	PD14d_CeC_8	PD7d_CeC_1	PD7d_CeC_2	PD7d_CeC_4	PD7d_CeC_5	PD7d_CeC_6	PD7d_CeC_7	PD7d_CeC_8	PD7d_CeC_3	PD42d_CeC1	PD42d_CeC2	PD42d_CeC3	PD42d_CeC4	PD42d_CeC5	PD42d_CeC6	PD42d_CeC8	PD42d_CeC7	PD70d_CeC1	PD70d_CeC2	PD70d_CeC3	PD70d_CeC6	PD70d_CeC7	PD70d_CeC8	PD70d_CeC4	PD70d_CeC5
MD42d_CeC4	0.986606646	0.988861224	0.990610098	0.991306441	0.985027016	0.988964511	0.990882604	0.991934261	0.980294969	0.980868994	0.98114203	0.980511912	0.980315493	0.982605122	0.980773703	0.980556595	0.555043764	0.502852588	0.585432493	0.524847974	0.504681886	0.555899237	0.529799435	0.586101525	0.135884308	0.246404235	0.16032996	0	0.116254603	0.069176124	0.158425135	0.162143661	0.285422387	0.336965748	0.402691507	0.301680292	0.28534583	0.335665211	0.399531521	0.301604665	0.84890595	0.974361728	0.85879792	0.74612873	0.747754807	0.832809701	0.957827886	0.839041284	0.496197954	0.469744323	0.484355183	0.477293668	0.512708091	0.491548911	0.467541911	0.49474209	0.969021637	0.928675265	0.899633504	0.841567074	0.843878491	0.941262916	0.851039513	0.934152595	0.327591689	0.351109027	0.223612858	0.336173091	0.287560887	0.337200383	0.299121371	0.326740035	0.376347644	0.393625442	0.386670558	0.394235385	0.386642999	0.391052881	0.389484955	0.375858897
MD42d_CeC5	0.983839107	0.985316066	0.98706826	0.988364023	0.982338524	0.985883589	0.987910441	0.989453113	0.978853272	0.979261696	0.980019617	0.979687584	0.979488214	0.981451202	0.979411569	0.979304239	0.563381583	0.528993929	0.604250741	0.539506218	0.531051749	0.563741172	0.544716397	0.605030044	0.186749175	0.238036482	0.196013443	0.116254603	0	0.124017961	0.18347951	0.17329793	0.331554904	0.379426732	0.441493209	0.335552099	0.331664815	0.3785484	0.438466227	0.334688585	0.822566312	0.971288173	0.827637214	0.704958607	0.706028347	0.785038913	0.950045489	0.810991267	0.522796193	0.488157153	0.504959327	0.509169126	0.533925219	0.518920487	0.495899302	0.52022262	0.967154299	0.926683471	0.903350114	0.848075782	0.849433937	0.938987556	0.857794048	0.930575696	0.364502359	0.384286097	0.255793443	0.373054102	0.322107173	0.373864519	0.337681739	0.365593754	0.413778338	0.427532989	0.420410965	0.428181217	0.420364841	0.425841099	0.424442417	0.413155783
MD42d_CeC6	0.986449525	0.988891365	0.990048275	0.990745909	0.984870081	0.988915468	0.990348806	0.991316149	0.981266178	0.98157147	0.981794104	0.981426761	0.981363312	0.983227487	0.981515034	0.981552075	0.54454559	0.481733921	0.546192988	0.51465153	0.480656357	0.545379913	0.519596602	0.54713454	0.126325238	0.249203731	0.105259253	0.069176124	0.124017961	0	0.104034382	0.123261383	0.275707772	0.314736157	0.4003838	0.272171747	0.273441209	0.311525541	0.396851654	0.271932744	0.85093583	0.974955566	0.861039172	0.748970037	0.749751321	0.835401261	0.958562832	0.841240619	0.457200519	0.464953885	0.475711795	0.440060173	0.476866442	0.455469038	0.433228809	0.458801424	0.969736563	0.92975613	0.89694192	0.832743429	0.837269432	0.942425864	0.844525064	0.935116841	0.282702822	0.311432575	0.175307945	0.296958389	0.241477953	0.297441602	0.261648248	0.291303102	0.365292087	0.379829246	0.375106529	0.380437886	0.375588833	0.377680715	0.376300823	0.364717938
MD42d_CeC7	0.98679332	0.989398656	0.990180753	0.9909627	0.985207294	0.989414393	0.990590327	0.991519914	0.981604344	0.981929212	0.982247613	0.981837147	0.98178152	0.983624466	0.981853871	0.981882191	0.542556717	0.481013811	0.491654101	0.51622603	0.479923401	0.543062302	0.520839133	0.492788896	0.112954895	0.26543643	0.074248623	0.158425135	0.18347951	0.104034382	0	0.099144626	0.306588461	0.354296479	0.432635537	0.294611209	0.304769132	0.350185437	0.428865722	0.293729156	0.851705206	0.975190381	0.861731926	0.749359336	0.750145731	0.835942601	0.958909156	0.842026962	0.410364911	0.474769471	0.48079004	0.405612231	0.440675374	0.422523817	0.438165265	0.421597477	0.970421683	0.930681893	0.892741156	0.82321106	0.828081786	0.94272986	0.835361488	0.935839595	0.25921471	0.294411932	0.158461822	0.285863107	0.208486794	0.278818941	0.244476666	0.283381637	0.396615503	0.416032187	0.411768327	0.416896981	0.412220142	0.414215445	0.412235994	0.396160897
MD42d_CeC8	0.986887254	0.98890414	0.990136644	0.991520103	0.985271157	0.988985287	0.990449558	0.992121029	0.98099343	0.981583875	0.981737949	0.981386833	0.981267726	0.983147964	0.981484167	0.981250675	0.547467672	0.487031433	0.528738073	0.521834688	0.485995103	0.547811318	0.526589328	0.529777019	0.109717331	0.17937103	0.089155283	0.162143661	0.17329793	0.123261383	0.099144626	0	0.319491099	0.358796501	0.440083761	0.29259298	0.317551617	0.354999338	0.436264816	0.291613513	0.849965984	0.974686991	0.859690658	0.746060688	0.746907323	0.832801196	0.958017564	0.840609394	0.447435543	0.468960915	0.48695276	0.440569487	0.467458662	0.450520686	0.441309214	0.452686598	0.969953368	0.929345677	0.897225608	0.832188632	0.836271268	0.941923769	0.843774494	0.934858247	0.300043435	0.338195484	0.190984511	0.328248225	0.247577159	0.322421338	0.284132892	0.32248907	0.409308337	0.430853628	0.422996065	0.431276839	0.423472224	0.424174365	0.423047083	0.408813736
MD70d_CeC1	0.989878029	0.990267968	0.992144593	0.99298579	0.988346837	0.99034381	0.992430754	0.993558857	0.98544423	0.9860607	0.986232257	0.985919987	0.985889773	0.986592594	0.985959662	0.985693933	0.367727709	0.314523759	0.46477147	0.336439441	0.316657161	0.369040681	0.339058565	0.467713935	0.309580532	0.397840053	0.315773065	0.285422387	0.331554904	0.275707772	0.306588461	0.319491099	0	0.129821948	0.233541093	0.182280906	0.005156534	0.127878684	0.229782856	0.183364357	0.856237189	0.978314799	0.866454398	0.755555855	0.753996894	0.840231751	0.962433003	0.848237996	0.314708908	0.313818147	0.288192498	0.313014818	0.354512663	0.326762978	0.276233938	0.324696766	0.973238039	0.926464424	0.890218894	0.7913118	0.801277427	0.943800931	0.815877108	0.93981062	0.254071473	0.310497294	0.246221126	0.304392908	0.234314437	0.284499436	0.277899135	0.301663611	0.215538991	0.231867505	0.228355684	0.233304823	0.229087633	0.220157429	0.216328459	0.215096061
MD70d_CeC2	0.98902596	0.98990933	0.99192789	0.992787989	0.987498739	0.989978288	0.992207975	0.993371423	0.984871693	0.985488311	0.985719829	0.985449697	0.985391903	0.986348201	0.985387145	0.985131667	0.381520589	0.327467535	0.470754788	0.369542352	0.329657995	0.383364661	0.373634775	0.473849827	0.351115	0.442124909	0.362686637	0.336965748	0.379426732	0.314736157	0.354296479	0.358796501	0.129821948	0	0.209464659	0.200865332	0.128512642	0.00947763	0.207887471	0.20221844	0.855676087	0.977464321	0.865664008	0.755471183	0.754083363	0.839906592	0.961486921	0.848428305	0.293549359	0.345753908	0.318599208	0.290685233	0.363711779	0.304704444	0.288223939	0.320354302	0.973321413	0.928190161	0.898918299	0.802146914	0.809159787	0.944313981	0.824335622	0.939546067	0.268835796	0.309691324	0.277180566	0.308068575	0.257867512	0.287161768	0.300206112	0.314306472	0.265365164	0.277958375	0.269940771	0.278110703	0.270078455	0.252645967	0.252073111	0.265374331
MD70d_CeC3	0.989446896	0.989463246	0.99106541	0.991881345	0.987871865	0.98953622	0.991350311	0.992518404	0.98549433	0.985901325	0.986241703	0.986090046	0.985948768	0.986796404	0.985773249	0.985739111	0.471785655	0.483827965	0.603549214	0.46360489	0.486029797	0.473574019	0.46651616	0.605472166	0.429026037	0.499753212	0.447013117	0.402691507	0.441493209	0.4003838	0.432635537	0.440083761	0.233541093	0.209464659	0	0.252231984	0.234449889	0.213909066	0.013550077	0.252787089	0.855224778	0.978113171	0.865327709	0.753101075	0.75183795	0.837974252	0.962059944	0.847764433	0.4448856	0.454023431	0.437257538	0.44489982	0.501557598	0.454318374	0.429403571	0.465604695	0.973104367	0.929273662	0.907180149	0.824800712	0.830438542	0.945115069	0.840925395	0.940065977	0.368472582	0.381725301	0.345896025	0.375487802	0.344887476	0.363307213	0.366442106	0.382694777	0.236616223	0.227371948	0.235508184	0.227810955	0.235120077	0.215973882	0.215644458	0.236576524
MD70d_CeC4	0.989036428	0.990104481	0.991415839	0.992235393	0.987491382	0.990173369	0.991699622	0.992819686	0.984490715	0.985001461	0.985166269	0.984891346	0.98484898	0.985892459	0.984907441	0.984738867	0.457783225	0.400449077	0.526836323	0.442885918	0.399588436	0.458160979	0.443593999	0.529524936	0.301912764	0.385633079	0.31704397	0.301680292	0.335552099	0.272171747	0.294611209	0.29259298	0.182280906	0.200865332	0.252231984	0	0.180422159	0.198929924	0.249766909	0.004567084	0.854753414	0.97727354	0.86504004	0.754953566	0.753208236	0.839838395	0.961260275	0.848134497	0.381858376	0.359715402	0.402787446	0.367122091	0.379512076	0.377725708	0.326748622	0.353026166	0.972957212	0.930100207	0.908580289	0.828830407	0.836930913	0.945034906	0.845951965	0.939124244	0.269588033	0.319333964	0.250774375	0.308331121	0.241745286	0.294137947	0.271071973	0.304898624	0.28781194	0.295618381	0.29707511	0.295283946	0.296772428	0.286303187	0.285034537	0.287401452
MD70d_CeC5	0.989879546	0.990252382	0.992135239	0.992974796	0.988347724	0.990332357	0.992422899	0.993545845	0.985482029	0.986086822	0.986259693	0.985944731	0.985917568	0.986618106	0.985986046	0.985731379	0.368639128	0.313502137	0.463159989	0.337808118	0.315646571	0.369938841	0.340070145	0.466119905	0.308066495	0.397795381	0.314030734	0.28534583	0.331664815	0.273441209	0.304769132	0.317551617	0.005156534	0.128512642	0.234449889	0.180422159	0	0.126563481	0.230680978	0.181511204	0.856229653	0.978284713	0.866411831	0.755607766	0.754025446	0.840125939	0.962424028	0.848281795	0.313825424	0.313990041	0.289496539	0.312606731	0.35339756	0.326093853	0.274764383	0.323457723	0.9732319	0.926382971	0.890241191	0.791538484	0.801259529	0.943805514	0.815873275	0.93982587	0.252135635	0.308583139	0.244195588	0.302361024	0.232192955	0.282512189	0.275651999	0.299234357	0.216589795	0.232204953	0.228790714	0.233654886	0.229525229	0.221064101	0.217216207	0.216135437
MD70d_CeC6	0.988911142	0.989854589	0.991913588	0.992766259	0.987378469	0.989920578	0.992195565	0.99335391	0.98468457	0.98531316	0.985533358	0.98524774	0.985204143	0.986216894	0.98520912	0.984940612	0.379343104	0.32353318	0.466390394	0.367697389	0.325427028	0.381159842	0.371715626	0.469473449	0.347247361	0.441065074	0.358627336	0.335665211	0.3785484	0.311525541	0.350185437	0.354999338	0.127878684	0.00947763	0.213909066	0.198929924	0.126563481	0	0.212234337	0.200260651	0.855380184	0.977268144	0.865329325	0.755271011	0.753762995	0.839608795	0.961274902	0.848279136	0.29007193	0.34541867	0.316700287	0.287706101	0.360636431	0.302180399	0.283420946	0.316842965	0.973189804	0.927771732	0.898002965	0.800813021	0.807920666	0.94415942	0.823125196	0.939414087	0.269566793	0.309942455	0.278109392	0.308516641	0.258110221	0.287606219	0.301241339	0.315211853	0.268513172	0.281063831	0.273604584	0.281292411	0.273737164	0.255429622	0.25484516	0.268550983
MD70d_CeC7	0.989294528	0.989325378	0.991042833	0.991854755	0.987724665	0.989444555	0.991329491	0.99248852	0.985341823	0.985737381	0.986055449	0.98590517	0.985770298	0.986607873	0.985598916	0.98559873	0.469021716	0.481456734	0.600119482	0.460569388	0.483668185	0.47079094	0.463474177	0.602009387	0.425054981	0.4963127	0.443673943	0.399531521	0.438466227	0.396851654	0.428865722	0.436264816	0.229782856	0.207887471	0.013550077	0.249766909	0.230680978	0.212234337	0	0.250461749	0.854923403	0.977922564	0.864940398	0.752885057	0.751338991	0.837585866	0.961816975	0.84744095	0.443309492	0.449913585	0.434464307	0.444362227	0.499013337	0.453040967	0.426099196	0.462886523	0.972954449	0.92879481	0.906143631	0.823280107	0.828847392	0.94487915	0.839327791	0.939811603	0.369227845	0.383170399	0.346860518	0.378062395	0.344939574	0.365689828	0.368333779	0.384808053	0.239506897	0.232161333	0.238287907	0.232663749	0.237899942	0.218431827	0.217992241	0.23946455
MD70d_CeC8	0.988962388	0.990007997	0.991361167	0.992179398	0.987419767	0.990081124	0.99164388	0.992763326	0.984427027	0.98494308	0.985107117	0.984835971	0.984792945	0.985812921	0.984845834	0.984677136	0.45917612	0.401580008	0.527173868	0.443895748	0.400457602	0.459499852	0.44465921	0.529870147	0.301037523	0.385033531	0.316096277	0.301604665	0.334688585	0.271932744	0.293729156	0.291613513	0.183364357	0.20221844	0.252787089	0.004567084	0.181511204	0.200260651	0.250461749	0	0.854641543	0.977191493	0.864899517	0.754639468	0.752929416	0.839616263	0.961184985	0.84795484	0.382679812	0.360553516	0.403804308	0.367429562	0.380157347	0.378689489	0.327502918	0.353915168	0.972872383	0.930073582	0.908649819	0.829001144	0.837079474	0.944952958	0.846078273	0.939005696	0.270785093	0.31994461	0.250807462	0.308973964	0.242311441	0.294887513	0.27120338	0.305391913	0.288949649	0.296351244	0.297812016	0.296016326	0.297525293	0.286925151	0.285564813	0.288535839
PD3d_CeC_1	0.455702169	0.479995472	0.492616165	0.50180974	0.452620136	0.4844059	0.498556821	0.506178282	0.410919838	0.414324269	0.421202197	0.462674414	0.518820352	0.424758549	0.415978647	0.413439681	0.870618779	0.869426899	0.856741316	0.873152017	0.869504929	0.871005906	0.873490342	0.856526909	0.851781847	0.850407561	0.852570384	0.84890595	0.822566312	0.85093583	0.851705206	0.849965984	0.856237189	0.855676087	0.855224778	0.854753414	0.856229653	0.855380184	0.854923403	0.854641543	0	0.417699654	0.117936217	0.391856241	0.426572208	0.436289787	0.362934234	0.227373433	0.865879327	0.864581311	0.867686346	0.861785959	0.861221061	0.864258924	0.863893025	0.86217432	0.413375051	0.388201106	0.373861655	0.358842722	0.362424945	0.39189658	0.358960524	0.382986214	0.860173559	0.848675586	0.854373487	0.850832541	0.857566547	0.852563455	0.85390746	0.853665708	0.855648152	0.851691096	0.852023984	0.851792889	0.852054865	0.857315377	0.857184429	0.855591779
PD3d_CeC_2	0.44212585	0.215953842	0.141181409	0.471798591	0.455037325	0.2042941	0.134279012	0.472051297	0.380935893	0.302341686	0.498790152	0.543594668	0.593872823	0.481238399	0.304207063	0.387254897	0.974815806	0.975268839	0.963930365	0.977795009	0.975247989	0.974932868	0.978002557	0.963889166	0.975776732	0.974893478	0.975656115	0.974361728	0.971288173	0.974955566	0.975190381	0.974686991	0.978314799	0.977464321	0.978113171	0.97727354	0.978284713	0.977268144	0.977922564	0.977191493	0.417699654	0	0.463102098	0.72234455	0.752123041	0.745795052	0.063349395	0.555039327	0.97150931	0.971572992	0.973735029	0.968152824	0.968339264	0.970439336	0.970810184	0.968969287	0.159819504	0.396291073	0.41259661	0.480664764	0.400655212	0.285127695	0.428417136	0.213073741	0.97896701	0.968725514	0.976274495	0.971464585	0.977838163	0.972223554	0.975318441	0.974877673	0.977762082	0.974830341	0.974328853	0.974895792	0.974354716	0.978673202	0.978605042	0.977692376
PD3d_CeC_3	0.495269221	0.520731748	0.53278939	0.5409911	0.491910739	0.525045889	0.538702015	0.545345126	0.481734255	0.483849292	0.490254815	0.488629071	0.544792177	0.493821537	0.485409216	0.48409146	0.881969142	0.880510838	0.86715785	0.884406533	0.880622591	0.882387344	0.884770526	0.866888106	0.861320542	0.860156804	0.862643702	0.85879792	0.827637214	0.861039172	0.861731926	0.859690658	0.866454398	0.865664008	0.865327709	0.86504004	0.866411831	0.865329325	0.864940398	0.864899517	0.117936217	0.463102098	0	0.358784011	0.395870692	0.368854504	0.408924495	0.226438207	0.877894109	0.878163898	0.878979115	0.875398239	0.873816285	0.87775584	0.876914779	0.875509711	0.482474776	0.459678221	0.446874451	0.434828725	0.436650896	0.461817917	0.433850478	0.451742097	0.869881693	0.857272186	0.864254271	0.859674651	0.867355954	0.861558595	0.863387427	0.863229721	0.866295486	0.86263166	0.864159138	0.862728498	0.864205199	0.867809894	0.86769886	0.866174486
PD3d_CeC_4	0.740825315	0.762839926	0.774697717	0.779860031	0.739668245	0.765681357	0.778387101	0.782722925	0.73593368	0.736958914	0.739933152	0.739493234	0.739070641	0.741747668	0.737605944	0.737518324	0.790440216	0.788935884	0.777873697	0.793188305	0.789194527	0.791131457	0.79375694	0.777802632	0.748241344	0.744977854	0.751732728	0.74612873	0.704958607	0.748970037	0.749359336	0.746060688	0.755555855	0.755471183	0.753101075	0.754953566	0.755607766	0.755271011	0.752885057	0.754639468	0.391856241	0.72234455	0.358784011	0	0.126583362	0.226066426	0.677179623	0.359545584	0.790619085	0.788987666	0.786901395	0.785548076	0.78555939	0.789108949	0.787733205	0.786549925	0.724176958	0.684307924	0.683336574	0.646466472	0.647326093	0.690554667	0.648321617	0.684610403	0.761157639	0.748550557	0.75239044	0.75030153	0.756213276	0.752478495	0.751872697	0.753246434	0.754230841	0.751327891	0.754971738	0.751638178	0.75497646	0.756753532	0.756643651	0.754166211
PD3d_CeC_5	0.770130719	0.794936757	0.80761157	0.812067926	0.768888109	0.797527647	0.810874202	0.814791737	0.765820248	0.766500098	0.770092927	0.769801238	0.769739415	0.771932704	0.767262095	0.76732039	0.790635636	0.788297761	0.774777995	0.793181772	0.788591817	0.791265751	0.793773504	0.774516206	0.749522703	0.74629479	0.752506405	0.747754807	0.706028347	0.749751321	0.750145731	0.746907323	0.753996894	0.754083363	0.75183795	0.753208236	0.754025446	0.753762995	0.751338991	0.752929416	0.426572208	0.752123041	0.395870692	0.126583362	0	0.213341173	0.708407202	0.395203136	0.790321398	0.786313199	0.784929104	0.783676435	0.783065469	0.786457339	0.785300303	0.784348515	0.753765617	0.713392749	0.716172331	0.676337797	0.677250494	0.720159489	0.679962571	0.714603478	0.761413222	0.749872132	0.753077072	0.751729115	0.756859953	0.752833496	0.75323844	0.754664809	0.753430639	0.75015961	0.754202296	0.750305272	0.754154499	0.755242019	0.755022404	0.753361209
PD3d_CeC_6	0.76602988	0.786662696	0.799633432	0.804559473	0.764720135	0.789410665	0.803113756	0.807475008	0.761769747	0.763168487	0.766509893	0.766090631	0.765775736	0.768214149	0.764233792	0.763348783	0.856526351	0.855544513	0.841261776	0.860320118	0.855770996	0.857147242	0.86073245	0.840946865	0.834578021	0.832505947	0.837511204	0.832809701	0.785038913	0.835401261	0.835942601	0.832801196	0.840231751	0.839906592	0.837974252	0.839838395	0.840125939	0.839608795	0.837585866	0.839616263	0.436289787	0.745795052	0.368854504	0.226066426	0.213341173	0	0.700430377	0.402048561	0.856440947	0.857790046	0.854831818	0.853750944	0.852637343	0.856405496	0.856095722	0.854065402	0.755351252	0.727102405	0.723507943	0.700234155	0.70043681	0.730988236	0.70286204	0.716770375	0.844177441	0.830228738	0.838493222	0.833098352	0.841246644	0.834699277	0.836660307	0.837126134	0.840775308	0.836948632	0.84098333	0.837063297	0.841022193	0.842294851	0.842225852	0.840655699
PD3d_CeC_7	0.430542244	0.201625118	0.138303018	0.456098588	0.444019787	0.195798435	0.145639813	0.45659009	0.365032749	0.278504089	0.485402345	0.528948495	0.581263331	0.468342631	0.280524908	0.371657291	0.960613974	0.960561186	0.948529919	0.963411527	0.960489569	0.960764237	0.963600527	0.948479986	0.959252687	0.958392775	0.959497507	0.957827886	0.950045489	0.958562832	0.958909156	0.958017564	0.962433003	0.961486921	0.962059944	0.961260275	0.962424028	0.961274902	0.961816975	0.961184985	0.362934234	0.063349395	0.408924495	0.677179623	0.708407202	0.700430377	0	0.505795213	0.95667848	0.956896329	0.959205132	0.953564462	0.952893012	0.955614546	0.956028659	0.953854713	0.128854721	0.372676379	0.386632464	0.455095057	0.372326691	0.254502217	0.400573409	0.184222201	0.963211128	0.95274058	0.960159835	0.955466719	0.961881272	0.95633243	0.959280568	0.958892927	0.961804589	0.958660713	0.958281696	0.958736033	0.958319823	0.962864866	0.962786405	0.961739084
PD3d_CeC_8	0.579144577	0.613676526	0.619391414	0.626373532	0.576005603	0.617748912	0.624297178	0.6299747	0.468748507	0.473735321	0.475537762	0.474875656	0.474236622	0.478020014	0.475370753	0.471177459	0.859767902	0.857948585	0.846895745	0.862777966	0.858071476	0.860229631	0.863054479	0.846803898	0.840683079	0.842121797	0.84324957	0.839041284	0.810991267	0.841240619	0.842026962	0.840609394	0.848237996	0.848428305	0.847764433	0.848134497	0.848281795	0.848279136	0.84744095	0.84795484	0.227373433	0.555039327	0.226438207	0.359545584	0.395203136	0.402048561	0.505795213	0	0.859280036	0.860412176	0.858035607	0.854068606	0.856559981	0.859593909	0.858998306	0.857319607	0.461117286	0.415144247	0.416484979	0.393119376	0.392387835	0.419589218	0.393540705	0.416750911	0.851875656	0.840565987	0.84686013	0.842866051	0.84910163	0.844397542	0.846301892	0.846357579	0.847929971	0.845045033	0.848022082	0.845124503	0.848070727	0.849459127	0.849395652	0.847832847
PD14d_CeC_1	0.984890273	0.987617383	0.990190675	0.991722995	0.98288401	0.987714946	0.990487236	0.992333044	0.976967947	0.979411992	0.977133699	0.976348329	0.976856593	0.977929819	0.978948989	0.977131135	0.218790518	0.17533382	0.30178701	0.22199904	0.176295203	0.221162868	0.222005033	0.30605454	0.470102987	0.544822098	0.43741868	0.496197954	0.522796193	0.457200519	0.410364911	0.447435543	0.314708908	0.293549359	0.4448856	0.381858376	0.313825424	0.29007193	0.443309492	0.382679812	0.865879327	0.97150931	0.877894109	0.790619085	0.790321398	0.856440947	0.95667848	0.859280036	0	0.253386179	0.18150237	0.147480691	0.202534908	0.121360927	0.11849647	0.144793549	0.96942487	0.922178061	0.883965813	0.748856838	0.794458179	0.939494517	0.808764376	0.934820704	0.345324581	0.409353199	0.372500705	0.407334462	0.34715269	0.38236133	0.401431301	0.413109572	0.417862705	0.458262317	0.454050844	0.459476376	0.455204724	0.427862933	0.425494467	0.418283746
