ID	MD70dduC1	MD70dduC2	MD70dduC3	MD70dduC4	MD70dduC5	MD70dduC7	PD70dduC1	PD70dduC2	PD70dduC3	PD70dduC4	PD70dduC5	PD70dduC6	SDQDuC1	SDQDuC2	SDQDuC3	SDQDuC4	SDQDuC5	SDQDuC7	WHYDuC1	WHYDuC2	WHYDuC6	WHYDuC7	WHYDuC8	MD70djeC1	MD70djeC2	MD70djeC3	MD70djeC4	MD70djeC5	MD70djeC6	PD70djeC1	PD70djeC2	PD70djeC3	PD70djeC4	PD70djeC5	PD70djeC6	SDQJeC1	SDQJeC2	SDQJeC4	SDQJeC5	SDQJeC7	SDQJeC9	WHYJeC1	WHYJeC2	WHYJeC3	WHYJeC5	WHYJeC7	WHYJeC8	MD70dIlC1	MD70dIlC2	MD70dIlC3	MD70dIlC4	MD70dIlC5	MD70dIlC7	PD70dIlC1	PD70dIlC2	PD70dIlC3	PD70dIlC4	PD70dIlC5	PD70dIlC6	SDQILC1	SDQILC2	SDQILC4	SDQILC5	SDQILC8	SDQILC9	WHYILC1	WHYILC3	WHYILC4	WHYILC5	WHYILC6	WHYILC8	MD70dCeC1	MD70dCeC2	MD70dCeC3	MD70dCeC4	MD70dCeC5	MD70dCeC6	PD70dCeC1	PD70dCeC2	PD70dCeC3	PD70dCeC4	PD70dCeC5	PD70dCeC6	SDQCeC1L	SDQCeC2L	SDQCeC3L	SDQCeC4L	SDQCeC8L	SDQCeC9L	WHYCeC1L	WHYCeC2L	WHYCeC3L	WHYCeC4L	WHYCeC5L	WHYCeC7L	MD70dCoC1	MD70dCoC2	MD70dCoC3	MD70dCoC4	MD70dCoC5	MD70dCoC7	PD70dCoC1	PD70dCoC2	PD70dCoC3	PD70dCoC4	PD70dCoC5	PD70dCoC6	SDQCoC1	SDQCoC3	SDQCoC4	SDQCoC5	SDQCoC7	SDQCoC8	WHYCoC1	WHYCoC2	WHYCoC3	WHYCoC5	WHYCoC6	WHYCoC7
GH29	0	0	567.302232	404.225691	0	0	0	0	0	376.638314	0	0	547.863195	379.034039	506.478822	67.368563	743.686996	423.477322	1465.526216	1248.228783	2078.418947	846.461366	933.437052	0	0	0	0	0	0	0	0	0	0	817.161554	0	797.666628	569.556223	401.71063	266.598123	278.018142	73.685424	1587.828813	1183.640157	765.80133	1792.23719	479.385254	1115.193873	52.539274	20.480873	0	32.995956	273.922744	430.423898	32.711394	0	18.891688	0	0	0	222.572155	36.300908	78.440175	66.335959	280.975398	40.111043	1182.311224	87.997507	254.032908	1973.006486	267.160946	794.769811	801.407851	698.483799	592.788619	838.367431	787.492864	599.768583	726.914612	696.974008	718.772768	720.807805	707.571639	747.742236	996.689538	1470.057686	1174.696806	1225.941242	1353.82119	1331.597644	1789.938779	1746.697035	1402.01463	2005.808314	2027.336064	1739.433979	52.894238	130.178962	780.97139	737.971402	97.332973	754.539951	670.916975	469.084207	361.613971	630.256829	703.778994	358.522138	449.28743	627.413652	469.49231	52.693048	841.99299	187.032812	1705.766633	62.157067	893.811143	2316.273721	1745.298806	678.355221
GH30	0	0	0	0	0	0	0	0	0	0	0	0	154.326431	63.689849	138.718522	44.644342	49.440639	99.758689	262.74688	271.956636	113.039266	89.802345	72.01237	0	0	0	0	0	0	0	0	0	0	0	0	44.355674	119.590854	28.96539	0	127.796798	10.540719	235.413469	333.907758	274.307154	311.980196	386.469902	224.958449	92.9541	21.626541	0	26.730544	0	0	16.058936	0	3.384345	0	3.475111	0	33.137151	0.396272	2.162261	12.445709	21.919996	6.098713	230.808095	10.800791	30.277154	276.779207	24.741296	254.231756	270.664715	222.832096	172.309888	355.476609	270.643947	184.40968	223.752016	180.713555	127.580302	126.71594	187.688399	164.016866	279.597766	251.554337	272.143634	288.293182	178.437394	255.439166	349.4704	280.569983	274.956867	200.096611	339.455013	290.707044	9.260709	167.463929	368.401967	336.376589	39.826141	364.20853	209.14464	199.262578	76.403762	96.455579	220.737862	71.281167	152.500619	148.873497	85.847508	11.523766	124.677481	25.700288	323.345058	3.958448	169.150251	367.945321	222.444798	75.522678
GH33	0	0	833.781644	0	0	0	723.827042	0	1622.48552	0	1475.932511	0	189.447815	117.50679	226.379075	89.452017	248.717988	197.336093	616.49814	268.144854	513.68029	283.329778	274.761896	0	0	0	0	0	0	0	0	0	1703.69644	0	0	98.720815	239.021872	204.328041	145.804858	131.917519	54.857344	435.235369	357.319326	432.003315	396.927708	216.041962	342.367344	159.236176	97.509013	210.430716	218.502956	326.960194	0	119.198515	0	159.835443	89.801131	149.481011	0	76.71232	55.856678	34.152201	43.410795	123.257308	37.601302	759.109935	198.31183	334.645607	787.970729	58.836131	618.642969	553.424171	471.147705	478.177516	590.193076	549.408822	473.138113	529.663903	558.022716	560.53928	578.084756	555.813832	555.122425	293.018688	594.37723	409.277627	358.180708	434.83362	448.439816	568.766534	651.158382	474.213092	735.069349	775.037504	598.906137	82.05442	440.507678	505.428086	628.990712	98.683005	504.893424	540.089173	329.448801	338.608272	502.24615	554.698919	448.555568	154.319051	226.515161	193.914128	41.636633	280.821508	102.556082	559.997722	82.810015	225.98547	843.136638	584.285424	284.55522
GH43	0	1510.452294	2382.25583	1570.697964	0	3354.22398	5150.086509	0	1492.336648	0	1990.196129	0	1346.215212	793.595679	1255.602192	1061.95357	1593.375517	1217.12786	2246.987318	2612.721748	1962.894017	1980.35397	2033.146951	5766.79204	0	0	0	0	0	2696.972026	0	0	1829.196764	0	0	1911.404152	1586.995738	1155.77071	931.34246	1092.477656	388.729277	2070.600572	3052.288827	1258.844906	2742.196603	918.562516	741.303613	937.916098	50.175361	1141.608282	190.538487	1213.550283	606.342346	44.544062	883.85376	45.228739	46.477227	24.78715	863.884045	733.181327	9.220528	69.776625	248.414286	730.552668	114.645279	2265.329207	271.365824	558.075375	2789.941932	507.413294	1024.219971	2748.499849	2741.227278	1403.022038	2966.280331	2752.444582	1442.444791	1973.595356	1570.305725	1614.594519	1616.728355	1531.16016	1756.419604	1941.01172	2084.141248	1923.104412	1943.839564	1693.754943	1848.969502	3496.321788	2685.729831	2550.214772	2736.627597	3214.31354	2411.425684	325.831094	1085.388512	3049.156242	2576.998154	189.90286	3046.112798	1928.041109	1333.118426	918.358	1216.013252	1974.228147	1420.096155	1019.173767	1053.542863	819.603615	217.457569	1334.490374	513.890829	3295.117692	346.951566	1803.176781	3479.075419	2369.208359	1304.751213
GH51	1313.82441	0	1606.844176	291.243355	0	0	373.210243	0	0	0	0	0	476.487594	402.344869	376.031546	662.278359	359.745511	362.228081	434.804308	590.547999	443.761672	340.480722	247.419764	0	0	0	0	0	0	1392.314281	0	0	1337.792813	0	0	470.467083	358.544476	214.354851	176.537833	256.001712	177.073544	777.410264	498.107299	394.995048	591.671139	625.122378	389.179204	625.857733	9.478866	1010.816874	29.033684	189.749065	708.381992	0	232.458648	23.966893	0	20.376602	0	236.620024	5.331604	27.806219	86.650545	296.326676	41.230597	579.419331	136.798959	115.31218	656.648445	115.427062	300.911907	777.269866	737.150369	560.800283	790.489407	768.683682	557.490275	787.813282	696.967899	822.428673	826.713373	690.496066	734.718694	478.770442	489.185758	517.082006	457.313381	470.970766	457.485324	720.213439	593.884985	564.334141	602.4002	654.593583	502.71641	116.339778	63.359139	758.818136	826.066699	68.813689	763.577853	707.531508	574.017239	352.186865	556.805343	733.883284	475.079209	377.978674	312.86694	186.162611	70.773896	334.3807	170.472696	718.962018	242.247947	559.656784	789.519214	567.724087	261.054487
GH57	0	0	0	928.518418	0	0	0	0	0	0	683.174307	0	159.653138	31.090278	96.31006	155.278602	98.445678	63.186491	528.119077	157.597196	141.234026	103.839971	152.596666	0	0	0	0	0	0	0	0	700.157917	0	0	0	288.81057	71.245875	386.334369	157.093611	152.987183	52.711685	162.62046	180.49743	263.022913	433.561633	244.31412	99.897517	96.876214	11.130484	0	4.799759	0	0	0	0	5.382574	0	10.853301	0	22.425869	1.145829	19.023303	3.652919	13.390257	5.106912	0	4.562471	46.461675	223.020724	32.309285	172.648193	210.600954	196.868606	220.07778	209.432823	211.368339	210.525359	201.096679	206.299833	222.790697	223.716073	217.01745	237.611889	163.473171	369.246612	196.458744	206.319508	227.080351	192.062434	279.073703	320.564529	241.003812	251.667898	353.158938	282.001015	43.522444	50.32838	184.281456	205.420611	22.012917	197.246818	187.673375	151.77781	118.333391	174.147942	211.653855	145.957365	64.344969	116.77268	65.03312	1.762152	109.97028	7.458525	228.264615	4.605031	88.62786	266.316973	140.67231	42.037604
GH63	0	0	465.123968	0	0	0	0	0	0	509.569484	1560.779682	0	22.158117	15.941699	53.279117	61.812972	0	9.009235	137.937694	121.771894	0	0	87.956068	0	0	0	561.306769	0	0	0	0	0	0	0	0	41.702624	102.828495	114.562178	20.888744	0	0	57.725458	216.690726	91.865838	213.152749	376.459779	175.846868	25.285972	0	0	13.333725	82.529297	0	0	0	7.40855	0	0	0	37.048735	5.24978	80.715285	10.0229	20.532178	4.862807	77.569462	1.884542	0	93.947443	34.080316	173.09975	241.895124	226.903241	137.837841	204.375499	235.856337	133.329174	187.326973	183.06459	200.187209	205.970633	181.077917	205.936543	76.444928	110.397355	86.949835	100.876633	103.031927	101.2529	146.095742	119.190102	89.101584	103.57735	91.6974	108.065824	12.679698	76.672879	197.139894	196.802071	31.107817	204.525184	202.822514	90.071514	127.765789	151.662497	219.797105	184.60654	47.049029	41.489806	47.889389	10.175301	71.75071	19.962084	130.696042	3.309754	59.754729	98.198827	149.89803	68.567465
GH92	1832.631596	3496.415392	6826.315268	2681.11819	0	0	5809.048657	1918.65785	2564.463257	618.762944	1972.671182	0	534.705217	323.203441	555.131227	447.041401	1171.10527	505.132265	2089.866406	2064.640928	2554.028535	1815.129937	1015.707858	0	837.934698	0	997.363268	0	0	1064.691137	232.728754	364.441172	1375.116284	2616.118837	257.397078	1552.242056	706.425842	304.53042	242.183714	408.974804	123.452704	1935.273724	1952.854941	990.406888	2760.269012	1308.570273	730.86972	530.092819	440.637037	729.18528	262.631195	1260.862676	639.891446	57.681935	0	322.045799	39.742276	78.149771	296.727899	158.433596	9.771073	35.885868	39.666657	145.919915	37.552903	1466.389155	82.422591	351.17437	2202.181024	431.647793	975.029227	2332.179013	2093.290448	2093.194287	2092.811987	2307.804569	2128.61708	2784.132714	2789.462808	3109.551725	3226.221056	2773.088593	2992.220059	1310.137901	1868.50896	1499.360559	1443.002321	1616.95347	1721.858541	2390.446725	2472.362031	1822.22458	2594.775851	2592.584307	2801.847815	568.608521	702.420579	1762.300929	2296.271602	499.219377	1708.946589	2587.861946	1911.150214	1582.583987	2211.327921	2784.04854	1886.583301	518.07867	814.957573	527.936742	31.026191	985.053697	117.260259	2330.734485	138.551456	793.368581	2819.113772	2649.349138	867.278312
GH95	0	0	0	0	0	0	0	0	587.944244	0	255.875248	0	172.511339	67.569187	249.008537	0	280.995187	179.829607	877.981509	705.442991	1150.15972	95.783409	403.641776	0	0	0	895.037988	0	0	0	0	0	0	0	0	160.065175	340.051607	372.872357	124.232071	204.185999	35.11492	637.712294	799.127935	372.023369	1259.872863	84.933235	411.283307	345.703381	4.173327	241.677327	43.381097	298.94781	0	20.746094	0	5.137386	0	0	0	30.3036	18.297686	5.273498	17.4358	53.789003	12.354457	398.796457	18.100357	110.271787	1113.761439	162.35716	314.284533	431.300361	429.073154	237.864781	577.317179	436.16846	245.19044	248.811126	198.815365	184.851131	178.287896	193.595103	241.111124	396.353612	513.374734	441.773786	464.514546	448.524799	459.841979	709.824932	680.722903	568.334098	943.205121	939.308943	669.020041	57.201258	139.601861	556.110085	502.107302	66.435943	561.25504	258.368983	166.401826	84.854289	148.354223	242.275856	150.248212	171.703921	214.0845	153.231483	17.818363	209.413253	27.895903	654.85592	11.588214	271.767679	1168.002759	681.852273	184.108777
GH97	0	4236.936236	1308.467433	558.21643	0	0	498.959599	0	0	0	648.484875	0	454.793884	189.336873	448.128582	220.503105	652.793949	419.352628	1190.405398	890.829628	1738.804037	1106.726298	771.845447	0	2702.182522	0	0	0	0	822.545043	0	0	0	1625.526296	0	837.897185	588.748178	453.904997	296.00389	101.247137	74.242667	1563.629232	1446.723842	496.190925	2709.501223	371.2066	509.557087	412.634815	13.343206	0	41.368522	73.805755	0	36.299136	0	18.631485	0	6.019727	0	26.40493	2.143345	4.910178	4.937544	54.78543	18.94651	1098.490428	17.508312	119.019853	1729.605833	230.715776	865.184522	1021.171687	994.91575	600.68012	1019.981857	1015.346156	620.481419	810.134173	686.220981	806.034007	823.783043	696.042851	827.860232	736.500786	1012.188027	812.110594	809.557346	799.248639	848.669853	1559.705667	1462.912608	1039.355378	1561.860942	1835.547649	1409.855035	89.580809	142.901111	949.534084	961.182594	125.20981	943.342267	784.062638	527.066563	385.284783	603.258346	806.635501	623.55756	274.45485	423.110868	307.56358	1.055783	428.346994	21.070824	1481.43672	8.260319	421.220776	2172.111848	1393.154943	323.431366
